family,instance,ppd_orig,n_vars,n_clauses,full_sat,full_wall,full_decisions,full_props,full_conflicts,full_ppd,budget,pre_wall,pre_decisions,pre_props,pre_conflicts,pre_ppd,solved_within_prefix,log_n,rel_err
flat50-115,flat50-133.cnf,24.12,150,545,True,7.124996045604348e-06,40,151,0,3.775,100,5.292007699608803e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-133.cnf,24.12,150,545,True,7.124996045604348e-06,40,151,0,3.775,300,5.250010872259736e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-133.cnf,24.12,150,545,True,7.124996045604348e-06,40,151,0,3.775,1000,5.124980816617608e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-134.cnf,5.6429,150,545,True,6.499991286545992e-06,40,151,0,3.775,10,6.041984306648374e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-134.cnf,5.6429,150,545,True,6.499991286545992e-06,40,151,0,3.775,30,5.8340083342045546e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-134.cnf,5.6429,150,545,True,6.499991286545992e-06,40,151,0,3.775,100,6.000016583129764e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-134.cnf,5.6429,150,545,True,6.499991286545992e-06,40,151,0,3.775,300,5.584006430581212e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-134.cnf,5.6429,150,545,True,6.499991286545992e-06,40,151,0,3.775,1000,5.458015948534012e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-135.cnf,16.3636,150,545,True,6.95799826644361e-06,39,151,0,3.871794871794872,10,6.082991603761911e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-135.cnf,16.3636,150,545,True,6.95799826644361e-06,39,151,0,3.871794871794872,30,5.791982403025031e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-135.cnf,16.3636,150,545,True,6.95799826644361e-06,39,151,0,3.871794871794872,100,5.624984623864293e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-135.cnf,16.3636,150,545,True,6.95799826644361e-06,39,151,0,3.871794871794872,300,5.583016900345683e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-135.cnf,16.3636,150,545,True,6.95799826644361e-06,39,151,0,3.871794871794872,1000,5.5000127758830786e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-136.cnf,12.5833,150,545,True,7.041991921141744e-06,43,151,0,3.511627906976744,10,6.208982085809112e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-136.cnf,12.5833,150,545,True,7.041991921141744e-06,43,151,0,3.511627906976744,30,5.8340083342045546e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-136.cnf,12.5833,150,545,True,7.041991921141744e-06,43,151,0,3.511627906976744,100,5.832989700138569e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-136.cnf,12.5833,150,545,True,7.041991921141744e-06,43,151,0,3.511627906976744,300,5.54099096916616e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-136.cnf,12.5833,150,545,True,7.041991921141744e-06,43,151,0,3.511627906976744,1000,5.458976374939084e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-137.cnf,8.8696,150,545,True,7.374997949227691e-06,40,151,0,3.775,10,6.165995728224516e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-137.cnf,8.8696,150,545,True,7.374997949227691e-06,40,151,0,3.775,30,5.91602292843163e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-137.cnf,8.8696,150,545,True,7.374997949227691e-06,40,151,0,3.775,100,5.833018803969026e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-137.cnf,8.8696,150,545,True,7.374997949227691e-06,40,151,0,3.775,300,5.709007382392883e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-137.cnf,8.8696,150,545,True,7.374997949227691e-06,40,151,0,3.775,1000,5.54099096916616e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-138.cnf,11.75,150,545,True,6.832997314631939e-06,38,151,0,3.973684210526316,10,6.33401214145124e-06,38,151,0,3.973684210526316,True,5.0106352940962555,0.0
flat50-115,flat50-138.cnf,11.75,150,545,True,6.832997314631939e-06,38,151,0,3.973684210526316,30,5.91602292843163e-06,38,151,0,3.973684210526316,True,5.0106352940962555,0.0
flat50-115,flat50-138.cnf,11.75,150,545,True,6.832997314631939e-06,38,151,0,3.973684210526316,100,5.750014679506421e-06,38,151,0,3.973684210526316,True,5.0106352940962555,0.0
flat50-115,flat50-138.cnf,11.75,150,545,True,6.832997314631939e-06,38,151,0,3.973684210526316,300,5.707988748326898e-06,38,151,0,3.973684210526316,True,5.0106352940962555,0.0
flat50-115,flat50-138.cnf,11.75,150,545,True,6.832997314631939e-06,38,151,0,3.973684210526316,1000,5.499983672052622e-06,38,151,0,3.973684210526316,True,5.0106352940962555,0.0
flat50-115,flat50-139.cnf,10.5556,150,545,True,7.041002390906215e-06,44,151,0,3.4318181818181817,10,6.250018486753106e-06,44,151,0,3.4318181818181817,True,5.0106352940962555,0.0
flat50-115,flat50-139.cnf,10.5556,150,545,True,7.041002390906215e-06,44,151,0,3.4318181818181817,30,5.95799065195024e-06,44,151,0,3.4318181818181817,True,5.0106352940962555,0.0
flat50-115,flat50-139.cnf,10.5556,150,545,True,7.041002390906215e-06,44,151,0,3.4318181818181817,100,5.833018803969026e-06,44,151,0,3.4318181818181817,True,5.0106352940962555,0.0
flat50-115,flat50-139.cnf,10.5556,150,545,True,7.041002390906215e-06,44,151,0,3.4318181818181817,300,5.8340083342045546e-06,44,151,0,3.4318181818181817,True,5.0106352940962555,0.0
flat50-115,flat50-139.cnf,10.5556,150,545,True,7.041002390906215e-06,44,151,0,3.4318181818181817,1000,5.6670105550438166e-06,44,151,0,3.4318181818181817,True,5.0106352940962555,0.0
flat50-115,flat50-14.cnf,13.6667,150,545,True,6.917020073160529e-06,43,151,0,3.511627906976744,10,6.250018486753106e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-14.cnf,13.6667,150,545,True,6.917020073160529e-06,43,151,0,3.511627906976744,30,5.749985575675964e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-14.cnf,13.6667,150,545,True,6.917020073160529e-06,43,151,0,3.511627906976744,100,5.708017852157354e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-14.cnf,13.6667,150,545,True,6.917020073160529e-06,43,151,0,3.511627906976744,300,5.583977326750755e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-14.cnf,13.6667,150,545,True,6.917020073160529e-06,43,151,0,3.511627906976744,1000,5.542009603232145e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-140.cnf,15.5439,150,545,True,6.958987796679139e-06,41,151,0,3.682926829268293,10,6.374990334734321e-06,41,151,0,3.682926829268293,True,5.0106352940962555,0.0
flat50-115,flat50-140.cnf,15.5439,150,545,True,6.958987796679139e-06,41,151,0,3.682926829268293,30,5.917012458667159e-06,41,151,0,3.682926829268293,True,5.0106352940962555,0.0
flat50-115,flat50-140.cnf,15.5439,150,545,True,6.958987796679139e-06,41,151,0,3.682926829268293,100,5.792011506855488e-06,41,151,0,3.682926829268293,True,5.0106352940962555,0.0
flat50-115,flat50-140.cnf,15.5439,150,545,True,6.958987796679139e-06,41,151,0,3.682926829268293,300,5.750014679506421e-06,41,151,0,3.682926829268293,True,5.0106352940962555,0.0
flat50-115,flat50-140.cnf,15.5439,150,545,True,6.958987796679139e-06,41,151,0,3.682926829268293,1000,5.582987796515226e-06,41,151,0,3.682926829268293,True,5.0106352940962555,0.0
flat50-115,flat50-141.cnf,17.0833,150,545,True,7.124996045604348e-06,44,151,0,3.4318181818181817,10,6.124988431110978e-06,44,151,0,3.4318181818181817,True,5.0106352940962555,0.0
flat50-115,flat50-141.cnf,17.0833,150,545,True,7.124996045604348e-06,44,151,0,3.4318181818181817,30,5.832989700138569e-06,44,151,0,3.4318181818181817,True,5.0106352940962555,0.0
flat50-115,flat50-141.cnf,17.0833,150,545,True,7.124996045604348e-06,44,151,0,3.4318181818181817,100,5.707988748326898e-06,44,151,0,3.4318181818181817,True,5.0106352940962555,0.0
flat50-115,flat50-141.cnf,17.0833,150,545,True,7.124996045604348e-06,44,151,0,3.4318181818181817,300,5.7089782785624266e-06,44,151,0,3.4318181818181817,True,5.0106352940962555,0.0
flat50-115,flat50-141.cnf,17.0833,150,545,True,7.124996045604348e-06,44,151,0,3.4318181818181817,1000,5.542009603232145e-06,44,151,0,3.4318181818181817,True,5.0106352940962555,0.0
flat50-115,flat50-142.cnf,20.1923,150,545,True,6.999995093792677e-06,39,151,0,3.871794871794872,10,6.166985258460045e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-142.cnf,20.1923,150,545,True,6.999995093792677e-06,39,151,0,3.871794871794872,30,5.917012458667159e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-142.cnf,20.1923,150,545,True,6.999995093792677e-06,39,151,0,3.871794871794872,100,5.707988748326898e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-142.cnf,20.1923,150,545,True,6.999995093792677e-06,39,151,0,3.871794871794872,300,5.666021024808288e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-142.cnf,20.1923,150,545,True,6.999995093792677e-06,39,151,0,3.871794871794872,1000,5.542009603232145e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-143.cnf,17.4286,150,545,True,6.791000487282872e-06,40,151,0,3.775,10,6.041984306648374e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-143.cnf,17.4286,150,545,True,6.791000487282872e-06,40,151,0,3.775,30,5.6670105550438166e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-143.cnf,17.4286,150,545,True,6.791000487282872e-06,40,151,0,3.775,100,5.62501372769475e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-143.cnf,17.4286,150,545,True,6.791000487282872e-06,40,151,0,3.775,300,5.542009603232145e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-143.cnf,17.4286,150,545,True,6.791000487282872e-06,40,151,0,3.775,1000,5.5000127758830786e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-144.cnf,13.5909,150,545,True,7.166992872953415e-06,40,151,0,3.775,10,7.624999852851033e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-144.cnf,13.5909,150,545,True,7.166992872953415e-06,40,151,0,3.775,30,6.04201341047883e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-144.cnf,13.5909,150,545,True,7.166992872953415e-06,40,151,0,3.775,100,5.875015631318092e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-144.cnf,13.5909,150,545,True,7.166992872953415e-06,40,151,0,3.775,300,5.750014679506421e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-144.cnf,13.5909,150,545,True,7.166992872953415e-06,40,151,0,3.775,1000,5.791982403025031e-06,40,151,0,3.775,True,5.0106352940962555,0.0
flat50-115,flat50-145.cnf,12.7826,150,545,True,7.541995728388429e-06,45,151,0,3.3555555555555556,10,6.499991286545992e-06,45,151,0,3.3555555555555556,True,5.0106352940962555,0.0
flat50-115,flat50-145.cnf,12.7826,150,545,True,7.541995728388429e-06,45,151,0,3.3555555555555556,30,5.91602292843163e-06,45,151,0,3.3555555555555556,True,5.0106352940962555,0.0
flat50-115,flat50-145.cnf,12.7826,150,545,True,7.541995728388429e-06,45,151,0,3.3555555555555556,100,5.8340083342045546e-06,45,151,0,3.3555555555555556,True,5.0106352940962555,0.0
flat50-115,flat50-145.cnf,12.7826,150,545,True,7.541995728388429e-06,45,151,0,3.3555555555555556,300,5.249981768429279e-06,45,151,0,3.3555555555555556,True,5.0106352940962555,0.0
flat50-115,flat50-145.cnf,12.7826,150,545,True,7.541995728388429e-06,45,151,0,3.3555555555555556,1000,5.207984941080213e-06,45,151,0,3.3555555555555556,True,5.0106352940962555,0.0
flat50-115,flat50-146.cnf,6.6316,150,545,True,6.999995093792677e-06,42,151,0,3.5952380952380953,10,6.040994776412845e-06,42,151,0,3.5952380952380953,True,5.0106352940962555,0.0
flat50-115,flat50-146.cnf,6.6316,150,545,True,6.999995093792677e-06,42,151,0,3.5952380952380953,30,5.541020072996616e-06,42,151,0,3.5952380952380953,True,5.0106352940962555,0.0
flat50-115,flat50-146.cnf,6.6316,150,545,True,6.999995093792677e-06,42,151,0,3.5952380952380953,100,5.5000127758830786e-06,42,151,0,3.5952380952380953,True,5.0106352940962555,0.0
flat50-115,flat50-146.cnf,6.6316,150,545,True,6.999995093792677e-06,42,151,0,3.5952380952380953,300,5.66698145121336e-06,42,151,0,3.5952380952380953,True,5.0106352940962555,0.0
flat50-115,flat50-146.cnf,6.6316,150,545,True,6.999995093792677e-06,42,151,0,3.5952380952380953,1000,5.666021024808288e-06,42,151,0,3.5952380952380953,True,5.0106352940962555,0.0
flat50-115,flat50-147.cnf,4.5882,150,545,True,7.584021659567952e-06,43,151,0,3.511627906976744,10,6.583984941244125e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-147.cnf,4.5882,150,545,True,7.584021659567952e-06,43,151,0,3.511627906976744,30,5.916983354836702e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-147.cnf,4.5882,150,545,True,7.584021659567952e-06,43,151,0,3.511627906976744,100,5.458976374939084e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-147.cnf,4.5882,150,545,True,7.584021659567952e-06,43,151,0,3.511627906976744,300,5.292007699608803e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-147.cnf,4.5882,150,545,True,7.584021659567952e-06,43,151,0,3.511627906976744,1000,5.250010872259736e-06,43,151,0,3.511627906976744,True,5.0106352940962555,0.0
flat50-115,flat50-148.cnf,7.75,150,545,True,6.708025466650724e-06,45,151,0,3.3555555555555556,10,5.917012458667159e-06,45,151,0,3.3555555555555556,True,5.0106352940962555,0.0
flat50-115,flat50-148.cnf,7.75,150,545,True,6.708025466650724e-06,45,151,0,3.3555555555555556,30,5.417008651420474e-06,45,151,0,3.3555555555555556,True,5.0106352940962555,0.0
flat50-115,flat50-148.cnf,7.75,150,545,True,6.708025466650724e-06,45,151,0,3.3555555555555556,100,5.332985892891884e-06,45,151,0,3.3555555555555556,True,5.0106352940962555,0.0
flat50-115,flat50-148.cnf,7.75,150,545,True,6.708025466650724e-06,45,151,0,3.3555555555555556,300,5.375011824071407e-06,45,151,0,3.3555555555555556,True,5.0106352940962555,0.0
flat50-115,flat50-148.cnf,7.75,150,545,True,6.708025466650724e-06,45,151,0,3.3555555555555556,1000,5.1670067477971315e-06,45,151,0,3.3555555555555556,True,5.0106352940962555,0.0
flat50-115,flat50-149.cnf,15.7368,150,545,True,6.95799826644361e-06,47,151,0,3.2127659574468086,10,6.207992555573583e-06,47,151,0,3.2127659574468086,True,5.0106352940962555,0.0
flat50-115,flat50-149.cnf,15.7368,150,545,True,6.95799826644361e-06,47,151,0,3.2127659574468086,30,5.583016900345683e-06,47,151,0,3.2127659574468086,True,5.0106352940962555,0.0
flat50-115,flat50-149.cnf,15.7368,150,545,True,6.95799826644361e-06,47,151,0,3.2127659574468086,100,5.499983672052622e-06,47,151,0,3.2127659574468086,True,5.0106352940962555,0.0
flat50-115,flat50-149.cnf,15.7368,150,545,True,6.95799826644361e-06,47,151,0,3.2127659574468086,300,5.333014996722341e-06,47,151,0,3.2127659574468086,True,5.0106352940962555,0.0
flat50-115,flat50-149.cnf,15.7368,150,545,True,6.95799826644361e-06,47,151,0,3.2127659574468086,1000,5.250010872259736e-06,47,151,0,3.2127659574468086,True,5.0106352940962555,0.0
flat50-115,flat50-15.cnf,8.3,150,545,True,7.791008101776242e-06,39,151,0,3.871794871794872,10,6.708025466650724e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-15.cnf,8.3,150,545,True,7.791008101776242e-06,39,151,0,3.871794871794872,30,6.249989382922649e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-15.cnf,8.3,150,545,True,7.791008101776242e-06,39,151,0,3.871794871794872,100,5.958019755780697e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-15.cnf,8.3,150,545,True,7.791008101776242e-06,39,151,0,3.871794871794872,300,5.916983354836702e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-15.cnf,8.3,150,545,True,7.791008101776242e-06,39,151,0,3.871794871794872,1000,5.374982720240951e-06,39,151,0,3.871794871794872,True,5.0106352940962555,0.0
flat50-115,flat50-150.cnf,6.35,150,545,True,6.999995093792677e-06,42,151,0,3.5952380952380953,10,6.749993190169334e-06,42,151,0,3.5952380952380953,True,5.0106352940962555,0.0
flat50-115,flat50-150.cnf,6.35,150,545,True,6.999995093792677e-06,42,151,0,3.5952380952380953,30,6.249989382922649e-06,42,151,0,3.5952380952380953,True,5.0106352940962555,0.0
flat50-115,flat50-150.cnf,6.35,150,545,True,6.999995093792677e-06,42,151,0,3.5952380952380953,100,6.124988431110978e-06,42,151,0,3.5952380952380953,True,5.0106352940962555,0.0
flat50-115,flat50-150.cnf,6.35,150,545,True,6.999995093792677e-06,42,151,0,3.5952380952380953,300,5.959009286016226e-06,42,151,0,3.5952380952380953,True,5.0106352940962555,0.0
flat50-115,flat50-150.cnf,6.35,150,545,True,6.999995093792677e-06,42,151,0,3.5952380952380953,1000,5.290989065542817e-06,42,151,0,3.5952380952380953,True,5.0106352940962555,0.0
flat50-115,flat50-151.cnf,5.8571,150,545,True,6.624992238357663e-06,41,151,0,3.682926829268293,10,5.959009286016226e-06,41,151,0,3.682926829268293,True,5.0106352940962555,0.0
flat50-115,flat50-151.cnf,5.8571,150,545,True,6.624992238357663e-06,41,151,0,3.682926829268293,30,5.583016900345683e-06,41,151,0,3.682926829268293,True,5.0106352940962555,0.0
flat50-115,flat50-151.cnf,5.8571,150,545,True,6.624992238357663e-06,41,151,0,3.682926829268293,100,5.499983672052622e-06,41,151,0,3.682926829268293,True,5.0106352940962555,0.0
flat50-115,flat50-151.cnf,5.8571,150,545,True,6.624992238357663e-06,41,151,0,3.682926829268293,300,5.416979547590017e-06,41,151,0,3.682926829268293,True,5.0106352940962555,0.0
flat50-115,flat50-151.cnf,5.8571,150,545,True,6.624992238357663e-06,41,151,0,3.682926829268293,1000,5.1670067477971315e-06,41,151,0,3.682926829268293,True,5.0106352940962555,0.0
uf100-430,uf100-01.cnf,19.1297,100,430,True,0.00023962502018548548,158,2979,128,18.854430379746834,10,2.845900598913431e-05,17,266,11,15.647058823529411,False,4.605170185988092,0.17011235511324363
uf100-430,uf100-01.cnf,19.1297,100,430,True,0.00023962502018548548,158,2979,128,18.854430379746834,30,4.408400855027139e-05,38,636,32,16.736842105263158,False,4.605170185988092,0.11231250331266227
uf100-430,uf100-01.cnf,19.1297,100,430,True,0.00023962502018548548,158,2979,128,18.854430379746834,100,0.00012500002048909664,117,2173,100,18.572649572649574,False,4.605170185988092,0.014945071339834515
uf100-430,uf100-01.cnf,19.1297,100,430,True,0.00023962502018548548,158,2979,128,18.854430379746834,300,0.00014399999054148793,158,2979,128,18.854430379746834,True,4.605170185988092,0.0
uf100-430,uf100-01.cnf,19.1297,100,430,True,0.00023962502018548548,158,2979,128,18.854430379746834,1000,0.00011416699271649122,158,2979,128,18.854430379746834,True,4.605170185988092,0.0
uf100-430,uf100-010.cnf,17.5825,100,430,True,0.00042058300459757447,307,5332,216,17.368078175895764,10,2.95409990940243e-05,20,270,10,13.5,False,4.605170185988092,0.22271192798199543
uf100-430,uf100-010.cnf,17.5825,100,430,True,0.00042058300459757447,307,5332,216,17.368078175895764,30,4.3750012991949916e-05,44,614,31,13.954545454545455,False,4.605170185988092,0.19654061242583365
uf100-430,uf100-010.cnf,17.5825,100,430,True,0.00042058300459757447,307,5332,216,17.368078175895764,100,0.00014154199743643403,131,2271,101,17.33587786259542,False,4.605170185988092,0.001853994032859235
uf100-430,uf100-010.cnf,17.5825,100,430,True,0.00042058300459757447,307,5332,216,17.368078175895764,300,0.00035012501757591963,307,5332,216,17.368078175895764,True,4.605170185988092,0.0
uf100-430,uf100-010.cnf,17.5825,100,430,True,0.00042058300459757447,307,5332,216,17.368078175895764,1000,0.0003343750140629709,307,5332,216,17.368078175895764,True,4.605170185988092,0.0
uf100-430,uf100-0100.cnf,9.8049,100,430,True,5.458301166072488e-05,48,527,21,10.979166666666666,10,3.2333016861230135e-05,28,323,14,11.535714285714286,False,4.605170185988092,0.050691244239631464
uf100-430,uf100-0100.cnf,9.8049,100,430,True,5.458301166072488e-05,48,527,21,10.979166666666666,30,2.8584006940945983e-05,48,527,21,10.979166666666666,True,4.605170185988092,0.0
uf100-430,uf100-0100.cnf,9.8049,100,430,True,5.458301166072488e-05,48,527,21,10.979166666666666,100,2.28749995585531e-05,48,527,21,10.979166666666666,True,4.605170185988092,0.0
uf100-430,uf100-0100.cnf,9.8049,100,430,True,5.458301166072488e-05,48,527,21,10.979166666666666,300,2.0624982425943017e-05,48,527,21,10.979166666666666,True,4.605170185988092,0.0
uf100-430,uf100-0100.cnf,9.8049,100,430,True,5.458301166072488e-05,48,527,21,10.979166666666666,1000,1.9917002646252513e-05,48,527,21,10.979166666666666,True,4.605170185988092,0.0
uf100-430,uf100-01000.cnf,21.1642,100,430,True,0.000411542016081512,239,5073,186,21.225941422594143,10,1.9708997569978237e-05,19,178,10,9.368421052631579,False,4.605170185988092,0.5586334256694367
uf100-430,uf100-01000.cnf,21.1642,100,430,True,0.000411542016081512,239,5073,186,21.225941422594143,30,4.8667017836123705e-05,40,689,31,17.225,False,4.605170185988092,0.1884930021683422
uf100-430,uf100-01000.cnf,21.1642,100,430,True,0.000411542016081512,239,5073,186,21.225941422594143,100,0.0001437090104445815,114,2303,100,20.20175438596491,False,4.605170185988092,0.04825166602688479
uf100-430,uf100-01000.cnf,21.1642,100,430,True,0.000411542016081512,239,5073,186,21.225941422594143,300,0.00029662498855032027,239,5073,186,21.225941422594143,True,4.605170185988092,0.0
uf100-430,uf100-01000.cnf,21.1642,100,430,True,0.000411542016081512,239,5073,186,21.225941422594143,1000,0.00027049999334849417,239,5073,186,21.225941422594143,True,4.605170185988092,0.0
uf100-430,uf100-0101.cnf,18.4717,100,430,True,0.0007184169953688979,416,8452,333,20.317307692307693,10,2.8790993383154273e-05,22,300,11,13.636363636363637,False,4.605170185988092,0.3288301854321731
uf100-430,uf100-0101.cnf,18.4717,100,430,True,0.0007184169953688979,416,8452,333,20.317307692307693,30,5.0583999836817384e-05,41,756,30,18.4390243902439,False,4.605170185988092,0.09244745074048007
uf100-430,uf100-0101.cnf,18.4717,100,430,True,0.0007184169953688979,416,8452,333,20.317307692307693,100,0.00016583301476202905,119,2633,101,22.126050420168067,False,4.605170185988092,0.08902472489232316
uf100-430,uf100-0101.cnf,18.4717,100,430,True,0.0007184169953688979,416,8452,333,20.317307692307693,300,0.0005706670053768903,375,7771,305,20.722666666666665,False,4.605170185988092,0.019951411894620477
uf100-430,uf100-0101.cnf,18.4717,100,430,True,0.0007184169953688979,416,8452,333,20.317307692307693,1000,0.00063704201602377,416,8452,333,20.317307692307693,True,4.605170185988092,0.0
uf100-430,uf100-0102.cnf,18.7266,100,430,True,0.0004102500097360462,246,4711,193,19.150406504065042,10,3.399999695830047e-05,20,351,11,17.55,False,4.605170185988092,0.08357036722564216
uf100-430,uf100-0102.cnf,18.7266,100,430,True,0.0004102500097360462,246,4711,193,19.150406504065042,30,5.27920201420784e-05,41,839,30,20.463414634146343,False,4.605170185988092,0.06856293780513688
uf100-430,uf100-0102.cnf,18.7266,100,430,True,0.0004102500097360462,246,4711,193,19.150406504065042,100,0.00013795800623483956,115,2307,101,20.06086956521739,False,4.605170185988092,0.04754275377700654
uf100-430,uf100-0102.cnf,18.7266,100,430,True,0.0004102500097360462,246,4711,193,19.150406504065042,300,0.00028108301921747625,246,4711,193,19.150406504065042,True,4.605170185988092,0.0
uf100-430,uf100-0102.cnf,18.7266,100,430,True,0.0004102500097360462,246,4711,193,19.150406504065042,1000,0.00026441601221449673,246,4711,193,19.150406504065042,True,4.605170185988092,0.0
uf100-430,uf100-0103.cnf,14.8438,100,430,True,0.0001518749922979623,111,1701,71,15.324324324324325,10,2.4749984731897712e-05,26,233,10,8.961538461538462,False,4.605170185988092,0.4152082485415819
uf100-430,uf100-0103.cnf,14.8438,100,430,True,0.0001518749922979623,111,1701,71,15.324324324324325,30,4.512499435804784e-05,47,716,31,15.23404255319149,False,4.605170185988092,0.0058914030545236225
uf100-430,uf100-0103.cnf,14.8438,100,430,True,0.0001518749922979623,111,1701,71,15.324324324324325,100,9.549999958835542e-05,111,1701,71,15.324324324324325,True,4.605170185988092,0.0
uf100-430,uf100-0103.cnf,14.8438,100,430,True,0.0001518749922979623,111,1701,71,15.324324324324325,300,7.30419997125864e-05,111,1701,71,15.324324324324325,True,4.605170185988092,0.0
uf100-430,uf100-0103.cnf,14.8438,100,430,True,0.0001518749922979623,111,1701,71,15.324324324324325,1000,6.037499406374991e-05,111,1701,71,15.324324324324325,True,4.605170185988092,0.0
uf100-430,uf100-0104.cnf,18.0636,100,430,True,0.0006199170020408928,371,7176,294,19.342318059299192,10,2.870798925869167e-05,21,235,10,11.19047619047619,False,4.605170185988092,0.4214511334076552
uf100-430,uf100-0104.cnf,18.0636,100,430,True,0.0006199170020408928,371,7176,294,19.342318059299192,30,5.0875009037554264e-05,41,685,30,16.70731707317073,False,4.605170185988092,0.136229844739919
uf100-430,uf100-0104.cnf,18.0636,100,430,True,0.0006199170020408928,371,7176,294,19.342318059299192,100,0.000162499985890463,129,2387,100,18.503875968992247,False,4.605170185988092,0.04334754954067398
uf100-430,uf100-0104.cnf,18.0636,100,430,True,0.0006199170020408928,371,7176,294,19.342318059299192,300,0.0004844579962082207,371,7176,294,19.342318059299192,True,4.605170185988092,0.0
uf100-430,uf100-0104.cnf,18.0636,100,430,True,0.0006199170020408928,371,7176,294,19.342318059299192,1000,0.00043787501635961235,371,7176,294,19.342318059299192,True,4.605170185988092,0.0
uf100-430,uf100-0105.cnf,18.5957,100,430,True,0.00019904199871234596,155,2373,96,15.30967741935484,10,2.4542008759453893e-05,26,265,10,10.192307692307692,False,4.605170185988092,0.3342571882394892
uf100-430,uf100-0105.cnf,18.5957,100,430,True,0.00019904199871234596,155,2373,96,15.30967741935484,30,4.0749990148469806e-05,52,731,30,14.057692307692308,False,4.605170185988092,0.08177736717559726
uf100-430,uf100-0105.cnf,18.5957,100,430,True,0.00019904199871234596,155,2373,96,15.30967741935484,100,0.00012387498281896114,155,2373,96,15.30967741935484,True,4.605170185988092,0.0
uf100-430,uf100-0105.cnf,18.5957,100,430,True,0.00019904199871234596,155,2373,96,15.30967741935484,300,0.00010262502473779023,155,2373,96,15.30967741935484,True,4.605170185988092,0.0
