family,instance,depth,trails_reached,trails_attempted,n_trials,mean,std,cv,rho_occ_l,rho_occ_neg_l,rho_near_unit,rho_two_hop
uf100-430,uf100-0109.cnf,40,1,5,72,12.51388888888889,5.404726818950283,0.43189825856206476,0.1790403175655089,-0.05850219117323123,-0.03992868643005667,0.16837162242772138
uf100-430,uf100-011.cnf,5,5,5,942,1.064755838641189,3.890511345174536,3.653899987192834,-0.003869933292620986,0.2282374833449794,0.9831459514390151,-0.004601658025402312
uf100-430,uf100-011.cnf,10,5,5,852,5.753521126760563,11.598869400544283,2.01596016508848,0.0076863553759610615,0.23041620216482334,0.9210582994464882,0.009285881005197828
uf100-430,uf100-011.cnf,20,5,5,620,14.07741935483871,9.76511577298095,0.6936722936810482,-0.005350076291373723,0.18201295957554717,0.40384261389252973,-0.0031596207775670525
uf100-430,uf100-011.cnf,40,2,5,178,15.213483146067416,7.362252035266638,0.483929417384587,0.07939621446914176,-0.06539560264025816,-0.1361526349234818,0.06942853018544341
uf100-430,uf100-0110.cnf,5,5,5,944,0.4819915254237288,1.1892474499770898,2.46736174237005,-0.022597049631630572,0.1647235667020443,0.9936064416454224,-0.024364508284144704
uf100-430,uf100-0110.cnf,10,5,5,830,6.696385542168675,11.416740568438465,1.7049108801374462,0.0007924654240008292,0.2778051940879395,0.8837867095448367,-0.0029362905251340003
uf100-430,uf100-0110.cnf,20,5,5,618,13.504854368932039,11.596154663384613,0.8586656580363876,0.04361072998455268,0.2556182481929197,0.536920244044211,0.039091504147618084
uf100-430,uf100-0110.cnf,40,1,5,102,14.441176470588236,6.524248038172623,0.4517809232135829,-0.05135672775708401,-0.13035785259041657,-0.2367076075770701,-0.039743043490542675
uf100-430,uf100-0111.cnf,5,5,5,938,1.349680170575693,4.990632089117975,3.6976405210052614,-0.021164623276255873,0.2533224179026475,0.9799693780625559,-0.025197143858646152
uf100-430,uf100-0111.cnf,10,5,5,864,4.9780092592592595,10.592339772178612,2.1278264503981212,-0.004468074999196613,0.26123106538549656,0.9228690862468821,-0.014517985534542479
uf100-430,uf100-0111.cnf,20,5,5,624,14.253205128205128,12.064832461623176,0.8464645217059661,0.026033590459721038,0.23633054958048158,0.4937052125656813,0.02755750599645092
uf100-430,uf100-0112.cnf,5,5,5,942,0.6178343949044586,1.7127453653943185,2.7721754883186396,-0.052445260689758924,0.1952451684723374,0.9893215698625402,-0.041570178162284296
uf100-430,uf100-0112.cnf,10,5,5,838,6.37708830548926,11.719279222307106,1.8377163151746547,0.010782020883763942,0.3090724131261,0.9052095377097406,0.008860807214399512
uf100-430,uf100-0112.cnf,20,5,5,650,14.150769230769232,13.177537537616521,0.9312241138780972,-0.007257472331426598,0.2620204295656338,0.6262993738865898,-0.0036439996048547633
uf100-430,uf100-0112.cnf,40,2,5,174,13.298850574712644,6.342106180908119,0.4768913031452086,0.03185867522526952,-0.05334186041349699,-0.02343460521684314,0.022765597672481257
uf100-430,uf100-0113.cnf,5,5,5,950,0.5357894736842105,1.756602225372021,3.2785306760381534,0.046965212934044744,0.2531165931792927,0.9892624381569443,0.04619736744966274
uf100-430,uf100-0113.cnf,10,5,5,802,8.783042394014963,12.85248337130554,1.4633293105887342,-0.063435287298554,0.29819671879585624,0.8497909206884547,-0.06613720295249505
uf100-430,uf100-0113.cnf,20,5,5,660,13.901515151515152,11.870482032318128,0.8538984350223394,0.039213899200951675,0.24536517210918307,0.6044150014088173,0.038006814488794644
uf100-430,uf100-0113.cnf,40,1,5,82,15.536585365853659,7.715936885659892,0.4966301606154718,-0.1580857640491689,-0.34255300599758104,-0.1821589681666752,-0.16271388849104715
uf100-430,uf100-0114.cnf,5,5,5,928,1.709051724137931,5.743853143839176,3.3608421926120777,0.023143764547024274,0.18410366422464694,0.9794348916575298,0.029406537457918616
uf100-430,uf100-0114.cnf,10,5,5,834,6.235011990407674,11.862150286673474,1.9025064113626302,-0.030425376044044532,0.24641915659609157,0.9114938625272722,-0.024692189047886975
uf100-430,uf100-0114.cnf,20,5,5,616,13.631493506493506,10.283094424177143,0.7543630064657759,0.023697026249294997,0.2003190507659243,0.3930327535252766,0.033633248378530385
uf100-430,uf100-0115.cnf,5,5,5,936,1.375,4.809679967562741,3.4979490673183573,-0.03435787061859789,0.2650736467410983,0.9774122619790107,-0.042206586843185644
uf100-430,uf100-0115.cnf,10,5,5,822,7.518248175182482,13.031547324581387,1.7333223140462621,0.010572417275423972,0.2242051705080764,0.8977396119127721,0.01418903765861813
uf100-430,uf100-0115.cnf,20,5,5,624,14.524038461538462,10.885338440969186,0.7494705050385934,0.00039112776224904623,0.18477783515063412,0.39530831575545206,-0.0013709065588311962
uf100-430,uf100-0115.cnf,40,1,5,82,10.25609756097561,5.715067750934523,0.5572360946214399,-0.00336640691305637,0.08038605050980759,0.06768838604794981,-0.004109963465287693
