instance,family,status,result,variables,clauses,decisions,propagations,conflicts,restarts,props_per_decision,cpu_time,B_req@on-chip (1 us),B_req@PCIe-class (10 us),B_req@tuned-link (50 us),B_req@ECP5 UDP (200 us)
uf20-0848.cnf,uf20-91,ok,SAT,20,91,13,103,10,1,7.9231,0.000917,1.2621322462167586,12.621322462167589,63.10661231083793,252.42644924335173
uf20-0849.cnf,uf20-91,ok,SAT,20,91,11,96,9,1,8.7273,0.00095,1.1458297526153565,11.458297526153567,57.291487630767826,229.1659505230713
uf20-085.cnf,uf20-91,ok,SAT,20,91,15,101,10,1,6.7333,0.000912,1.485155867108253,14.851558671082532,74.25779335541266,297.03117342165064
uf20-0850.cnf,uf20-91,ok,SAT,20,91,9,53,5,1,5.8889,0.000963,1.698110003566031,16.981100035660315,84.90550017830155,339.6220007132062
uf20-0851.cnf,uf20-91,ok,SAT,20,91,7,20,0,1,2.8571,0.000921,3.500052500787512,35.000525007875126,175.0026250393756,700.0105001575024
uf20-0852.cnf,uf20-91,ok,SAT,20,91,16,81,7,1,5.0625,0.000929,1.9753086419753085,19.75308641975309,98.76543209876543,395.0617283950617
uf20-0853.cnf,uf20-91,ok,SAT,20,91,25,141,21,1,5.64,0.000947,1.773049645390071,17.730496453900713,88.65248226950355,354.6099290780142
uf20-0854.cnf,uf20-91,ok,SAT,20,91,5,19,0,1,3.8,0.000951,2.6315789473684212,26.315789473684216,131.57894736842107,526.3157894736843
uf20-0855.cnf,uf20-91,ok,SAT,20,91,5,29,1,1,5.8,0.000909,1.7241379310344829,17.24137931034483,86.20689655172414,344.82758620689657
uf20-0856.cnf,uf20-91,ok,SAT,20,91,12,18,0,1,1.5,0.000956,6.666666666666667,66.66666666666667,333.3333333333333,1333.3333333333333
uf20-0857.cnf,uf20-91,ok,SAT,20,91,11,25,1,1,2.2727,0.000927,4.400052800633608,44.00052800633608,220.0026400316804,880.0105601267215
uf20-0858.cnf,uf20-91,ok,SAT,20,91,5,37,3,1,7.4,0.000943,1.3513513513513513,13.513513513513514,67.56756756756756,270.27027027027026
uf20-0859.cnf,uf20-91,ok,SAT,20,91,12,73,5,1,6.0833,0.000897,1.6438446238061577,16.43844623806158,82.1922311903079,328.7689247612316
uf20-086.cnf,uf20-91,ok,SAT,20,91,6,20,0,1,3.3333,0.000897,3.000030000300003,30.000300003000035,150.00150001500015,600.0060000600006
uf20-0860.cnf,uf20-91,ok,SAT,20,91,11,43,3,1,3.9091,0.000937,2.558133585735847,25.581335857358475,127.90667928679235,511.6267171471694
uf20-0861.cnf,uf20-91,ok,SAT,20,91,9,21,1,1,2.3333,0.00092,4.28577551107873,42.8577551107873,214.2887755539365,857.155102215746
uf20-0862.cnf,uf20-91,ok,SAT,20,91,11,56,7,1,5.0909,0.000908,1.964289221945039,19.642892219450392,98.21446109725196,392.8578443890078
uf20-0863.cnf,uf20-91,ok,SAT,20,91,7,20,0,1,2.8571,0.000904,3.500052500787512,35.000525007875126,175.0026250393756,700.0105001575024
uf20-0864.cnf,uf20-91,ok,SAT,20,91,13,63,6,1,4.8462,0.000984,2.0634724113738603,20.634724113738603,103.17362056869301,412.69448227477204
uf20-0865.cnf,uf20-91,ok,SAT,20,91,15,75,10,1,5.0,0.00095,2.0,20.000000000000004,100.0,400.0
uf20-0866.cnf,uf20-91,ok,SAT,20,91,10,52,3,1,5.2,0.000916,1.923076923076923,19.230769230769234,96.15384615384615,384.6153846153846
uf20-0867.cnf,uf20-91,ok,SAT,20,91,3,26,1,1,8.6667,0.000947,1.1538417159934,11.538417159934001,57.69208579967,230.76834319868
uf20-0868.cnf,uf20-91,ok,SAT,20,91,12,31,1,1,2.5833,0.000888,3.871017690550846,38.71017690550846,193.5508845275423,774.2035381101692
uf20-0869.cnf,uf20-91,ok,SAT,20,91,5,20,0,1,4.0,0.000957,2.5,25.000000000000004,125.0,500.0
uf20-087.cnf,uf20-91,ok,SAT,20,91,8,37,3,1,4.625,0.000939,2.1621621621621623,21.621621621621625,108.10810810810811,432.43243243243245
uf20-0870.cnf,uf20-91,ok,SAT,20,91,13,84,8,1,6.4615,0.000953,1.547628259692022,15.476282596920221,77.3814129846011,309.5256519384044
uf20-0871.cnf,uf20-91,ok,SAT,20,91,15,64,6,1,4.2667,0.000961,2.343731689596175,23.437316895961754,117.18658447980874,468.746337919235
uf20-0872.cnf,uf20-91,ok,SAT,20,91,8,24,1,1,3.0,0.000952,3.3333333333333335,33.333333333333336,166.66666666666666,666.6666666666666
uf20-0873.cnf,uf20-91,ok,SAT,20,91,10,78,7,1,7.8,0.000962,1.2820512820512822,12.820512820512823,64.1025641025641,256.4102564102564
uf20-0874.cnf,uf20-91,ok,SAT,20,91,13,44,4,1,3.3846,0.000912,2.9545588843585655,29.54558884358566,147.72794421792827,590.9117768717131
uf20-0875.cnf,uf20-91,ok,SAT,20,91,6,18,0,1,3.0,0.000942,3.3333333333333335,33.333333333333336,166.66666666666666,666.6666666666666
uf20-0876.cnf,uf20-91,ok,SAT,20,91,8,55,4,1,6.875,0.000983,1.4545454545454546,14.545454545454547,72.72727272727273,290.90909090909093
uf20-0877.cnf,uf20-91,ok,SAT,20,91,12,96,8,1,8.0,0.000961,1.25,12.500000000000002,62.5,250.0
uf20-0878.cnf,uf20-91,ok,SAT,20,91,11,34,3,1,3.0909,0.000942,3.23530363324598,32.35303633245981,161.765181662299,647.060726649196
uf20-0879.cnf,uf20-91,ok,SAT,20,91,8,50,4,1,6.25,0.000898,1.6,16.000000000000004,80.0,320.0
uf20-088.cnf,uf20-91,ok,SAT,20,91,19,86,9,1,4.5263,0.000938,2.2093100324768575,22.093100324768578,110.46550162384287,441.8620064953715
uf20-0880.cnf,uf20-91,ok,SAT,20,91,6,20,0,1,3.3333,0.000932,3.000030000300003,30.000300003000035,150.00150001500015,600.0060000600006
uf20-0881.cnf,uf20-91,ok,SAT,20,91,19,93,12,1,4.8947,0.000965,2.0430261303042063,20.43026130304207,102.15130651521032,408.6052260608413
uf20-0882.cnf,uf20-91,ok,SAT,20,91,8,36,2,1,4.5,0.000895,2.2222222222222223,22.222222222222225,111.11111111111111,444.44444444444446
uf20-0883.cnf,uf20-91,ok,SAT,20,91,5,20,0,1,4.0,0.000937,2.5,25.000000000000004,125.0,500.0
uf20-0884.cnf,uf20-91,ok,SAT,20,91,13,59,6,1,4.5385,0.000922,2.2033711578715436,22.033711578715437,110.16855789357717,440.6742315743087
uf20-0885.cnf,uf20-91,ok,SAT,20,91,7,26,2,1,3.7143,0.0009,2.692297337317933,26.922973373179335,134.61486686589666,538.4594674635866
uf20-0886.cnf,uf20-91,ok,SAT,20,91,15,94,10,1,6.2667,0.000925,1.595736192892591,15.957361928925911,79.78680964462954,319.14723857851817
uf20-0887.cnf,uf20-91,ok,SAT,20,91,8,51,5,1,6.375,0.000957,1.5686274509803921,15.686274509803924,78.43137254901961,313.72549019607845
uf20-0888.cnf,uf20-91,ok,SAT,20,91,19,92,13,1,4.8421,0.000966,2.0652196361083,20.652196361083003,103.260981805415,413.04392722166
uf20-0889.cnf,uf20-91,ok,SAT,20,91,11,43,3,1,3.9091,0.000943,2.558133585735847,25.581335857358475,127.90667928679235,511.6267171471694
uf20-089.cnf,uf20-91,ok,SAT,20,91,15,68,8,1,4.5333,0.000964,2.2058985727836236,22.058985727836237,110.29492863918118,441.1797145567247
uf20-0890.cnf,uf20-91,ok,SAT,20,91,15,92,8,1,6.1333,0.000921,1.630443643715455,16.30443643715455,81.52218218577275,326.088728743091
uf20-0891.cnf,uf20-91,ok,SAT,20,91,7,19,0,1,2.7143,0.000952,3.684191135836127,36.84191135836127,184.20955679180634,736.8382271672253
uf20-0892.cnf,uf20-91,ok,SAT,20,91,12,35,1,1,2.9167,0.000916,3.4285322453457674,34.28532245345768,171.42661226728836,685.7064490691535
uf20-0893.cnf,uf20-91,ok,SAT,20,91,10,58,7,1,5.8,0.000953,1.7241379310344829,17.24137931034483,86.20689655172414,344.82758620689657
uf20-0894.cnf,uf20-91,ok,SAT,20,91,20,123,16,1,6.15,0.000907,1.6260162601626016,16.260162601626018,81.30081300813008,325.2032520325203
uf20-0895.cnf,uf20-91,ok,SAT,20,91,6,39,2,1,6.5,0.000942,1.5384615384615385,15.384615384615387,76.92307692307692,307.6923076923077
uf20-0896.cnf,uf20-91,ok,SAT,20,91,7,20,0,1,2.8571,0.00094,3.500052500787512,35.000525007875126,175.0026250393756,700.0105001575024
uf20-0897.cnf,uf20-91,ok,SAT,20,91,6,27,1,1,4.5,0.000921,2.2222222222222223,22.222222222222225,111.11111111111111,444.44444444444446
uf20-0898.cnf,uf20-91,ok,SAT,20,91,6,19,0,1,3.1667,0.000954,3.157861496194777,31.57861496194777,157.89307480973883,631.5722992389553
uf20-0899.cnf,uf20-91,ok,SAT,20,91,22,96,12,1,4.3636,0.0009,2.291685764048034,22.91685764048034,114.5842882024017,458.3371528096068
uf20-09.cnf,uf20-91,ok,SAT,20,91,8,26,2,1,3.25,0.000881,3.076923076923077,30.769230769230774,153.84615384615384,615.3846153846154
uf20-090.cnf,uf20-91,ok,SAT,20,91,3,18,0,1,6.0,0.000961,1.6666666666666667,16.666666666666668,83.33333333333333,333.3333333333333
uf20-0900.cnf,uf20-91,ok,SAT,20,91,8,25,1,1,3.125,0.000935,3.2,32.00000000000001,160.0,640.0
uf20-0901.cnf,uf20-91,ok,SAT,20,91,15,71,8,1,4.7333,0.000911,2.1126909344432003,21.126909344432008,105.63454672216002,422.5381868886401
uf20-0902.cnf,uf20-91,ok,SAT,20,91,10,32,2,1,3.2,0.000914,3.125,31.250000000000004,156.25,625.0
uf20-0903.cnf,uf20-91,ok,SAT,20,91,12,44,5,1,3.6667,0.000962,2.72724793410969,27.272479341096904,136.36239670548449,545.4495868219379
uf20-0904.cnf,uf20-91,ok,SAT,20,91,10,64,5,1,6.4,0.000965,1.5625,15.625000000000002,78.125,312.5
uf20-0905.cnf,uf20-91,ok,SAT,20,91,16,65,6,1,4.0625,0.000936,2.4615384615384617,24.61538461538462,123.07692307692308,492.3076923076923
uf20-0906.cnf,uf20-91,ok,SAT,20,91,10,48,5,1,4.8,0.00095,2.0833333333333335,20.833333333333336,104.16666666666667,416.6666666666667
uf20-0907.cnf,uf20-91,ok,SAT,20,91,11,44,4,1,4.0,0.000913,2.5,25.000000000000004,125.0,500.0
uf20-0908.cnf,uf20-91,ok,SAT,20,91,9,47,4,1,5.2222,0.000956,1.9149017655394278,19.14901765539428,95.74508827697139,382.98035310788555
uf20-0909.cnf,uf20-91,ok,SAT,20,91,21,116,13,1,5.5238,0.000924,1.810347948875774,18.103479488757742,90.51739744378871,362.06958977515484
uf20-091.cnf,uf20-91,ok,SAT,20,91,7,40,3,1,5.7143,0.000939,1.7499956250109376,17.499956250109378,87.49978125054687,349.9991250021875
uf20-0910.cnf,uf20-91,ok,SAT,20,91,7,20,0,1,2.8571,0.000939,3.500052500787512,35.000525007875126,175.0026250393756,700.0105001575024
uf20-0911.cnf,uf20-91,ok,SAT,20,91,7,21,1,1,3.0,0.000896,3.3333333333333335,33.333333333333336,166.66666666666666,666.6666666666666
uf20-0912.cnf,uf20-91,ok,SAT,20,91,11,50,5,1,4.5455,0.000964,2.199978000219998,21.999780002199984,109.9989000109999,439.9956000439996
uf20-0913.cnf,uf20-91,ok,SAT,20,91,11,95,8,1,8.6364,0.000904,1.1578898615163726,11.578898615163727,57.89449307581863,231.57797230327452
uf20-0914.cnf,uf20-91,ok,SAT,20,91,10,63,7,1,6.3,0.000945,1.5873015873015874,15.873015873015875,79.36507936507937,317.46031746031747
uf20-0915.cnf,uf20-91,ok,SAT,20,91,6,20,0,1,3.3333,0.000944,3.000030000300003,30.000300003000035,150.00150001500015,600.0060000600006
uf20-0916.cnf,uf20-91,ok,SAT,20,91,14,80,8,1,5.7143,0.001047,1.7499956250109376,17.499956250109378,87.49978125054687,349.9991250021875
uf20-0917.cnf,uf20-91,ok,SAT,20,91,14,59,7,1,4.2143,0.00103,2.372873312293857,23.72873312293857,118.64366561469284,474.57466245877134
uf20-0918.cnf,uf20-91,ok,SAT,20,91,9,46,4,1,5.1111,0.000914,1.9565259924478096,19.5652599244781,97.82629962239048,391.3051984895619
uf20-0919.cnf,uf20-91,ok,SAT,20,91,9,35,4,1,3.8889,0.000945,2.5714212245107873,25.714212245107873,128.57106122553935,514.2842449021574
uf20-092.cnf,uf20-91,ok,SAT,20,91,10,50,4,1,5.0,0.000958,2.0,20.000000000000004,100.0,400.0
uf20-0920.cnf,uf20-91,ok,SAT,20,91,8,32,3,1,4.0,0.000992,2.5,25.000000000000004,125.0,500.0
uf20-0921.cnf,uf20-91,ok,SAT,20,91,19,77,10,1,4.0526,0.000939,2.4675516952080145,24.675516952080148,123.37758476040074,493.51033904160295
uf20-0922.cnf,uf20-91,ok,SAT,20,91,8,47,4,1,5.875,0.000959,1.702127659574468,17.021276595744684,85.1063829787234,340.4255319148936
uf20-0923.cnf,uf20-91,ok,SAT,20,91,5,20,0,1,4.0,0.000933,2.5,25.000000000000004,125.0,500.0
uf20-0924.cnf,uf20-91,ok,SAT,20,91,13,92,10,1,7.0769,0.000961,1.4130480860263674,14.130480860263676,70.65240430131837,282.6096172052735
uf20-0925.cnf,uf20-91,ok,SAT,20,91,9,20,0,1,2.2222,0.000969,4.5000450004500046,45.00045000450005,225.00225002250022,900.0090000900009
uf20-0926.cnf,uf20-91,ok,SAT,20,91,8,30,3,1,3.75,0.001044,2.6666666666666665,26.66666666666667,133.33333333333334,533.3333333333334
uf20-0927.cnf,uf20-91,ok,SAT,20,91,9,34,4,1,3.7778,0.000973,2.647043252686749,26.47043252686749,132.35216263433745,529.4086505373498
uf20-0928.cnf,uf20-91,ok,SAT,20,91,6,34,3,1,5.6667,0.00096,1.764695501791166,17.64695501791166,88.2347750895583,352.9391003582332
uf20-0929.cnf,uf20-91,ok,SAT,20,91,13,80,9,1,6.1538,0.000954,1.6250121875914068,16.250121875914072,81.25060937957034,325.00243751828134
uf20-093.cnf,uf20-91,ok,SAT,20,91,7,43,2,1,6.1429,0.001005,1.6278956193328884,16.278956193328884,81.39478096664442,325.5791238665777
uf20-0930.cnf,uf20-91,ok,SAT,20,91,6,40,3,1,6.6667,0.000995,1.4999925000374998,14.999925000375,74.99962500187499,299.99850000749996
uf20-0931.cnf,uf20-91,ok,SAT,20,91,9,46,3,1,5.1111,0.00094,1.9565259924478096,19.5652599244781,97.82629962239048,391.3051984895619
uf20-0932.cnf,uf20-91,ok,SAT,20,91,14,34,3,1,2.4286,0.001003,4.117598616486865,41.175986164868654,205.87993082434326,823.519723297373
uf20-0933.cnf,uf20-91,ok,SAT,20,91,6,31,2,1,5.1667,0.000936,1.9354713840555868,19.35471384055587,96.77356920277934,387.09427681111737
uf20-0934.cnf,uf20-91,ok,SAT,20,91,7,20,0,1,2.8571,0.001014,3.500052500787512,35.000525007875126,175.0026250393756,700.0105001575024
uf20-0935.cnf,uf20-91,ok,SAT,20,91,18,94,12,1,5.2222,0.001088,1.9149017655394278,19.14901765539428,95.74508827697139,382.98035310788555
uf20-0936.cnf,uf20-91,ok,SAT,20,91,8,46,3,1,5.75,0.000981,1.7391304347826086,17.39130434782609,86.95652173913044,347.82608695652175
uf20-0937.cnf,uf20-91,ok,SAT,20,91,11,72,7,1,6.5455,0.000991,1.5277671682835536,15.277671682835539,76.38835841417769,305.55343365671075
uf20-0938.cnf,uf20-91,ok,SAT,20,91,7,44,3,1,6.2857,0.000948,1.5909127066197877,15.909127066197879,79.54563533098938,318.18254132395754
uf20-0939.cnf,uf20-91,ok,SAT,20,91,9,25,1,1,2.7778,0.001002,3.599971200230398,35.99971200230399,179.9985600115199,719.9942400460797
uf20-094.cnf,uf20-91,ok,SAT,20,91,10,61,7,1,6.1,0.001036,1.639344262295082,16.393442622950822,81.9672131147541,327.8688524590164
uf20-0940.cnf,uf20-91,ok,SAT,20,91,8,34,2,1,4.25,0.000987,2.3529411764705883,23.529411764705884,117.6470588235294,470.5882352941176
uf20-0941.cnf,uf20-91,ok,SAT,20,91,10,52,3,1,5.2,0.000984,1.923076923076923,19.230769230769234,96.15384615384615,384.6153846153846
uf20-0942.cnf,uf20-91,ok,SAT,20,91,11,57,5,1,5.1818,0.000973,1.9298313327415184,19.298313327415187,96.49156663707592,385.9662665483037
uf20-0943.cnf,uf20-91,ok,SAT,20,91,6,20,0,1,3.3333,0.000946,3.000030000300003,30.000300003000035,150.00150001500015,600.0060000600006
uf20-0944.cnf,uf20-91,ok,SAT,20,91,9,47,4,1,5.2222,0.000915,1.9149017655394278,19.14901765539428,95.74508827697139,382.98035310788555
uf20-0945.cnf,uf20-91,ok,SAT,20,91,7,39,3,1,5.5714,0.000949,1.7948809993897406,17.94880999389741,89.74404996948702,358.9761998779481
uf20-0946.cnf,uf20-91,ok,SAT,20,91,11,65,6,1,5.9091,0.001017,1.692305088761402,16.92305088761402,84.6152544380701,338.4610177522804
uf20-0947.cnf,uf20-91,ok,SAT,20,91,7,20,0,1,2.8571,0.000932,3.500052500787512,35.000525007875126,175.0026250393756,700.0105001575024
uf20-0948.cnf,uf20-91,ok,SAT,20,91,5,26,1,1,5.2,0.0009,1.923076923076923,19.230769230769234,96.15384615384615,384.6153846153846
uf20-0949.cnf,uf20-91,ok,SAT,20,91,13,80,8,1,6.1538,0.000927,1.6250121875914068,16.250121875914072,81.25060937957034,325.00243751828134
uf20-095.cnf,uf20-91,ok,SAT,20,91,9,52,5,1,5.7778,0.000947,1.7307625739901,17.307625739901003,86.538128699505,346.15251479802
uf20-0950.cnf,uf20-91,ok,SAT,20,91,12,85,9,1,7.0833,0.000972,1.4117713495122328,14.11771349512233,70.58856747561164,282.35426990244656
uf20-0951.cnf,uf20-91,ok,SAT,20,91,4,26,1,1,6.5,0.000981,1.5384615384615385,15.384615384615387,76.92307692307692,307.6923076923077
uf20-0952.cnf,uf20-91,ok,SAT,20,91,15,70,8,1,4.6667,0.000982,2.1428418368440227,21.42841836844023,107.14209184220114,428.56836736880456
uf20-0953.cnf,uf20-91,ok,SAT,20,91,20,96,11,1,4.8,0.000973,2.0833333333333335,20.833333333333336,104.16666666666667,416.6666666666667
uf20-0954.cnf,uf20-91,ok,SAT,20,91,4,26,1,1,6.5,0.000959,1.5384615384615385,15.384615384615387,76.92307692307692,307.6923076923077
uf20-0955.cnf,uf20-91,ok,SAT,20,91,11,64,7,1,5.8182,0.000897,1.7187446289230346,17.187446289230348,85.93723144615173,343.7489257846069
uf20-0956.cnf,uf20-91,ok,SAT,20,91,8,46,3,1,5.75,0.000976,1.7391304347826086,17.39130434782609,86.95652173913044,347.82608695652175
uf20-0957.cnf,uf20-91,ok,SAT,20,91,5,22,2,1,4.4,0.000998,2.2727272727272725,22.72727272727273,113.63636363636363,454.5454545454545
uf20-0958.cnf,uf20-91,ok,SAT,20,91,17,111,13,1,6.5294,0.000939,1.5315342910527767,15.31534291052777,76.57671455263883,306.30685821055533
uf20-0959.cnf,uf20-91,ok,SAT,20,91,3,27,1,1,9.0,0.00095,1.1111111111111112,11.111111111111112,55.55555555555556,222.22222222222223
uf20-096.cnf,uf20-91,ok,SAT,20,91,6,27,1,1,4.5,0.000906,2.2222222222222223,22.222222222222225,111.11111111111111,444.44444444444446
uf20-0960.cnf,uf20-91,ok,SAT,20,91,12,91,9,1,7.5833,0.00096,1.3186871151081982,13.186871151081984,65.93435575540991,263.73742302163964
uf20-0961.cnf,uf20-91,ok,SAT,20,91,10,31,2,1,3.1,0.000937,3.225806451612903,32.25806451612904,161.29032258064515,645.1612903225806
uf20-0962.cnf,uf20-91,ok,SAT,20,91,11,84,8,1,7.6364,0.000959,1.3095175737258393,13.095175737258396,65.47587868629196,261.90351474516785
uf20-0963.cnf,uf20-91,ok,SAT,20,91,12,76,6,1,6.3333,0.00095,1.5789556787140984,15.789556787140986,78.94778393570492,315.7911357428197
uf20-0964.cnf,uf20-91,ok,SAT,20,91,12,67,6,1,5.5833,0.000895,1.7910554689878744,17.910554689878747,89.55277344939373,358.2110937975749
uf20-0965.cnf,uf20-91,ok,SAT,20,91,10,58,5,1,5.8,0.000932,1.7241379310344829,17.24137931034483,86.20689655172414,344.82758620689657
uf20-0966.cnf,uf20-91,ok,SAT,20,91,9,26,1,1,2.8889,0.000891,3.4615251479802,34.615251479802005,173.07625739901,692.30502959604
uf20-0967.cnf,uf20-91,ok,SAT,20,91,14,64,7,1,4.5714,0.00096,2.18751367196045,21.8751367196045,109.37568359802249,437.50273439208996
uf20-0968.cnf,uf20-91,ok,SAT,20,91,18,69,8,1,3.8333,0.000916,2.608718336681189,26.08718336681189,130.43591683405944,521.7436673362378
uf20-0969.cnf,uf20-91,ok,SAT,20,91,10,48,4,1,4.8,0.000944,2.0833333333333335,20.833333333333336,104.16666666666667,416.6666666666667
uf20-097.cnf,uf20-91,ok,SAT,20,91,15,83,10,1,5.5333,0.00092,1.8072398026494136,18.072398026494138,90.36199013247068,361.4479605298827
uf20-0970.cnf,uf20-91,ok,SAT,20,91,11,50,5,1,4.5455,0.000965,2.199978000219998,21.999780002199984,109.9989000109999,439.9956000439996
uf20-0971.cnf,uf20-91,ok,SAT,20,91,16,112,12,1,7.0,0.000923,1.4285714285714286,14.285714285714288,71.42857142857143,285.7142857142857
uf20-0972.cnf,uf20-91,ok,SAT,20,91,13,70,10,1,5.3846,0.000966,1.8571481632804665,18.57148163280467,92.85740816402333,371.4296326560933
uf20-0973.cnf,uf20-91,ok,SAT,20,91,10,26,1,1,2.6,0.000898,3.846153846153846,38.46153846153847,192.3076923076923,769.2307692307692
uf20-0974.cnf,uf20-91,ok,SAT,20,91,13,89,9,1,6.8462,0.000947,1.4606643101282464,14.606643101282467,73.03321550641232,292.1328620256493
uf20-0975.cnf,uf20-91,ok,SAT,20,91,11,48,4,1,4.3636,0.000901,2.291685764048034,22.91685764048034,114.5842882024017,458.3371528096068
uf20-0976.cnf,uf20-91,ok,SAT,20,91,10,35,2,1,3.5,0.000946,2.857142857142857,28.571428571428577,142.85714285714286,571.4285714285714
uf20-0977.cnf,uf20-91,ok,SAT,20,91,17,124,12,1,7.2941,0.001015,1.3709710588009487,13.70971058800949,68.54855294004743,274.1942117601897
uf20-0978.cnf,uf20-91,ok,SAT,20,91,6,33,3,1,5.5,0.000924,1.8181818181818181,18.181818181818183,90.9090909090909,363.6363636363636
uf20-0979.cnf,uf20-91,ok,SAT,20,91,12,80,8,1,6.6667,0.000948,1.4999925000374998,14.999925000375,74.99962500187499,299.99850000749996
uf20-098.cnf,uf20-91,ok,SAT,20,91,12,48,5,1,4.0,0.000919,2.5,25.000000000000004,125.0,500.0
uf20-0980.cnf,uf20-91,ok,SAT,20,91,12,86,9,1,7.1667,0.000964,1.3953423472448967,13.953423472448968,69.76711736224483,279.06846944897933
uf20-0981.cnf,uf20-91,ok,SAT,20,91,8,23,2,1,2.875,0.000916,3.4782608695652173,34.78260869565218,173.91304347826087,695.6521739130435
uf20-0982.cnf,uf20-91,ok,SAT,20,91,13,90,9,1,6.9231,0.000947,1.444439629645679,14.444396296456793,72.22198148228395,288.8879259291358
uf20-0983.cnf,uf20-91,ok,SAT,20,91,11,68,7,1,6.1818,0.000905,1.61765181662299,16.176518166229904,80.8825908311495,323.530363324598
uf20-0984.cnf,uf20-91,ok,SAT,20,91,15,96,12,1,6.4,0.000952,1.5625,15.625000000000002,78.125,312.5
uf20-0985.cnf,uf20-91,ok,SAT,20,91,19,97,12,1,5.1053,0.000934,1.9587487512976711,19.587487512976715,97.93743756488355,391.7497502595342
uf20-0986.cnf,uf20-91,ok,SAT,20,91,6,20,0,1,3.3333,0.000944,3.000030000300003,30.000300003000035,150.00150001500015,600.0060000600006
uf20-0987.cnf,uf20-91,ok,SAT,20,91,11,24,1,1,2.1818,0.000937,4.583371528096068,45.83371528096068,229.1685764048034,916.6743056192136
uf20-0988.cnf,uf20-91,ok,SAT,20,91,14,63,7,1,4.5,0.000929,2.2222222222222223,22.222222222222225,111.11111111111111,444.44444444444446
uf20-0989.cnf,uf20-91,ok,SAT,20,91,7,20,0,1,2.8571,0.000941,3.500052500787512,35.000525007875126,175.0026250393756,700.0105001575024
uf20-099.cnf,uf20-91,ok,SAT,20,91,9,20,0,1,2.2222,0.000913,4.5000450004500046,45.00045000450005,225.00225002250022,900.0090000900009
uf20-0990.cnf,uf20-91,ok,SAT,20,91,15,100,10,1,6.6667,0.000964,1.4999925000374998,14.999925000375,74.99962500187499,299.99850000749996
uf20-0991.cnf,uf20-91,ok,SAT,20,91,8,22,2,1,2.75,0.000909,3.6363636363636362,36.36363636363637,181.8181818181818,727.2727272727273
uf20-0992.cnf,uf20-91,ok,SAT,20,91,10,60,6,1,6.0,0.000963,1.6666666666666667,16.666666666666668,83.33333333333333,333.3333333333333
uf20-0993.cnf,uf20-91,ok,SAT,20,91,5,35,2,1,7.0,0.000937,1.4285714285714286,14.285714285714288,71.42857142857143,285.7142857142857
uf20-0994.cnf,uf20-91,ok,SAT,20,91,11,38,3,1,3.4545,0.000954,2.8947749312490956,28.94774931249096,144.73874656245476,578.9549862498191
uf20-0995.cnf,uf20-91,ok,SAT,20,91,6,20,0,1,3.3333,0.000916,3.000030000300003,30.000300003000035,150.00150001500015,600.0060000600006
uf20-0996.cnf,uf20-91,ok,SAT,20,91,21,148,15,1,7.0476,0.000956,1.4189227538452807,14.189227538452808,70.94613769226403,283.7845507690561
uf20-0997.cnf,uf20-91,ok,SAT,20,91,11,31,2,1,2.8182,0.000948,3.548364204101909,35.483642041019095,177.41821020509545,709.6728408203818
uf20-0998.cnf,uf20-91,ok,SAT,20,91,6,30,2,1,5.0,0.00095,2.0,20.000000000000004,100.0,400.0
uf20-0999.cnf,uf20-91,ok,SAT,20,91,5,32,2,1,6.4,0.000896,1.5625,15.625000000000002,78.125,312.5
uf50-01.cnf,uf50-218,ok,SAT,50,218,44,432,25,1,9.8182,0.00102,1.0185166323766068,10.185166323766069,50.92583161883034,203.70332647532135
uf50-010.cnf,uf50-218,ok,SAT,50,218,59,603,39,1,10.2203,0.001079,0.9784448597399293,9.784448597399296,48.922242986996466,195.68897194798586
uf50-0100.cnf,uf50-218,ok,SAT,50,218,39,465,29,1,11.9231,0.001029,0.8387080541134436,8.387080541134438,41.93540270567218,167.74161082268873
uf50-01000.cnf,uf50-218,ok,SAT,50,218,87,1206,71,1,13.8621,0.001082,0.7213914197704533,7.213914197704534,36.06957098852266,144.27828395409065
uf50-0101.cnf,uf50-218,ok,SAT,50,218,51,515,38,1,10.098,0.001015,0.9902951079421667,9.902951079421669,49.51475539710833,198.05902158843332
uf50-0102.cnf,uf50-218,ok,SAT,50,218,95,1224,75,1,12.8842,0.001119,0.7761444249545956,7.761444249545956,38.80722124772978,155.2288849909191
uf50-0103.cnf,uf50-218,ok,SAT,50,218,24,189,11,1,7.875,0.001001,1.2698412698412698,12.6984126984127,63.492063492063494,253.96825396825398
uf50-0104.cnf,uf50-218,ok,SAT,50,218,72,763,53,1,10.5972,0.001128,0.9436454912618427,9.436454912618428,47.182274563092136,188.72909825236854
uf50-0105.cnf,uf50-218,ok,SAT,50,218,43,433,27,1,10.0698,0.001008,0.9930683826888319,9.93068382688832,49.65341913444159,198.61367653776637
uf50-0106.cnf,uf50-218,ok,SAT,50,218,35,285,20,1,8.1429,0.000997,1.228063711945376,12.280637119453761,61.403185597268795,245.61274238907518
uf50-0107.cnf,uf50-218,ok,SAT,50,218,30,343,21,1,11.4333,0.001013,0.8746381184784796,8.746381184784797,43.73190592392398,174.92762369569593
uf50-0108.cnf,uf50-218,ok,SAT,50,218,28,199,11,1,7.1071,0.001024,1.4070436605647874,14.070436605647876,70.35218302823937,281.40873211295747
