instance,family,status,result,variables,clauses,decisions,propagations,conflicts,restarts,props_per_decision,cpu_time,B_req@on-chip (1 us),B_req@PCIe-class (10 us),B_req@tuned-link (50 us),B_req@ECP5 UDP (200 us)
flat50-874.cnf,flat50-115,ok,SAT,150,545,13,104,2,1,8.0,0.001383,1.25,12.500000000000002,62.5,250.0
flat50-875.cnf,flat50-115,ok,SAT,150,545,18,249,7,1,13.8333,0.001429,0.7228933081766462,7.228933081766463,36.14466540883231,144.57866163532924
flat50-876.cnf,flat50-115,ok,SAT,150,545,15,151,3,1,10.0667,0.001336,0.9933741941251849,9.933741941251851,49.66870970625925,198.674838825037
flat50-877.cnf,flat50-115,ok,SAT,150,545,19,164,6,1,8.6316,0.001304,1.1585337596737568,11.58533759673757,57.92668798368784,231.70675193475137
flat50-878.cnf,flat50-115,ok,SAT,150,545,17,155,4,1,9.1176,0.001379,1.0967798543476355,10.967798543476356,54.83899271738177,219.35597086952708
flat50-879.cnf,flat50-115,ok,SAT,150,545,10,72,0,1,7.2,0.001555,1.3888888888888888,13.888888888888891,69.44444444444444,277.77777777777777
flat50-88.cnf,flat50-115,ok,SAT,150,545,15,154,4,1,10.2667,0.001294,0.974022811614248,9.74022811614248,48.7011405807124,194.8045623228496
flat50-880.cnf,flat50-115,ok,SAT,150,545,11,138,2,1,12.5455,0.001287,0.7970985612370969,7.970985612370971,39.85492806185485,159.4197122474194
flat50-881.cnf,flat50-115,ok,SAT,150,545,29,391,12,1,13.4828,0.001376,0.7416857032663838,7.41685703266384,37.084285163319194,148.33714065327678
flat50-882.cnf,flat50-115,ok,SAT,150,545,12,75,0,1,6.25,0.001278,1.6,16.000000000000004,80.0,320.0
flat50-883.cnf,flat50-115,ok,SAT,150,545,29,527,14,1,18.1724,0.001315,0.5502850476546851,5.502850476546852,27.514252382734256,110.05700953093702
flat50-884.cnf,flat50-115,ok,SAT,150,545,13,82,0,1,6.3077,0.001354,1.5853639202879022,15.853639202879023,79.26819601439512,317.07278405758046
flat50-885.cnf,flat50-115,ok,SAT,150,545,34,745,23,1,21.9118,0.001284,0.45637510382533614,4.563751038253362,22.818755191266806,91.27502076506723
flat50-886.cnf,flat50-115,ok,SAT,150,545,13,162,3,1,12.4615,0.001285,0.8024716125667055,8.024716125667057,40.123580628335276,160.4943225133411
flat50-887.cnf,flat50-115,ok,SAT,150,545,26,238,7,1,9.1538,0.001228,1.092442482903275,10.924424829032752,54.62212414516375,218.488496580655
flat50-888.cnf,flat50-115,ok,SAT,150,545,29,499,14,1,17.2069,0.001345,0.5811622081839262,5.811622081839262,29.05811040919631,116.23244163678524
flat50-889.cnf,flat50-115,ok,SAT,150,545,11,79,0,1,7.1818,0.001206,1.3924085883761732,13.924085883761734,69.62042941880865,278.4817176752346
flat50-89.cnf,flat50-115,ok,SAT,150,545,35,715,24,1,20.4286,0.00129,0.4895098048813918,4.895098048813918,24.47549024406959,97.90196097627836
flat50-890.cnf,flat50-115,ok,SAT,150,545,16,184,5,1,11.5,0.001265,0.8695652173913043,8.695652173913045,43.47826086956522,173.91304347826087
flat50-891.cnf,flat50-115,ok,SAT,150,545,17,137,3,1,8.0588,0.001223,1.240879535414702,12.408795354147022,62.0439767707351,248.1759070829404
flat50-892.cnf,flat50-115,ok,SAT,150,545,11,135,2,1,12.2727,0.001258,0.814816625518427,8.148166255184272,40.74083127592135,162.9633251036854
flat50-893.cnf,flat50-115,ok,SAT,150,545,15,82,1,1,5.4667,0.001244,1.8292571386759835,18.29257138675984,91.46285693379917,365.8514277351967
flat50-894.cnf,flat50-115,ok,SAT,150,545,21,186,5,1,8.8571,0.001212,1.1290377211502636,11.290377211502637,56.45188605751318,225.8075442300527
flat50-895.cnf,flat50-115,ok,SAT,150,545,42,970,31,1,23.0952,0.001333,0.43299040493262675,4.3299040493262675,21.649520246631337,86.59808098652535
flat50-896.cnf,flat50-115,ok,SAT,150,545,17,117,4,1,6.8824,0.001241,1.4529815180750902,14.529815180750903,72.64907590375451,290.59630361501803
flat50-897.cnf,flat50-115,ok,SAT,150,545,12,121,3,1,10.0833,0.001201,0.9917388156655064,9.917388156655065,49.58694078327532,198.34776313310127
flat50-898.cnf,flat50-115,ok,SAT,150,545,24,360,10,1,15.0,0.001265,0.6666666666666666,6.666666666666668,33.333333333333336,133.33333333333334
flat50-899.cnf,flat50-115,ok,SAT,150,545,14,147,3,1,10.5,0.001233,0.9523809523809523,9.523809523809526,47.61904761904762,190.47619047619048
flat50-9.cnf,flat50-115,ok,SAT,150,545,26,369,12,1,14.1923,0.00128,0.7046074279715057,7.046074279715058,35.230371398575286,140.92148559430115
flat50-90.cnf,flat50-115,ok,SAT,150,545,22,412,14,1,18.7273,0.001238,0.5339798048837793,5.339798048837793,26.698990244188966,106.79596097675586
flat50-900.cnf,flat50-115,ok,SAT,150,545,18,237,5,1,13.1667,0.001261,0.7594917481221566,7.594917481221567,37.97458740610783,151.89834962443132
flat50-901.cnf,flat50-115,ok,SAT,150,545,13,118,2,1,9.0769,0.001249,1.1016977161806343,11.016977161806345,55.08488580903172,220.33954323612687
flat50-902.cnf,flat50-115,ok,SAT,150,545,15,131,3,1,8.7333,0.001397,1.145042538330299,11.450425383302992,57.252126916514946,229.00850766605978
flat50-903.cnf,flat50-115,ok,SAT,150,545,26,314,11,1,12.0769,0.001374,0.8280270599243184,8.280270599243185,41.40135299621591,165.60541198486365
flat50-904.cnf,flat50-115,ok,SAT,150,545,11,111,2,1,10.0909,0.001262,0.990991883776472,9.909918837764721,49.5495941888236,198.1983767552944
flat50-905.cnf,flat50-115,ok,SAT,150,545,21,364,11,1,17.3333,0.001335,0.5769241863926661,5.769241863926662,28.846209319633306,115.38483727853323
flat50-906.cnf,flat50-115,ok,SAT,150,545,10,75,0,1,7.5,0.001255,1.3333333333333333,13.333333333333336,66.66666666666667,266.6666666666667
flat50-907.cnf,flat50-115,ok,SAT,150,545,28,417,15,1,14.8929,0.001323,0.6714608974746356,6.714608974746357,33.57304487373178,134.29217949492713
flat50-908.cnf,flat50-115,ok,SAT,150,545,15,345,8,1,23.0,0.001269,0.43478260869565216,4.347826086956522,21.73913043478261,86.95652173913044
flat50-909.cnf,flat50-115,ok,SAT,150,545,21,124,2,1,5.9048,0.001314,1.6935374610486384,16.935374610486388,84.67687305243192,338.70749220972766
flat50-91.cnf,flat50-115,ok,SAT,150,545,13,106,1,1,8.1538,0.001262,1.226422036351149,12.264220363511493,61.321101817557455,245.28440727022982
flat50-910.cnf,flat50-115,ok,SAT,150,545,15,308,9,1,20.5333,0.001254,0.48701377761976883,4.870137776197689,24.350688880988443,97.40275552395377
flat50-911.cnf,flat50-115,ok,SAT,150,545,17,161,5,1,9.4706,0.001291,1.0558993094418516,10.558993094418518,52.794965472092585,211.17986188837034
flat50-912.cnf,flat50-115,ok,SAT,150,545,15,122,2,1,8.1333,0.001219,1.2295132357099823,12.295132357099826,61.47566178549912,245.90264714199648
flat50-913.cnf,flat50-115,ok,SAT,150,545,26,407,12,1,15.6538,0.001276,0.6388225223268471,6.388225223268472,31.941126116342357,127.76450446536943
flat50-914.cnf,flat50-115,ok,SAT,150,545,14,115,2,1,8.2143,0.001301,1.2173891871492397,12.1738918714924,60.86945935746199,243.47783742984797
flat50-915.cnf,flat50-115,ok,SAT,150,545,16,190,7,1,11.875,0.001286,0.8421052631578947,8.421052631578949,42.10526315789474,168.42105263157896
flat50-916.cnf,flat50-115,ok,SAT,150,545,12,213,4,1,17.75,0.001327,0.5633802816901409,5.633802816901409,28.169014084507044,112.67605633802818
flat50-917.cnf,flat50-115,ok,SAT,150,545,13,286,6,1,22.0,0.001242,0.45454545454545453,4.545454545454546,22.727272727272727,90.9090909090909
flat50-918.cnf,flat50-115,ok,SAT,150,545,17,206,7,1,12.1176,0.001264,0.825245923285139,8.252459232851391,41.26229616425695,165.0491846570278
flat50-919.cnf,flat50-115,ok,SAT,150,545,19,210,5,1,11.0526,0.00121,0.9047644898033042,9.047644898033044,45.23822449016521,180.95289796066083
flat50-92.cnf,flat50-115,ok,SAT,150,545,24,229,8,1,9.5417,0.001311,1.0480312732531938,10.48031273253194,52.40156366265969,209.60625465063876
flat50-920.cnf,flat50-115,ok,SAT,150,545,18,113,1,1,6.2778,0.001231,1.5929147153461403,15.929147153461406,79.64573576730702,318.58294306922807
flat50-921.cnf,flat50-115,ok,SAT,150,545,19,149,6,1,7.8421,0.001204,1.2751686410527792,12.751686410527794,63.75843205263896,255.03372821055584
flat50-922.cnf,flat50-115,ok,SAT,150,545,23,249,8,1,10.8261,0.00131,0.9236936662325306,9.236936662325308,46.18468331162653,184.73873324650611
flat50-923.cnf,flat50-115,ok,SAT,150,545,21,302,9,1,14.381,0.001237,0.6953619358876295,6.953619358876296,34.76809679438148,139.0723871775259
flat50-924.cnf,flat50-115,ok,SAT,150,545,13,150,4,1,11.5385,0.001278,0.8666637777874073,8.666637777874074,43.33318888937036,173.33275555748145
flat50-925.cnf,flat50-115,ok,SAT,150,545,18,145,3,1,8.0556,0.001246,1.2413724613933164,12.413724613933166,62.06862306966582,248.27449227866327
flat50-926.cnf,flat50-115,ok,SAT,150,545,13,272,5,1,20.9231,0.001239,0.47794064933016617,4.7794064933016625,23.897032466508307,95.58812986603323
flat50-927.cnf,flat50-115,ok,SAT,150,545,22,355,11,1,16.1364,0.001264,0.6197169133139983,6.197169133139983,30.985845665699912,123.94338266279965
flat50-928.cnf,flat50-115,ok,SAT,150,545,24,364,13,1,15.1667,0.0013,0.659339210243494,6.59339210243494,32.966960512174694,131.86784204869878
flat50-929.cnf,flat50-115,ok,SAT,150,545,15,244,6,1,16.2667,0.001372,0.6147528386212323,6.147528386212324,30.737641931061617,122.95056772424647
flat50-93.cnf,flat50-115,ok,SAT,150,545,27,223,10,1,8.2593,0.00127,1.2107563594977784,12.107563594977785,60.53781797488892,242.15127189955567
flat50-930.cnf,flat50-115,ok,SAT,150,545,15,131,2,1,8.7333,0.001223,1.145042538330299,11.450425383302992,57.252126916514946,229.00850766605978
flat50-931.cnf,flat50-115,ok,SAT,150,545,13,79,0,1,6.0769,0.001297,1.645575869275453,16.455758692754532,82.27879346377264,329.1151738550906
flat50-932.cnf,flat50-115,ok,SAT,150,545,15,120,2,1,8.0,0.001286,1.25,12.500000000000002,62.5,250.0
flat50-933.cnf,flat50-115,ok,SAT,150,545,16,179,5,1,11.1875,0.001248,0.8938547486033519,8.93854748603352,44.6927374301676,178.7709497206704
flat50-934.cnf,flat50-115,ok,SAT,150,545,15,128,1,1,8.5333,0.001243,1.1718795776546,11.718795776546003,58.593978882730006,234.37591553092003
flat50-935.cnf,flat50-115,ok,SAT,150,545,26,377,13,1,14.5,0.001329,0.6896551724137931,6.896551724137932,34.48275862068966,137.93103448275863
flat50-936.cnf,flat50-115,ok,SAT,150,545,27,462,15,1,17.1111,0.001255,0.5844159639064701,5.844159639064701,29.220798195323503,116.88319278129401
flat50-937.cnf,flat50-115,ok,SAT,150,545,17,103,2,1,6.0588,0.001307,1.650491846570278,16.504918465702783,82.5245923285139,330.0983693140556
flat50-938.cnf,flat50-115,ok,SAT,150,545,12,146,2,1,12.1667,0.00123,0.8219155563957359,8.21915556395736,41.0957778197868,164.3831112791472
flat50-939.cnf,flat50-115,ok,SAT,150,545,15,139,2,1,9.2667,0.00122,1.0791328088747882,10.791328088747884,53.95664044373941,215.82656177495764
flat50-94.cnf,flat50-115,ok,SAT,150,545,17,379,11,1,22.2941,0.001232,0.4485491677170193,4.485491677170193,22.427458385850965,89.70983354340386
flat50-940.cnf,flat50-115,ok,SAT,150,545,46,968,31,1,21.0435,0.00133,0.475206120654834,4.7520612065483405,23.7603060327417,95.0412241309668
flat50-941.cnf,flat50-115,ok,SAT,150,545,16,290,8,1,18.125,0.001229,0.5517241379310345,5.517241379310345,27.586206896551722,110.34482758620689
flat50-942.cnf,flat50-115,ok,SAT,150,545,28,178,5,1,6.3571,0.00127,1.5730443126582876,15.730443126582879,78.65221563291438,314.6088625316575
flat50-943.cnf,flat50-115,ok,SAT,150,545,18,82,1,1,4.5556,0.001239,2.1951005356045306,21.95100535604531,109.75502678022653,439.0201071209061
flat50-944.cnf,flat50-115,ok,SAT,150,545,12,135,2,1,11.25,0.001238,0.8888888888888888,8.88888888888889,44.44444444444444,177.77777777777777
flat50-945.cnf,flat50-115,ok,SAT,150,545,21,181,3,1,8.619,0.001267,1.160227404571296,11.602274045712962,58.0113702285648,232.0454809142592
flat50-946.cnf,flat50-115,ok,SAT,150,545,13,82,1,1,6.3077,0.001228,1.5853639202879022,15.853639202879023,79.26819601439512,317.07278405758046
flat50-947.cnf,flat50-115,ok,SAT,150,545,11,156,3,1,14.1818,0.001239,0.7051291091398835,7.051291091398836,35.256455456994175,141.0258218279767
flat50-948.cnf,flat50-115,ok,SAT,150,545,11,90,1,1,8.1818,0.001203,1.2222249382776404,12.222249382776406,61.11124691388203,244.4449876555281
flat50-949.cnf,flat50-115,ok,SAT,150,545,21,197,7,1,9.381,0.001232,1.0659844366272253,10.659844366272253,53.29922183136126,213.19688732544503
flat50-95.cnf,flat50-115,ok,SAT,150,545,13,155,3,1,11.9231,0.001234,0.8387080541134436,8.387080541134438,41.93540270567218,167.74161082268873
flat50-950.cnf,flat50-115,ok,SAT,150,545,12,85,1,1,7.0833,0.001226,1.4117713495122328,14.11771349512233,70.58856747561164,282.35426990244656
flat50-951.cnf,flat50-115,ok,SAT,150,545,21,305,7,1,14.5238,0.001257,0.688525041655765,6.885250416557652,34.42625208278825,137.705008331153
flat50-952.cnf,flat50-115,ok,SAT,150,545,18,262,6,1,14.5556,0.001234,0.6870208029899145,6.870208029899146,34.351040149495724,137.4041605979829
flat50-953.cnf,flat50-115,ok,SAT,150,545,13,74,0,1,5.6923,0.001226,1.756759130755582,17.567591307555823,87.83795653777909,351.35182615111637
flat50-954.cnf,flat50-115,ok,SAT,150,545,23,243,4,1,10.5652,0.001221,0.9465036156438117,9.465036156438119,47.325180782190586,189.30072312876234
flat50-955.cnf,flat50-115,ok,SAT,150,545,17,261,5,1,15.3529,0.001271,0.6513427430648281,6.5134274306482824,32.567137153241404,130.26854861296562
flat50-956.cnf,flat50-115,ok,SAT,150,545,18,184,4,1,10.2222,0.001243,0.9782629962239048,9.78262996223905,48.91314981119524,195.65259924478096
flat50-957.cnf,flat50-115,ok,SAT,150,545,18,229,8,1,12.7222,0.001309,0.7860275738472905,7.8602757384729065,39.30137869236452,157.2055147694581
flat50-958.cnf,flat50-115,ok,SAT,150,545,14,250,7,1,17.8571,0.001305,0.5600013440032257,5.600013440032257,28.000067200161283,112.00026880064513
flat50-959.cnf,flat50-115,ok,SAT,150,545,29,576,19,1,19.8621,0.001349,0.5034714355481041,5.034714355481042,25.173571777405208,100.69428710962083
flat50-96.cnf,flat50-115,ok,SAT,150,545,12,103,1,1,8.5833,0.001247,1.165053068167255,11.650530681672553,58.252653408362754,233.01061363345102
flat50-960.cnf,flat50-115,ok,SAT,150,545,18,205,7,1,11.3889,0.001249,0.8780479238556841,8.780479238556842,43.9023961927842,175.6095847711368
flat50-961.cnf,flat50-115,ok,SAT,150,545,26,442,17,1,17.0,0.001434,0.5882352941176471,5.882352941176471,29.41176470588235,117.6470588235294
flat50-962.cnf,flat50-115,ok,SAT,150,545,9,77,0,1,8.5556,0.001296,1.168825097012483,11.688250970124832,58.441254850624155,233.76501940249662
flat50-963.cnf,flat50-115,ok,SAT,150,545,14,131,2,1,9.3571,0.001377,1.0687071849184042,10.687071849184042,53.4353592459202,213.7414369836808
flat50-964.cnf,flat50-115,ok,SAT,150,545,27,579,19,1,21.4444,0.001363,0.4663222099942176,4.6632220999421765,23.316110499710877,93.26444199884351
flat50-965.cnf,flat50-115,ok,SAT,150,545,10,76,0,1,7.6,0.001259,1.3157894736842106,13.157894736842108,65.78947368421053,263.15789473684214
flat50-966.cnf,flat50-115,ok,SAT,150,545,18,239,9,1,13.2778,0.001311,0.7531368148337827,7.531368148337829,37.65684074168914,150.62736296675655
flat50-967.cnf,flat50-115,ok,SAT,150,545,21,244,9,1,11.619,0.001361,0.8606592649969877,8.606592649969878,43.03296324984939,172.13185299939755
flat50-968.cnf,flat50-115,ok,SAT,150,545,14,110,1,1,7.8571,0.001253,1.2727342149138996,12.727342149138996,63.63671074569498,254.5468429827799
flat50-969.cnf,flat50-115,ok,SAT,150,545,25,286,9,1,11.44,0.001378,0.8741258741258742,8.741258741258743,43.70629370629371,174.82517482517483
flat50-97.cnf,flat50-115,ok,SAT,150,545,18,79,1,1,4.3889,0.001286,2.27847524436647,22.784752443664704,113.9237622183235,455.695048873294
flat50-970.cnf,flat50-115,ok,SAT,150,545,20,100,2,1,5.0,0.001316,2.0,20.000000000000004,100.0,400.0
flat50-971.cnf,flat50-115,ok,SAT,150,545,23,401,12,1,17.4348,0.001266,0.5735655126528553,5.735655126528553,28.678275632642762,114.71310253057105
flat50-972.cnf,flat50-115,ok,SAT,150,545,9,221,3,1,24.5556,0.001362,0.40723908192021374,4.072390819202138,20.361954096010688,81.44781638404275
flat50-973.cnf,flat50-115,ok,SAT,150,545,26,416,12,1,16.0,0.001463,0.625,6.250000000000001,31.25,125.0
flat50-974.cnf,flat50-115,ok,SAT,150,545,15,96,1,1,6.4,0.001249,1.5625,15.625000000000002,78.125,312.5
flat50-975.cnf,flat50-115,ok,SAT,150,545,14,103,3,1,7.3571,0.001269,1.3592312188226339,13.592312188226341,67.9615609411317,271.8462437645268
flat50-976.cnf,flat50-115,ok,SAT,150,545,16,77,0,1,4.8125,0.001309,2.0779220779220777,20.779220779220783,103.8961038961039,415.5844155844156
flat50-977.cnf,flat50-115,ok,SAT,150,545,24,240,9,1,10.0,0.001299,1.0,10.000000000000002,50.0,200.0
flat50-978.cnf,flat50-115,ok,SAT,150,545,13,143,4,1,11.0,0.001345,0.9090909090909091,9.090909090909092,45.45454545454545,181.8181818181818
flat50-979.cnf,flat50-115,ok,SAT,150,545,19,183,4,1,9.6316,0.001271,1.0382490967232858,10.38249096723286,51.91245483616429,207.64981934465715
flat50-98.cnf,flat50-115,ok,SAT,150,545,14,103,2,1,7.3571,0.001257,1.3592312188226339,13.592312188226341,67.9615609411317,271.8462437645268
flat50-980.cnf,flat50-115,ok,SAT,150,545,18,311,8,1,17.2778,0.001317,0.5787773906400121,5.787773906400122,28.938869532000602,115.75547812800241
flat50-981.cnf,flat50-115,ok,SAT,150,545,16,153,2,1,9.5625,0.001228,1.0457516339869282,10.457516339869283,52.287581699346404,209.15032679738562
flat50-982.cnf,flat50-115,ok,SAT,150,545,16,207,5,1,12.9375,0.001208,0.7729468599033816,7.729468599033818,38.64734299516908,154.58937198067633
flat50-983.cnf,flat50-115,ok,SAT,150,545,23,155,2,1,6.7391,0.001242,1.4838776691249573,14.838776691249576,74.19388345624787,296.7755338249915
flat50-984.cnf,flat50-115,ok,SAT,150,545,22,324,10,1,14.7273,0.00121,0.6790110882510711,6.790110882510713,33.95055441255356,135.80221765021423
flat50-985.cnf,flat50-115,ok,SAT,150,545,17,82,1,1,4.8235,0.001327,2.073183373069348,20.73183373069348,103.65916865346739,414.63667461386956
flat50-986.cnf,flat50-115,ok,SAT,150,545,16,195,6,1,12.1875,0.001253,0.8205128205128205,8.205128205128206,41.02564102564103,164.10256410256412
flat50-987.cnf,flat50-115,ok,SAT,150,545,35,521,17,1,14.8857,0.001237,0.671785673498727,6.71785673498727,33.58928367493635,134.3571346997454
flat50-988.cnf,flat50-115,ok,SAT,150,545,20,242,8,1,12.1,0.001234,0.8264462809917356,8.264462809917356,41.32231404958678,165.28925619834712
flat50-989.cnf,flat50-115,ok,SAT,150,545,18,289,7,1,16.0556,0.00129,0.6228356461296993,6.228356461296994,31.141782306484966,124.56712922593987
flat50-99.cnf,flat50-115,ok,SAT,150,545,13,80,0,1,6.1538,0.001229,1.6250121875914068,16.250121875914072,81.25060937957034,325.00243751828134
flat50-990.cnf,flat50-115,ok,SAT,150,545,14,82,0,1,5.8571,0.00123,1.7073295658260914,17.073295658260918,85.36647829130457,341.4659131652183
flat50-991.cnf,flat50-115,ok,SAT,150,545,15,83,0,1,5.5333,0.001207,1.8072398026494136,18.072398026494138,90.36199013247068,361.4479605298827
flat50-992.cnf,flat50-115,ok,SAT,150,545,22,288,8,1,13.0909,0.001302,0.7638894193676523,7.638894193676525,38.19447096838262,152.77788387353047
flat50-993.cnf,flat50-115,ok,SAT,150,545,11,210,4,1,19.0909,0.001228,0.5238097732427491,5.238097732427492,26.190488662137458,104.76195464854983
flat50-994.cnf,flat50-115,ok,SAT,150,545,17,183,3,1,10.7647,0.001284,0.928962256263528,9.289622562635282,46.4481128131764,185.7924512527056
flat50-995.cnf,flat50-115,ok,SAT,150,545,26,432,14,1,16.6154,0.001259,0.6018512945821346,6.018512945821347,30.09256472910673,120.37025891642692
flat50-996.cnf,flat50-115,ok,SAT,150,545,28,211,4,1,7.5357,0.001216,1.3270167336810117,13.270167336810118,66.35083668405058,265.4033467362023
flat50-997.cnf,flat50-115,ok,SAT,150,545,16,105,2,1,6.5625,0.001201,1.5238095238095237,15.23809523809524,76.19047619047619,304.76190476190476
flat50-998.cnf,flat50-115,ok,SAT,150,545,12,82,0,1,6.8333,0.001276,1.4634217727891354,14.634217727891357,73.17108863945677,292.6843545578271
flat50-999.cnf,flat50-115,ok,SAT,150,545,16,116,1,1,7.25,0.001313,1.3793103448275863,13.793103448275865,68.96551724137932,275.86206896551727
uf100-01.cnf,uf100-430,ok,SAT,100,430,347,6638,292,3,19.1297,0.001697,0.5227473509777989,5.22747350977799,26.137367548889948,104.54947019555979
uf100-010.cnf,uf100-430,ok,SAT,100,430,194,3411,143,2,17.5825,0.001332,0.5687473339968719,5.68747333996872,28.437366699843594,113.74946679937437
uf100-0100.cnf,uf100-430,ok,SAT,100,430,41,402,12,1,9.8049,0.001077,1.0198982141582271,10.198982141582272,50.99491070791135,203.9796428316454
uf100-01000.cnf,uf100-430,ok,SAT,100,430,201,4254,164,2,21.1642,0.001448,0.4724960074087374,4.724960074087375,23.62480037043687,94.49920148174748
uf100-0101.cnf,uf100-430,ok,SAT,100,430,318,5874,251,3,18.4717,0.001595,0.5413686883178052,5.413686883178052,27.068434415890255,108.27373766356102
uf100-0102.cnf,uf100-430,ok,SAT,100,430,289,5412,241,3,18.7266,0.001617,0.5339997650401034,5.339997650401034,26.699988252005166,106.79995300802067
uf100-0103.cnf,uf100-430,ok,SAT,100,430,64,950,34,1,14.8438,0.001172,0.673681941281882,6.736819412818821,33.6840970640941,134.7363882563764
uf100-0104.cnf,uf100-430,ok,SAT,100,430,220,3974,175,2,18.0636,0.001474,0.5535995039748444,5.535995039748445,27.67997519874222,110.71990079496888
uf100-0105.cnf,uf100-430,ok,SAT,100,430,141,2622,98,1,18.5957,0.001274,0.5377587291685713,5.377587291685713,26.88793645842856,107.55174583371424
uf100-0106.cnf,uf100-430,ok,SAT,100,430,247,4472,190,2,18.1053,0.001476,0.5523244574793017,5.523244574793018,27.616222873965082,110.46489149586033
uf100-0107.cnf,uf100-430,ok,SAT,100,430,305,5115,216,3,16.7705,0.00148,0.5962851435556483,5.962851435556485,29.81425717778242,119.25702871112968
uf100-0108.cnf,uf100-430,ok,SAT,100,430,449,8224,355,3,18.3163,0.001811,0.5459617935936844,5.459617935936844,27.298089679684217,109.19235871873687
uf100-0109.cnf,uf100-430,ok,SAT,100,430,413,7312,323,3,17.7046,0.001838,0.5648249607446653,5.648249607446654,28.241248037233262,112.96499214893305
uf100-011.cnf,uf100-430,ok,SAT,100,430,341,6576,280,3,19.2845,0.001764,0.5185511680365059,5.18551168036506,25.927558401825298,103.71023360730119
uf100-0110.cnf,uf100-430,ok,SAT,100,430,383,6912,308,3,18.047,0.001852,0.5541087161301047,5.541087161301048,27.705435806505236,110.82174322602094
uf100-0111.cnf,uf100-430,ok,SAT,100,430,149,2399,104,2,16.1007,0.001288,0.6210910084654705,6.210910084654706,31.054550423273522,124.21820169309409
uf100-0112.cnf,uf100-430,ok,SAT,100,430,32,259,7,1,8.0938,0.001069,1.235513603004769,12.355136030047692,61.77568015023846,247.10272060095383
uf100-0113.cnf,uf100-430,ok,SAT,100,430,818,15515,662,6,18.967,0.002485,0.5272315073548796,5.272315073548796,26.361575367743978,105.44630147097591
uf100-0114.cnf,uf100-430,ok,SAT,100,430,297,5721,234,3,19.2626,0.001617,0.5191407182830978,5.19140718283098,25.957035914154893,103.82814365661957
uf100-0115.cnf,uf100-430,ok,SAT,100,430,369,6400,276,3,17.3442,0.001677,0.5765616171400237,5.7656161714002385,28.828080857001186,115.31232342800475
uf100-0116.cnf,uf100-430,ok,SAT,100,430,64,816,35,1,12.75,0.001115,0.7843137254901961,7.843137254901962,39.21568627450981,156.86274509803923
uf100-0117.cnf,uf100-430,ok,SAT,100,430,263,4565,208,3,17.3574,0.00149,0.5761231520849898,5.761231520849898,28.80615760424949,115.22463041699795
uf100-0118.cnf,uf100-430,ok,SAT,100,430,93,1550,60,1,16.6667,0.001238,0.5999988000024,5.999988000024001,29.999940000120002,119.99976000048001
uf100-0119.cnf,uf100-430,ok,SAT,100,430,120,2159,81,1,17.9917,0.001259,0.5558118465736979,5.558118465736979,27.79059232868489,111.16236931473956
uf100-012.cnf,uf100-430,ok,SAT,100,430,94,1630,75,1,17.3404,0.001241,0.5766879656755323,5.766879656755324,28.834398283776615,115.33759313510646
uf100-0120.cnf,uf100-430,ok,SAT,100,430,174,3023,124,2,17.3736,0.001294,0.5755859464935305,5.755859464935305,28.77929732467652,115.11718929870608
uf100-0121.cnf,uf100-430,ok,SAT,100,430,446,8346,348,3,18.713,0.001825,0.5343878587078501,5.343878587078502,26.719392935392506,106.87757174157002
uf100-0122.cnf,uf100-430,ok,SAT,100,430,256,4925,210,3,19.2383,0.001565,0.5197964477110764,5.197964477110764,25.98982238555382,103.95928954221527
uf100-0123.cnf,uf100-430,ok,SAT,100,430,558,9735,452,4,17.4462,0.00206,0.5731907234813312,5.731907234813312,28.659536174066556,114.63814469626622
uf100-0124.cnf,uf100-430,ok,SAT,100,430,419,7887,323,3,18.8234,0.001741,0.53125365236886,5.3125365236886015,26.562682618443002,106.25073047377201
uf100-0125.cnf,uf100-430,ok,SAT,100,430,382,7731,310,3,20.2382,0.001795,0.49411508928659664,4.941150892865967,24.705754464329832,98.82301785731933
uf100-0126.cnf,uf100-430,ok,SAT,100,430,237,4486,180,2,18.9283,0.001471,0.5283094625507837,5.283094625507839,26.415473127539187,105.66189251015675
uf100-0127.cnf,uf100-430,ok,SAT,100,430,143,2604,104,2,18.2098,0.001316,0.5491548506847961,5.491548506847962,27.457742534239802,109.83097013695921
uf100-0128.cnf,uf100-430,ok,SAT,100,430,614,12807,516,5,20.8583,0.002287,0.479425456532891,4.79425456532891,23.97127282664455,95.8850913065782
uf100-0129.cnf,uf100-430,ok,SAT,100,430,148,2677,114,2,18.0878,0.001414,0.5528588330255753,5.528588330255753,27.64294165127876,110.57176660511504
uf100-013.cnf,uf100-430,ok,SAT,100,430,274,4753,201,3,17.3467,0.001457,0.5764785232926147,5.764785232926148,28.823926164630738,115.29570465852295
uf100-0130.cnf,uf100-430,ok,SAT,100,430,315,5409,242,3,17.1714,0.001553,0.5823636977765354,5.823636977765355,29.11818488882677,116.47273955530709
uf100-0131.cnf,uf100-430,ok,SAT,100,430,150,2573,107,2,17.1533,0.001322,0.5829782024450105,5.829782024450106,29.148910122250527,116.59564048900211
uf100-0132.cnf,uf100-430,ok,SAT,100,430,69,1077,41,1,15.6087,0.001165,0.6406683452177311,6.406683452177312,32.03341726088656,128.13366904354623
uf100-0133.cnf,uf100-430,ok,SAT,100,430,295,5600,224,3,18.9831,0.001557,0.5267843502905215,5.267843502905216,26.339217514526077,105.3568700581043
