size,rtt_us
16,885.1670136209577
16,902.0829747896641
16,923.334009712562
16,869.7919838596135
16,898.7920009531081
16,876.1670032981783
16,883.2079765852541
16,914.5840012934059
16,895.5420053098351
16,914.1670016106218
16,922.7500122506171
16,908.4169869311154
16,900.3329905681312
16,916.5420196950436
16,879.0419960860163
16,939.8330003023148
16,971.500005107373
32,940.042024012655
32,982.5829765759408
32,1018.542010569945
32,953.3329866826534
32,945.1660152990371
32,918.4590016957372
32,960.625009611249
32,980.4589790292084
32,879.5000030659139
32,923.0419818777591
32,991.7080169543624
32,958.4999934304506
32,998.7920057028532
32,960.1249767001718
32,966.416992014274
32,913.5410073213279
32,927.6249911636114
32,960.3750077076256
32,963.7910115998238
32,939.4170192535967
32,947.0829972997308
32,937.790988245979
32,928.5830019507557
32,923.2499869540334
32,948.5420014243573
32,933.1670007668436
32,989.3340175040066
32,969.6659981273115
32,956.1669721733779
32,963.0830027163029
32,992.4580226652324
32,982.4169974308461
32,1075.8749849628657
32,995.707989204675
32,937.2920030727983
32,939.4999942742288
32,947.4169928580523
32,940.9170015715063
32,932.2910045739263
32,883.7500063236803
32,941.4580126758665
32,921.1659780703485
32,889.6250219549984
32,914.9169782176614
32,948.1250017415732
32,951.1249954812229
32,936.2080018036067
32,944.2500013392419
32,980.0410189200193
32,1027.7500259689987
32,939.8750262334943
32,889.4169877748936
32,932.0419922005385
32,939.9160044267774
32,931.1669855378568
32,929.6250063925982
32,929.4590272475034
32,972.0000089146197
32,938.9999904669821
32,894.041993888095
32,924.4999964721501
32,896.3340078480542
32,950.7079957984388
32,911.5409920923412
32,906.7920036613941
32,938.3749857079238
32,944.4589959457517
32,1034.8749929107726
32,909.8750015255064
32,934.4590071123093
32,915.0420082733035
32,959.5410083420575
32,943.6249965801835
32,897.999998414889
32,914.3749775830656
32,876.9580163061619
32,929.2080067098141
32,902.7910127770156
32,938.6249876115471
32,959.7500029485673
32,940.708996495232
32,936.708995141089
32,942.0419810339808
32,921.208004001528
32,990.0839941110462
32,975.4160128068179
32,928.9160079788417
32,956.8750101607293
32,950.1249878667295
32,945.6670086365193
32,948.708999203518
32,907.0409869309515
32,907.0000087376684
32,964.9580169934779
32,886.8750010151416
32,966.2499942351133
32,939.9999980814755
32,921.3750017806888
32,948.9579824730754
32,953.2090043649077
32,920.7919938489795
32,874.4579972699285
32,930.3330152761191
32,941.7499823030084
32,916.2919886875898
32,955.2910050842911
32,924.6249974239618
32,950.6249916739762
32,953.1250107102096
32,934.6669830847532
32,907.5410198420286
32,984.8750196397305
32,956.5420041326433
32,954.4999920763075
32,958.416989305988
32,958.6249943822622
32,932.9169988632202
32,927.2079914808273
32,938.3330179844052
32,955.8750025462359
32,903.4170070663095
32,949.8329891357571
32,1026.917016133666
32,965.7499904278666
32,958.4999934304506
32,941.5000095032156
32,948.3749745413661
32,981.5420198719949
32,974.041991867125
32,895.2910138759762
32,914.0000038314611
32,927.2499883081764
32,888.9590098988265
32,958.3340142853558
32,955.7909797877073
32,939.3750224262476
32,1006.5000096801668
32,1034.4170150347054
32,1002.7500102296472
32,941.2500075995922
32,918.9579868689179
32,942.7500190213323
32,934.95799228549
32,939.290999667719
32,930.8749868068844
32,921.8330087605864
32,911.0420069191605
32,934.0829856228083
32,954.2919870000333
32,949.5419799350202
32,949.4580153841525
32,950.0419837422669
32,940.0419949088246
32,940.8750047441572
32,943.4579988010228
32,968.1250085122883
32,960.2079808246344
32,952.2080072201788
32,939.5419911015779
32,959.2919959686697
32,934.2080156784505
32,939.2500214744359
32,944.2080045118928
32,901.6660042107105
32,957.7919845469296
32,949.1659875493497
32,950.7500217296183
32,951.4580015093088
32,934.20798657462
32,941.5000095032156
32,922.5409885402769
32,945.0410143472254
32,938.2909920532256
32,937.7500100526959
32,973.8749940879643
32,967.542000580579
32,947.5410042796284
32,939.6669920533895
32,939.0829945914447
32,950.1249878667295
32,927.0000155083835
32,984.9999914877117
32,962.6669925637543
32,963.917002081871
