instance,family,status,result,variables,clauses,decisions,propagations,conflicts,restarts,props_per_decision,cpu_time
uf20-0423.cnf,uf20-91,ok,SAT,20,91,16,43,5,1,2.6875,0.000898
uf20-0424.cnf,uf20-91,ok,SAT,20,91,11,65,7,1,5.9091,0.000927
uf20-0425.cnf,uf20-91,ok,SAT,20,91,12,85,7,1,7.0833,0.000944
uf20-0426.cnf,uf20-91,ok,SAT,20,91,13,76,9,1,5.8462,0.000942
uf20-0427.cnf,uf20-91,ok,SAT,20,91,11,42,4,1,3.8182,0.000922
uf20-0428.cnf,uf20-91,ok,SAT,20,91,13,70,7,1,5.3846,0.000881
uf20-0429.cnf,uf20-91,ok,SAT,20,91,15,59,7,1,3.9333,0.000924
uf20-043.cnf,uf20-91,ok,SAT,20,91,17,102,12,1,6.0000,0.00091
uf20-0430.cnf,uf20-91,ok,SAT,20,91,8,40,2,1,5.0000,0.000917
uf20-0431.cnf,uf20-91,ok,SAT,20,91,5,20,0,1,4.0000,0.000892
uf20-0432.cnf,uf20-91,ok,SAT,20,91,8,32,3,1,4.0000,0.000905
uf20-0433.cnf,uf20-91,ok,SAT,20,91,10,28,1,1,2.8000,0.000948
uf20-0434.cnf,uf20-91,ok,SAT,20,91,5,36,2,1,7.2000,0.000924
uf20-0435.cnf,uf20-91,ok,SAT,20,91,15,98,12,1,6.5333,0.000907
uf20-0436.cnf,uf20-91,ok,SAT,20,91,6,29,1,1,4.8333,0.00091
uf20-0437.cnf,uf20-91,ok,SAT,20,91,13,58,5,1,4.4615,0.000945
uf20-0438.cnf,uf20-91,ok,SAT,20,91,8,25,1,1,3.1250,0.000916
uf20-0439.cnf,uf20-91,ok,SAT,20,91,11,49,4,1,4.4545,0.000893
uf20-044.cnf,uf20-91,ok,SAT,20,91,11,29,2,1,2.6364,0.000951
uf20-0440.cnf,uf20-91,ok,SAT,20,91,17,95,9,1,5.5882,0.000895
uf20-0441.cnf,uf20-91,ok,SAT,20,91,10,16,0,1,1.6000,0.000955
uf20-0442.cnf,uf20-91,ok,SAT,20,91,7,28,1,1,4.0000,0.000896
uf20-0443.cnf,uf20-91,ok,SAT,20,91,10,42,3,1,4.2000,0.000953
uf20-0444.cnf,uf20-91,ok,SAT,20,91,8,28,1,1,3.5000,0.000904
uf20-0445.cnf,uf20-91,ok,SAT,20,91,6,18,0,1,3.0000,0.000935
uf20-0446.cnf,uf20-91,ok,SAT,20,91,9,20,0,1,2.2222,0.00089
uf20-0447.cnf,uf20-91,ok,SAT,20,91,9,31,3,1,3.4444,0.000931
uf20-0448.cnf,uf20-91,ok,SAT,20,91,16,64,8,1,4.0000,0.000895
uf20-0449.cnf,uf20-91,ok,SAT,20,91,7,29,2,1,4.1429,0.000911
uf20-045.cnf,uf20-91,ok,SAT,20,91,11,68,7,1,6.1818,0.000939
uf20-0450.cnf,uf20-91,ok,SAT,20,91,11,45,4,1,4.0909,0.000921
uf20-0451.cnf,uf20-91,ok,SAT,20,91,8,47,3,1,5.8750,0.000893
uf20-0452.cnf,uf20-91,ok,SAT,20,91,6,20,0,1,3.3333,0.000909
uf20-0453.cnf,uf20-91,ok,SAT,20,91,19,97,13,1,5.1053,0.000946
uf20-0454.cnf,uf20-91,ok,SAT,20,91,15,78,10,1,5.2000,0.000953
uf20-0455.cnf,uf20-91,ok,SAT,20,91,14,82,7,1,5.8571,0.000915
uf20-0456.cnf,uf20-91,ok,SAT,20,91,7,20,0,1,2.8571,0.000912
uf20-0457.cnf,uf20-91,ok,SAT,20,91,8,22,1,1,2.7500,0.000883
uf20-0458.cnf,uf20-91,ok,SAT,20,91,18,128,16,1,7.1111,0.000926
uf20-0459.cnf,uf20-91,ok,SAT,20,91,12,50,5,1,4.1667,0.000947
uf20-046.cnf,uf20-91,ok,SAT,20,91,8,37,3,1,4.6250,0.000957
uf20-0460.cnf,uf20-91,ok,SAT,20,91,11,57,4,1,5.1818,0.000999
uf20-0461.cnf,uf20-91,ok,SAT,20,91,9,66,7,1,7.3333,0.000922
uf20-0462.cnf,uf20-91,ok,SAT,20,91,9,45,3,1,5.0000,0.00095
uf20-0463.cnf,uf20-91,ok,SAT,20,91,10,73,8,1,7.3000,0.000921
uf20-0464.cnf,uf20-91,ok,SAT,20,91,17,95,12,1,5.5882,0.0009
uf20-0465.cnf,uf20-91,ok,SAT,20,91,20,137,15,1,6.8500,0.000964
uf20-0466.cnf,uf20-91,ok,SAT,20,91,7,27,1,1,3.8571,0.000909
uf20-0467.cnf,uf20-91,ok,SAT,20,91,9,50,6,1,5.5556,0.000952
uf20-0468.cnf,uf20-91,ok,SAT,20,91,6,30,1,1,5.0000,0.000906
uf20-0469.cnf,uf20-91,ok,SAT,20,91,11,34,4,1,3.0909,0.000956
uf20-047.cnf,uf20-91,ok,SAT,20,91,7,21,1,1,3.0000,0.000913
uf20-0470.cnf,uf20-91,ok,SAT,20,91,6,19,0,1,3.1667,0.000944
uf20-0471.cnf,uf20-91,ok,SAT,20,91,16,88,10,1,5.5000,0.000912
uf20-0472.cnf,uf20-91,ok,SAT,20,91,13,54,5,1,4.1538,0.000946
uf20-0473.cnf,uf20-91,ok,SAT,20,91,15,80,9,1,5.3333,0.0009
uf20-0474.cnf,uf20-91,ok,SAT,20,91,8,22,1,1,2.7500,0.000917
uf20-0475.cnf,uf20-91,ok,SAT,20,91,8,57,4,1,7.1250,0.000897
uf20-0476.cnf,uf20-91,ok,SAT,20,91,7,40,3,1,5.7143,0.000941
uf20-0477.cnf,uf20-91,ok,SAT,20,91,10,51,6,1,5.1000,0.000919
uf20-0478.cnf,uf20-91,ok,SAT,20,91,18,77,10,1,4.2778,0.0009
uf20-0479.cnf,uf20-91,ok,SAT,20,91,7,35,2,1,5.0000,0.000965
uf20-048.cnf,uf20-91,ok,SAT,20,91,4,42,3,1,10.5000,0.000911
uf20-0480.cnf,uf20-91,ok,SAT,20,91,7,26,1,1,3.7143,0.000949
uf20-0481.cnf,uf20-91,ok,SAT,20,91,15,63,9,1,4.2000,0.000918
uf20-0482.cnf,uf20-91,ok,SAT,20,91,8,26,1,1,3.2500,0.000951
uf20-0483.cnf,uf20-91,ok,SAT,20,91,10,37,3,1,3.7000,0.000906
uf20-0484.cnf,uf20-91,ok,SAT,20,91,5,19,0,1,3.8000,0.000951
uf20-0485.cnf,uf20-91,ok,SAT,20,91,12,62,6,1,5.1667,0.000902
uf20-0486.cnf,uf20-91,ok,SAT,20,91,10,52,6,1,5.2000,0.0009
uf20-0487.cnf,uf20-91,ok,SAT,20,91,7,31,3,1,4.4286,0.000917
uf20-0488.cnf,uf20-91,ok,SAT,20,91,12,77,6,1,6.4167,0.000969
uf20-0489.cnf,uf20-91,ok,SAT,20,91,13,59,7,1,4.5385,0.000911
uf20-049.cnf,uf20-91,ok,SAT,20,91,7,19,0,1,2.7143,0.000949
uf20-0490.cnf,uf20-91,ok,SAT,20,91,10,68,7,1,6.8000,0.000901
uf20-0491.cnf,uf20-91,ok,SAT,20,91,19,106,12,1,5.5789,0.000952
uf20-0492.cnf,uf20-91,ok,SAT,20,91,6,36,2,1,6.0000,0.000896
uf20-0493.cnf,uf20-91,ok,SAT,20,91,10,71,7,1,7.1000,0.000952
uf20-0494.cnf,uf20-91,ok,SAT,20,91,9,49,3,1,5.4444,0.000894
uf20-0495.cnf,uf20-91,ok,SAT,20,91,24,113,17,1,4.7083,0.000953
uf20-0496.cnf,uf20-91,ok,SAT,20,91,12,42,5,1,3.5000,0.000898
uf20-0497.cnf,uf20-91,ok,SAT,20,91,8,22,1,1,2.7500,0.000971
uf20-0498.cnf,uf20-91,ok,SAT,20,91,15,81,11,1,5.4000,0.000926
uf20-0499.cnf,uf20-91,ok,SAT,20,91,10,32,2,1,3.2000,0.000956
uf20-05.cnf,uf20-91,ok,SAT,20,91,11,69,7,1,6.2727,0.000915
uf20-050.cnf,uf20-91,ok,SAT,20,91,9,59,5,1,6.5556,0.000938
uf20-0500.cnf,uf20-91,ok,SAT,20,91,9,55,4,1,6.1111,0.000941
uf20-0501.cnf,uf20-91,ok,SAT,20,91,13,67,8,1,5.1538,0.000902
uf20-0502.cnf,uf20-91,ok,SAT,20,91,14,67,7,1,4.7857,0.000924
uf20-0503.cnf,uf20-91,ok,SAT,20,91,9,30,1,1,3.3333,0.000942
uf20-0504.cnf,uf20-91,ok,SAT,20,91,10,58,6,1,5.8000,0.00091
uf20-0505.cnf,uf20-91,ok,SAT,20,91,6,35,2,1,5.8333,0.000954
uf20-0506.cnf,uf20-91,ok,SAT,20,91,7,30,1,1,4.2857,0.000891
uf20-0507.cnf,uf20-91,ok,SAT,20,91,10,19,0,1,1.9000,0.000953
uf20-0508.cnf,uf20-91,ok,SAT,20,91,10,52,4,1,5.2000,0.000917
uf20-0509.cnf,uf20-91,ok,SAT,20,91,11,73,7,1,6.6364,0.000956
uf20-051.cnf,uf20-91,ok,SAT,20,91,14,65,7,1,4.6429,0.00093
uf20-0510.cnf,uf20-91,ok,SAT,20,91,8,42,3,1,5.2500,0.000929
uf20-0511.cnf,uf20-91,ok,SAT,20,91,5,19,0,1,3.8000,0.000903
uf20-0512.cnf,uf20-91,ok,SAT,20,91,11,39,4,1,3.5455,0.000913
uf20-0513.cnf,uf20-91,ok,SAT,20,91,11,61,5,1,5.5455,0.000895
uf20-0514.cnf,uf20-91,ok,SAT,20,91,6,39,3,1,6.5000,0.000958
uf20-0515.cnf,uf20-91,ok,SAT,20,91,10,61,4,1,6.1000,0.000927
uf20-0516.cnf,uf20-91,ok,SAT,20,91,16,52,7,1,3.2500,0.000942
uf20-0517.cnf,uf20-91,ok,SAT,20,91,16,92,9,1,5.7500,0.000949
uf20-0518.cnf,uf20-91,ok,SAT,20,91,9,59,5,1,6.5556,0.000963
uf20-0519.cnf,uf20-91,ok,SAT,20,91,8,36,3,1,4.5000,0.000897
uf20-052.cnf,uf20-91,ok,SAT,20,91,3,19,1,1,6.3333,0.000945
uf20-0520.cnf,uf20-91,ok,SAT,20,91,8,40,3,1,5.0000,0.000897
uf20-0521.cnf,uf20-91,ok,SAT,20,91,15,103,12,1,6.8667,0.000916
uf20-0522.cnf,uf20-91,ok,SAT,20,91,7,35,3,1,5.0000,0.000961
uf20-0523.cnf,uf20-91,ok,SAT,20,91,11,60,6,1,5.4545,0.000924
uf20-0524.cnf,uf20-91,ok,SAT,20,91,9,59,5,1,6.5556,0.000902
uf20-0525.cnf,uf20-91,ok,SAT,20,91,7,18,0,1,2.5714,0.000928
uf20-0526.cnf,uf20-91,ok,SAT,20,91,13,72,8,1,5.5385,0.000957
uf20-0527.cnf,uf20-91,ok,SAT,20,91,16,61,6,1,3.8125,0.000902
uf20-0528.cnf,uf20-91,ok,SAT,20,91,5,25,1,1,5.0000,0.000944
uf20-0529.cnf,uf20-91,ok,SAT,20,91,15,61,6,1,4.0667,0.000911
uf20-053.cnf,uf20-91,ok,SAT,20,91,11,62,5,1,5.6364,0.000952
uf20-0530.cnf,uf20-91,ok,SAT,20,91,7,48,5,1,6.8571,0.000909
uf20-0531.cnf,uf20-91,ok,SAT,20,91,10,32,2,1,3.2000,0.000934
uf20-0532.cnf,uf20-91,ok,SAT,20,91,8,73,5,1,9.1250,0.000956
uf20-0533.cnf,uf20-91,ok,SAT,20,91,8,33,3,1,4.1250,0.000905
uf20-0534.cnf,uf20-91,ok,SAT,20,91,6,32,1,1,5.3333,0.000899
uf20-0535.cnf,uf20-91,ok,SAT,20,91,11,19,1,1,1.7273,0.000951
uf20-0536.cnf,uf20-91,ok,SAT,20,91,11,71,7,1,6.4545,0.000951
uf20-0537.cnf,uf20-91,ok,SAT,20,91,9,36,3,1,4.0000,0.000909
uf20-0538.cnf,uf20-91,ok,SAT,20,91,14,83,8,1,5.9286,0.000914
uf20-0539.cnf,uf20-91,ok,SAT,20,91,6,25,2,1,4.1667,0.000913
uf20-054.cnf,uf20-91,ok,SAT,20,91,8,19,0,1,2.3750,0.000943
uf20-0540.cnf,uf20-91,ok,SAT,20,91,8,32,3,1,4.0000,0.000975
uf20-0541.cnf,uf20-91,ok,SAT,20,91,13,58,7,1,4.4615,0.000968
uf20-0542.cnf,uf20-91,ok,SAT,20,91,13,85,9,1,6.5385,0.000913
uf20-0543.cnf,uf20-91,ok,SAT,20,91,7,35,2,1,5.0000,0.000911
uf20-0544.cnf,uf20-91,ok,SAT,20,91,12,33,3,1,2.7500,0.000958
uf20-0545.cnf,uf20-91,ok,SAT,20,91,12,89,9,1,7.4167,0.000902
uf20-0546.cnf,uf20-91,ok,SAT,20,91,10,53,6,1,5.3000,0.000968
uf20-0547.cnf,uf20-91,ok,SAT,20,91,8,39,4,1,4.8750,0.000938
uf20-0548.cnf,uf20-91,ok,SAT,20,91,7,47,2,1,6.7143,0.000969
uf20-0549.cnf,uf20-91,ok,SAT,20,91,11,29,1,1,2.6364,0.000892
uf20-055.cnf,uf20-91,ok,SAT,20,91,12,65,7,1,5.4167,0.000946
uf20-0550.cnf,uf20-91,ok,SAT,20,91,9,87,8,1,9.6667,0.000937
uf20-0551.cnf,uf20-91,ok,SAT,20,91,12,73,7,1,6.0833,0.000967
uf20-0552.cnf,uf20-91,ok,SAT,20,91,16,96,12,1,6.0000,0.000919
uf20-0553.cnf,uf20-91,ok,SAT,20,91,8,49,4,1,6.1250,0.000953
uf20-0554.cnf,uf20-91,ok,SAT,20,91,11,48,4,1,4.3636,0.000889
uf20-0555.cnf,uf20-91,ok,SAT,20,91,11,54,5,1,4.9091,0.000961
uf20-0556.cnf,uf20-91,ok,SAT,20,91,9,39,3,1,4.3333,0.000913
uf20-0557.cnf,uf20-91,ok,SAT,20,91,11,30,4,1,2.7273,0.00091
uf20-0558.cnf,uf20-91,ok,SAT,20,91,7,19,0,1,2.7143,0.000982
uf20-0559.cnf,uf20-91,ok,SAT,20,91,11,42,5,1,3.8182,0.00097
uf20-056.cnf,uf20-91,ok,SAT,20,91,5,20,0,1,4.0000,0.000896
uf20-0560.cnf,uf20-91,ok,SAT,20,91,10,87,7,1,8.7000,0.000946
uf20-0561.cnf,uf20-91,ok,SAT,20,91,6,35,3,1,5.8333,0.000894
uf20-0562.cnf,uf20-91,ok,SAT,20,91,7,38,3,1,5.4286,0.000945
uf20-0563.cnf,uf20-91,ok,SAT,20,91,12,63,7,1,5.2500,0.000939
uf20-0564.cnf,uf20-91,ok,SAT,20,91,12,69,8,1,5.7500,0.000955
uf20-0565.cnf,uf20-91,ok,SAT,20,91,15,39,3,1,2.6000,0.000914
uf20-0566.cnf,uf20-91,ok,SAT,20,91,11,66,5,1,6.0000,0.000945
uf20-0567.cnf,uf20-91,ok,SAT,20,91,10,19,0,1,1.9000,0.000915
uf20-0568.cnf,uf20-91,ok,SAT,20,91,8,38,3,1,4.7500,0.000943
uf20-0569.cnf,uf20-91,ok,SAT,20,91,10,26,2,1,2.6000,0.000899
uf20-057.cnf,uf20-91,ok,SAT,20,91,12,64,7,1,5.3333,0.000976
uf20-0570.cnf,uf20-91,ok,SAT,20,91,4,19,0,1,4.7500,0.000925
uf20-0571.cnf,uf20-91,ok,SAT,20,91,7,19,0,1,2.7143,0.000921
uf20-0572.cnf,uf20-91,ok,SAT,20,91,4,30,1,1,7.5000,0.000949
uf20-0573.cnf,uf20-91,ok,SAT,20,91,9,63,6,1,7.0000,0.000956
uf20-0574.cnf,uf20-91,ok,SAT,20,91,8,38,3,1,4.7500,0.000932
uf20-0575.cnf,uf20-91,ok,SAT,20,91,17,126,13,1,7.4118,0.000949
uf20-0576.cnf,uf20-91,ok,SAT,20,91,12,91,11,1,7.5833,0.000957
uf20-0577.cnf,uf20-91,ok,SAT,20,91,11,32,2,1,2.9091,0.000908
uf20-0578.cnf,uf20-91,ok,SAT,20,91,8,25,1,1,3.1250,0.000923
uf20-0579.cnf,uf20-91,ok,SAT,20,91,19,82,11,1,4.3158,0.00095
uf20-058.cnf,uf20-91,ok,SAT,20,91,1,7,0,1,7.0000,0.001017
uf20-0580.cnf,uf20-91,ok,SAT,20,91,12,53,5,1,4.4167,0.000985
uf20-0581.cnf,uf20-91,ok,SAT,20,91,8,40,3,1,5.0000,0.000905
uf20-0582.cnf,uf20-91,ok,SAT,20,91,14,85,11,1,6.0714,0.000919
uf20-0583.cnf,uf20-91,ok,SAT,20,91,12,61,6,1,5.0833,0.000899
uf20-0584.cnf,uf20-91,ok,SAT,20,91,17,117,14,1,6.8824,0.000932
uf20-0585.cnf,uf20-91,ok,SAT,20,91,8,45,2,1,5.6250,0.000943
uf20-0586.cnf,uf20-91,ok,SAT,20,91,7,20,2,1,2.8571,0.000959
uf20-0587.cnf,uf20-91,ok,SAT,20,91,16,98,10,1,6.1250,0.000904
uf20-0588.cnf,uf20-91,ok,SAT,20,91,9,31,1,1,3.4444,0.000914
uf20-0589.cnf,uf20-91,ok,SAT,20,91,19,118,15,1,6.2105,0.000949
uf20-059.cnf,uf20-91,ok,SAT,20,91,9,45,6,1,5.0000,0.000938
uf20-0590.cnf,uf20-91,ok,SAT,20,91,12,70,6,1,5.8333,0.000923
uf20-0591.cnf,uf20-91,ok,SAT,20,91,16,92,11,1,5.7500,0.000947
uf20-0592.cnf,uf20-91,ok,SAT,20,91,9,57,4,1,6.3333,0.000918
uf20-0593.cnf,uf20-91,ok,SAT,20,91,16,96,10,1,6.0000,0.000956
uf20-0594.cnf,uf20-91,ok,SAT,20,91,15,110,14,1,7.3333,0.000922
uf20-0595.cnf,uf20-91,ok,SAT,20,91,9,37,3,1,4.1111,0.00095
uf20-0596.cnf,uf20-91,ok,SAT,20,91,13,101,10,1,7.7692,0.000982
uf20-0597.cnf,uf20-91,ok,SAT,20,91,16,102,11,1,6.3750,0.000965
uf20-0598.cnf,uf20-91,ok,SAT,20,91,12,68,6,1,5.6667,0.000908
uf20-0599.cnf,uf20-91,ok,SAT,20,91,13,84,8,1,6.4615,0.000934
uf20-06.cnf,uf20-91,ok,SAT,20,91,16,106,13,1,6.6250,0.000951
uf20-060.cnf,uf20-91,ok,SAT,20,91,9,49,4,1,5.4444,0.000888
uf20-0600.cnf,uf20-91,ok,SAT,20,91,14,72,11,1,5.1429,0.0009
uf20-0601.cnf,uf20-91,ok,SAT,20,91,10,75,6,1,7.5000,0.000933
uf20-0602.cnf,uf20-91,ok,SAT,20,91,6,33,3,1,5.5000,0.000916
uf20-0603.cnf,uf20-91,ok,SAT,20,91,6,20,0,1,3.3333,0.000916
uf20-0604.cnf,uf20-91,ok,SAT,20,91,9,24,1,1,2.6667,0.000944
uf20-0605.cnf,uf20-91,ok,SAT,20,91,6,32,2,1,5.3333,0.000943
uf20-0606.cnf,uf20-91,ok,SAT,20,91,9,61,6,1,6.7778,0.000896
uf20-0607.cnf,uf20-91,ok,SAT,20,91,7,33,3,1,4.7143,0.000949
uf20-0608.cnf,uf20-91,ok,SAT,20,91,11,62,6,1,5.6364,0.000898
uf20-0609.cnf,uf20-91,ok,SAT,20,91,6,24,1,1,4.0000,0.000961
uf20-061.cnf,uf20-91,ok,SAT,20,91,17,117,15,1,6.8824,0.000923
uf20-0610.cnf,uf20-91,ok,SAT,20,91,13,66,8,1,5.0769,0.000947
uf20-0611.cnf,uf20-91,ok,SAT,20,91,5,20,0,1,4.0000,0.000882
uf20-0612.cnf,uf20-91,ok,SAT,20,91,16,79,11,1,4.9375,0.000947
uf20-0613.cnf,uf20-91,ok,SAT,20,91,6,29,1,1,4.8333,0.000886
uf20-0614.cnf,uf20-91,ok,SAT,20,91,13,81,10,1,6.2308,0.000947
uf20-0615.cnf,uf20-91,ok,SAT,20,91,7,29,1,1,4.1429,0.000918
uf20-0616.cnf,uf20-91,ok,SAT,20,91,9,32,3,1,3.5556,0.000957
uf20-0617.cnf,uf20-91,ok,SAT,20,91,5,23,1,1,4.6000,0.000927
uf20-0618.cnf,uf20-91,ok,SAT,20,91,6,30,2,1,5.0000,0.000938
uf20-0619.cnf,uf20-91,ok,SAT,20,91,10,31,2,1,3.1000,0.000906
uf20-062.cnf,uf20-91,ok,SAT,20,91,11,45,3,1,4.0909,0.000917
uf20-0620.cnf,uf20-91,ok,SAT,20,91,11,20,0,1,1.8182,0.00093
uf20-0621.cnf,uf20-91,ok,SAT,20,91,8,51,4,1,6.3750,0.000942
uf20-0622.cnf,uf20-91,ok,SAT,20,91,9,26,2,1,2.8889,0.000908
uf20-0623.cnf,uf20-91,ok,SAT,20,91,14,73,9,1,5.2143,0.000916
uf20-0624.cnf,uf20-91,ok,SAT,20,91,4,31,1,1,7.7500,0.000934
uf20-0625.cnf,uf20-91,ok,SAT,20,91,9,60,5,1,6.6667,0.000943
uf20-0626.cnf,uf20-91,ok,SAT,20,91,6,22,1,1,3.6667,0.000921
uf20-0627.cnf,uf20-91,ok,SAT,20,91,20,110,14,1,5.5000,0.000932
uf20-0628.cnf,uf20-91,ok,SAT,20,91,5,20,0,1,4.0000,0.000939
uf20-0629.cnf,uf20-91,ok,SAT,20,91,15,61,6,1,4.0667,0.000913
uf20-063.cnf,uf20-91,ok,SAT,20,91,14,88,8,1,6.2857,0.000952
uf20-0630.cnf,uf20-91,ok,SAT,20,91,7,35,2,1,5.0000,0.000942
uf20-0631.cnf,uf20-91,ok,SAT,20,91,23,132,15,1,5.7391,0.000913
uf20-0632.cnf,uf20-91,ok,SAT,20,91,4,19,0,1,4.7500,0.000946
uf20-0633.cnf,uf20-91,ok,SAT,20,91,10,70,6,1,7.0000,0.00091
uf20-0634.cnf,uf20-91,ok,SAT,20,91,9,20,1,1,2.2222,0.001057
uf20-0635.cnf,uf20-91,ok,SAT,20,91,21,103,13,1,4.9048,0.000952
uf20-0636.cnf,uf20-91,ok,SAT,20,91,14,89,9,1,6.3571,0.000903
uf20-0637.cnf,uf20-91,ok,SAT,20,91,7,33,3,1,4.7143,0.000914
uf20-0638.cnf,uf20-91,ok,SAT,20,91,6,28,1,1,4.6667,0.000944
uf20-0639.cnf,uf20-91,ok,SAT,20,91,13,55,4,1,4.2308,0.000891
uf20-064.cnf,uf20-91,ok,SAT,20,91,13,53,8,1,4.0769,0.000962
uf20-0640.cnf,uf20-91,ok,SAT,20,91,5,20,0,1,4.0000,0.000965
uf20-0641.cnf,uf20-91,ok,SAT,20,91,6,20,0,1,3.3333,0.000885
uf20-0642.cnf,uf20-91,ok,SAT,20,91,10,25,1,1,2.5000,0.000909
uf20-0643.cnf,uf20-91,ok,SAT,20,91,12,55,4,1,4.5833,0.000889
uf20-0644.cnf,uf20-91,ok,SAT,20,91,4,19,0,1,4.7500,0.000941
uf20-0645.cnf,uf20-91,ok,SAT,20,91,8,52,4,1,6.5000,0.000906
uf20-0646.cnf,uf20-91,ok,SAT,20,91,13,69,7,1,5.3077,0.00095
uf20-0647.cnf,uf20-91,ok,SAT,20,91,15,90,12,1,6.0000,0.000908
uf20-0648.cnf,uf20-91,ok,SAT,20,91,11,66,5,1,6.0000,0.000952
uf20-0649.cnf,uf20-91,ok,SAT,20,91,5,20,0,1,4.0000,0.000935
uf20-065.cnf,uf20-91,ok,SAT,20,91,12,49,5,1,4.0833,0.000923
uf20-0650.cnf,uf20-91,ok,SAT,20,91,16,65,6,1,4.0625,0.000891
uf20-0651.cnf,uf20-91,ok,SAT,20,91,10,29,2,1,2.9000,0.000954
uf20-0652.cnf,uf20-91,ok,SAT,20,91,9,48,5,1,5.3333,0.0009
uf20-0653.cnf,uf20-91,ok,SAT,20,91,7,31,2,1,4.4286,0.000955
uf20-0654.cnf,uf20-91,ok,SAT,20,91,9,47,4,1,5.2222,0.000884
uf20-0655.cnf,uf20-91,ok,SAT,20,91,8,30,2,1,3.7500,0.000931
uf20-0656.cnf,uf20-91,ok,SAT,20,91,13,76,10,1,5.8462,0.000967
uf20-0657.cnf,uf20-91,ok,SAT,20,91,13,30,2,1,2.3077,0.000929
uf20-0658.cnf,uf20-91,ok,SAT,20,91,20,104,15,1,5.2000,0.000948
uf20-0659.cnf,uf20-91,ok,SAT,20,91,12,78,9,1,6.5000,0.000915
uf20-066.cnf,uf20-91,ok,SAT,20,91,22,115,14,1,5.2273,0.000936
uf20-0660.cnf,uf20-91,ok,SAT,20,91,9,46,4,1,5.1111,0.000941
uf20-0661.cnf,uf20-91,ok,SAT,20,91,6,23,1,1,3.8333,0.000909
uf20-0662.cnf,uf20-91,ok,SAT,20,91,14,55,5,1,3.9286,0.000965
uf20-0663.cnf,uf20-91,ok,SAT,20,91,17,69,9,1,4.0588,0.000914
uf20-0664.cnf,uf20-91,ok,SAT,20,91,15,111,14,1,7.4000,0.000932
uf20-0665.cnf,uf20-91,ok,SAT,20,91,7,19,0,1,2.7143,0.000906
uf20-0666.cnf,uf20-91,ok,SAT,20,91,11,58,6,1,5.2727,0.000909
uf20-0667.cnf,uf20-91,ok,SAT,20,91,7,27,1,1,3.8571,0.000945
uf20-0668.cnf,uf20-91,ok,SAT,20,91,11,55,6,1,5.0000,0.00092
uf20-0669.cnf,uf20-91,ok,SAT,20,91,16,120,13,1,7.5000,0.00096
uf20-067.cnf,uf20-91,ok,SAT,20,91,5,27,2,1,5.4000,0.000924
uf20-0670.cnf,uf20-91,ok,SAT,20,91,6,25,1,1,4.1667,0.000946
uf20-0671.cnf,uf20-91,ok,SAT,20,91,8,21,1,1,2.6250,0.000895
uf20-0672.cnf,uf20-91,ok,SAT,20,91,14,72,10,1,5.1429,0.000941
uf20-0673.cnf,uf20-91,ok,SAT,20,91,10,20,0,1,2.0000,0.000876
uf20-0674.cnf,uf20-91,ok,SAT,20,91,6,31,2,1,5.1667,0.000958
uf20-0675.cnf,uf20-91,ok,SAT,20,91,9,67,6,1,7.4444,0.000926
uf20-0676.cnf,uf20-91,ok,SAT,20,91,9,29,1,1,3.2222,0.000886
uf20-0677.cnf,uf20-91,ok,SAT,20,91,5,23,1,1,4.6000,0.000881
uf20-0678.cnf,uf20-91,ok,SAT,20,91,9,52,4,1,5.7778,0.000962
uf20-0679.cnf,uf20-91,ok,SAT,20,91,12,50,6,1,4.1667,0.00089
uf20-068.cnf,uf20-91,ok,SAT,20,91,12,51,6,1,4.2500,0.000943
uf20-0680.cnf,uf20-91,ok,SAT,20,91,9,33,4,1,3.6667,0.00093
uf20-0681.cnf,uf20-91,ok,SAT,20,91,10,55,5,1,5.5000,0.00096
uf20-0682.cnf,uf20-91,ok,SAT,20,91,10,36,3,1,3.6000,0.000882
uf20-0683.cnf,uf20-91,ok,SAT,20,91,8,60,5,1,7.5000,0.000941
uf20-0684.cnf,uf20-91,ok,SAT,20,91,9,29,2,1,3.2222,0.000922
uf20-0685.cnf,uf20-91,ok,SAT,20,91,10,45,4,1,4.5000,0.000948
uf20-0686.cnf,uf20-91,ok,SAT,20,91,4,24,1,1,6.0000,0.000924
uf20-0687.cnf,uf20-91,ok,SAT,20,91,10,44,4,1,4.4000,0.000942
uf20-0688.cnf,uf20-91,ok,SAT,20,91,6,20,0,1,3.3333,0.000904
uf20-0689.cnf,uf20-91,ok,SAT,20,91,10,33,2,1,3.3000,0.000942
uf20-069.cnf,uf20-91,ok,SAT,20,91,5,33,2,1,6.6000,0.000901
uf20-0690.cnf,uf20-91,ok,SAT,20,91,16,45,4,1,2.8125,0.000948
uf20-0691.cnf,uf20-91,ok,SAT,20,91,12,97,9,1,8.0833,0.000937
uf20-0692.cnf,uf20-91,ok,SAT,20,91,12,86,8,1,7.1667,0.000923
uf20-0693.cnf,uf20-91,ok,SAT,20,91,10,69,5,1,6.9000,0.000915
uf20-0694.cnf,uf20-91,ok,SAT,20,91,14,70,11,1,5.0000,0.000953
uf20-0695.cnf,uf20-91,ok,SAT,20,91,11,74,7,1,6.7273,0.000918
uf20-0696.cnf,uf20-91,ok,SAT,20,91,16,67,8,1,4.1875,0.000906
