instance,family,status,result,variables,clauses,decisions,propagations,conflicts,restarts,props_per_decision,cpu_time
flat50-784.cnf,flat50-115,ok,SAT,150,545,15,131,2,1,8.7333,0.001284
flat50-785.cnf,flat50-115,ok,SAT,150,545,14,188,6,1,13.4286,0.001274
flat50-786.cnf,flat50-115,ok,SAT,150,545,18,196,5,1,10.8889,0.001278
flat50-787.cnf,flat50-115,ok,SAT,150,545,13,149,2,1,11.4615,0.001269
flat50-788.cnf,flat50-115,ok,SAT,150,545,18,243,6,1,13.5000,0.001297
flat50-789.cnf,flat50-115,ok,SAT,150,545,21,176,4,1,8.3810,0.001374
flat50-79.cnf,flat50-115,ok,SAT,150,545,10,147,3,1,14.7000,0.001271
flat50-790.cnf,flat50-115,ok,SAT,150,545,17,181,5,1,10.6471,0.001356
flat50-791.cnf,flat50-115,ok,SAT,150,545,20,175,3,1,8.7500,0.001312
flat50-792.cnf,flat50-115,ok,SAT,150,545,12,139,2,1,11.5833,0.00125
flat50-793.cnf,flat50-115,ok,SAT,150,545,9,75,1,1,8.3333,0.0014
flat50-794.cnf,flat50-115,ok,SAT,150,545,10,133,2,1,13.3000,0.001404
flat50-795.cnf,flat50-115,ok,SAT,150,545,22,286,7,1,13.0000,0.001384
flat50-796.cnf,flat50-115,ok,SAT,150,545,16,202,4,1,12.6250,0.00137
flat50-797.cnf,flat50-115,ok,SAT,150,545,13,276,5,1,21.2308,0.00129
flat50-798.cnf,flat50-115,ok,SAT,150,545,11,106,2,1,9.6364,0.001267
flat50-799.cnf,flat50-115,ok,SAT,150,545,13,100,1,1,7.6923,0.001278
flat50-8.cnf,flat50-115,ok,SAT,150,545,25,243,10,1,9.7200,0.001279
flat50-80.cnf,flat50-115,ok,SAT,150,545,14,175,4,1,12.5000,0.001358
flat50-800.cnf,flat50-115,ok,SAT,150,545,21,395,10,1,18.8095,0.001315
flat50-801.cnf,flat50-115,ok,SAT,150,545,14,135,2,1,9.6429,0.001308
flat50-802.cnf,flat50-115,ok,SAT,150,545,14,82,0,1,5.8571,0.001199
flat50-803.cnf,flat50-115,ok,SAT,150,545,12,85,0,1,7.0833,0.001239
flat50-804.cnf,flat50-115,ok,SAT,150,545,29,215,8,1,7.4138,0.001353
flat50-805.cnf,flat50-115,ok,SAT,150,545,22,283,9,1,12.8636,0.001255
flat50-806.cnf,flat50-115,ok,SAT,150,545,15,96,1,1,6.4000,0.00124
flat50-807.cnf,flat50-115,ok,SAT,150,545,15,80,0,1,5.3333,0.001212
flat50-808.cnf,flat50-115,ok,SAT,150,545,10,90,1,1,9.0000,0.001232
flat50-809.cnf,flat50-115,ok,SAT,150,545,18,216,7,1,12.0000,0.001305
flat50-81.cnf,flat50-115,ok,SAT,150,545,16,180,4,1,11.2500,0.001256
flat50-810.cnf,flat50-115,ok,SAT,150,545,18,144,3,1,8.0000,0.001242
flat50-811.cnf,flat50-115,ok,SAT,150,545,17,144,3,1,8.4706,0.001239
flat50-812.cnf,flat50-115,ok,SAT,150,545,21,254,6,1,12.0952,0.001309
flat50-813.cnf,flat50-115,ok,SAT,150,545,15,126,2,1,8.4000,0.001316
flat50-814.cnf,flat50-115,ok,SAT,150,545,9,109,1,1,12.1111,0.001236
flat50-815.cnf,flat50-115,ok,SAT,150,545,12,126,3,1,10.5000,0.00123
flat50-816.cnf,flat50-115,ok,SAT,150,545,19,217,7,1,11.4211,0.001268
flat50-817.cnf,flat50-115,ok,SAT,150,545,12,89,2,1,7.4167,0.001248
flat50-818.cnf,flat50-115,ok,SAT,150,545,17,285,6,1,16.7647,0.001263
flat50-819.cnf,flat50-115,ok,SAT,150,545,15,126,1,1,8.4000,0.001202
flat50-82.cnf,flat50-115,ok,SAT,150,545,18,149,2,1,8.2778,0.001228
flat50-820.cnf,flat50-115,ok,SAT,150,545,8,79,0,1,9.8750,0.001221
flat50-821.cnf,flat50-115,ok,SAT,150,545,17,160,5,1,9.4118,0.001233
flat50-822.cnf,flat50-115,ok,SAT,150,545,20,258,10,1,12.9000,0.001281
flat50-823.cnf,flat50-115,ok,SAT,150,545,12,79,0,1,6.5833,0.001229
flat50-824.cnf,flat50-115,ok,SAT,150,545,14,89,1,1,6.3571,0.001217
flat50-825.cnf,flat50-115,ok,SAT,150,545,21,152,2,1,7.2381,0.001205
flat50-826.cnf,flat50-115,ok,SAT,150,545,20,399,12,1,19.9500,0.00137
flat50-827.cnf,flat50-115,ok,SAT,150,545,15,105,2,1,7.0000,0.001277
flat50-828.cnf,flat50-115,ok,SAT,150,545,20,197,4,1,9.8500,0.001246
flat50-829.cnf,flat50-115,ok,SAT,150,545,25,356,12,1,14.2400,0.001246
flat50-83.cnf,flat50-115,ok,SAT,150,545,13,117,1,1,9.0000,0.001216
flat50-830.cnf,flat50-115,ok,SAT,150,545,24,264,10,1,11.0000,0.001273
flat50-831.cnf,flat50-115,ok,SAT,150,545,20,187,5,1,9.3500,0.001217
flat50-832.cnf,flat50-115,ok,SAT,150,545,15,150,2,1,10.0000,0.001284
flat50-833.cnf,flat50-115,ok,SAT,150,545,20,264,9,1,13.2000,0.001283
flat50-834.cnf,flat50-115,ok,SAT,150,545,19,179,7,1,9.4211,0.001312
flat50-835.cnf,flat50-115,ok,SAT,150,545,18,212,6,1,11.7778,0.001255
flat50-836.cnf,flat50-115,ok,SAT,150,545,14,163,3,1,11.6429,0.001246
flat50-837.cnf,flat50-115,ok,SAT,150,545,17,97,1,1,5.7059,0.001266
flat50-838.cnf,flat50-115,ok,SAT,150,545,14,155,3,1,11.0714,0.001241
flat50-839.cnf,flat50-115,ok,SAT,150,545,11,140,3,1,12.7273,0.001275
flat50-84.cnf,flat50-115,ok,SAT,150,545,30,596,16,1,19.8667,0.001305
flat50-840.cnf,flat50-115,ok,SAT,150,545,23,413,15,1,17.9565,0.001342
flat50-841.cnf,flat50-115,ok,SAT,150,545,35,377,18,1,10.7714,0.001241
flat50-842.cnf,flat50-115,ok,SAT,150,545,12,202,3,1,16.8333,0.001247
flat50-843.cnf,flat50-115,ok,SAT,150,545,19,321,12,1,16.8947,0.001279
flat50-844.cnf,flat50-115,ok,SAT,150,545,20,84,1,1,4.2000,0.00127
flat50-845.cnf,flat50-115,ok,SAT,150,545,17,185,4,1,10.8824,0.001285
flat50-846.cnf,flat50-115,ok,SAT,150,545,11,135,1,1,12.2727,0.001283
flat50-847.cnf,flat50-115,ok,SAT,150,545,22,488,14,1,22.1818,0.001323
flat50-848.cnf,flat50-115,ok,SAT,150,545,15,137,3,1,9.1333,0.001269
flat50-849.cnf,flat50-115,ok,SAT,150,545,14,176,3,1,12.5714,0.001355
flat50-85.cnf,flat50-115,ok,SAT,150,545,16,110,1,1,6.8750,0.001389
flat50-850.cnf,flat50-115,ok,SAT,150,545,14,117,1,1,8.3571,0.001234
flat50-851.cnf,flat50-115,ok,SAT,150,545,20,304,11,1,15.2000,0.001306
flat50-852.cnf,flat50-115,ok,SAT,150,545,31,606,22,1,19.5484,0.001393
flat50-853.cnf,flat50-115,ok,SAT,150,545,14,129,2,1,9.2143,0.001315
flat50-854.cnf,flat50-115,ok,SAT,150,545,13,180,2,1,13.8462,0.001255
flat50-855.cnf,flat50-115,ok,SAT,150,545,11,87,1,1,7.9091,0.001289
flat50-856.cnf,flat50-115,ok,SAT,150,545,17,72,1,1,4.2353,0.001234
flat50-857.cnf,flat50-115,ok,SAT,150,545,18,362,7,1,20.1111,0.001312
flat50-858.cnf,flat50-115,ok,SAT,150,545,20,328,7,1,16.4000,0.001258
flat50-859.cnf,flat50-115,ok,SAT,150,545,15,198,4,1,13.2000,0.001243
flat50-86.cnf,flat50-115,ok,SAT,150,545,15,87,0,1,5.8000,0.001262
flat50-860.cnf,flat50-115,ok,SAT,150,545,10,114,1,1,11.4000,0.001213
flat50-861.cnf,flat50-115,ok,SAT,150,545,15,79,0,1,5.2667,0.001273
flat50-862.cnf,flat50-115,ok,SAT,150,545,13,207,5,1,15.9231,0.00128
flat50-863.cnf,flat50-115,ok,SAT,150,545,17,166,5,1,9.7647,0.001201
flat50-864.cnf,flat50-115,ok,SAT,150,545,26,358,11,1,13.7692,0.001262
flat50-865.cnf,flat50-115,ok,SAT,150,545,13,80,1,1,6.1538,0.001254
flat50-866.cnf,flat50-115,ok,SAT,150,545,25,402,12,1,16.0800,0.001237
flat50-867.cnf,flat50-115,ok,SAT,150,545,14,129,2,1,9.2143,0.001223
flat50-868.cnf,flat50-115,ok,SAT,150,545,16,172,4,1,10.7500,0.001224
flat50-869.cnf,flat50-115,ok,SAT,150,545,12,100,1,1,8.3333,0.001298
flat50-87.cnf,flat50-115,ok,SAT,150,545,20,176,5,1,8.8000,0.001441
flat50-870.cnf,flat50-115,ok,SAT,150,545,30,468,13,1,15.6000,0.001399
flat50-871.cnf,flat50-115,ok,SAT,150,545,19,334,8,1,17.5789,0.00127
flat50-872.cnf,flat50-115,ok,SAT,150,545,18,427,10,1,23.7222,0.001291
flat50-873.cnf,flat50-115,ok,SAT,150,545,17,233,5,1,13.7059,0.00135
flat50-874.cnf,flat50-115,ok,SAT,150,545,13,104,2,1,8.0000,0.001383
flat50-875.cnf,flat50-115,ok,SAT,150,545,18,249,7,1,13.8333,0.001429
flat50-876.cnf,flat50-115,ok,SAT,150,545,15,151,3,1,10.0667,0.001336
flat50-877.cnf,flat50-115,ok,SAT,150,545,19,164,6,1,8.6316,0.001304
flat50-878.cnf,flat50-115,ok,SAT,150,545,17,155,4,1,9.1176,0.001379
flat50-879.cnf,flat50-115,ok,SAT,150,545,10,72,0,1,7.2000,0.001555
flat50-88.cnf,flat50-115,ok,SAT,150,545,15,154,4,1,10.2667,0.001294
flat50-880.cnf,flat50-115,ok,SAT,150,545,11,138,2,1,12.5455,0.001287
flat50-881.cnf,flat50-115,ok,SAT,150,545,29,391,12,1,13.4828,0.001376
flat50-882.cnf,flat50-115,ok,SAT,150,545,12,75,0,1,6.2500,0.001278
flat50-883.cnf,flat50-115,ok,SAT,150,545,29,527,14,1,18.1724,0.001315
flat50-884.cnf,flat50-115,ok,SAT,150,545,13,82,0,1,6.3077,0.001354
flat50-885.cnf,flat50-115,ok,SAT,150,545,34,745,23,1,21.9118,0.001284
flat50-886.cnf,flat50-115,ok,SAT,150,545,13,162,3,1,12.4615,0.001285
flat50-887.cnf,flat50-115,ok,SAT,150,545,26,238,7,1,9.1538,0.001228
flat50-888.cnf,flat50-115,ok,SAT,150,545,29,499,14,1,17.2069,0.001345
flat50-889.cnf,flat50-115,ok,SAT,150,545,11,79,0,1,7.1818,0.001206
flat50-89.cnf,flat50-115,ok,SAT,150,545,35,715,24,1,20.4286,0.00129
flat50-890.cnf,flat50-115,ok,SAT,150,545,16,184,5,1,11.5000,0.001265
flat50-891.cnf,flat50-115,ok,SAT,150,545,17,137,3,1,8.0588,0.001223
flat50-892.cnf,flat50-115,ok,SAT,150,545,11,135,2,1,12.2727,0.001258
flat50-893.cnf,flat50-115,ok,SAT,150,545,15,82,1,1,5.4667,0.001244
flat50-894.cnf,flat50-115,ok,SAT,150,545,21,186,5,1,8.8571,0.001212
flat50-895.cnf,flat50-115,ok,SAT,150,545,42,970,31,1,23.0952,0.001333
flat50-896.cnf,flat50-115,ok,SAT,150,545,17,117,4,1,6.8824,0.001241
flat50-897.cnf,flat50-115,ok,SAT,150,545,12,121,3,1,10.0833,0.001201
flat50-898.cnf,flat50-115,ok,SAT,150,545,24,360,10,1,15.0000,0.001265
flat50-899.cnf,flat50-115,ok,SAT,150,545,14,147,3,1,10.5000,0.001233
flat50-9.cnf,flat50-115,ok,SAT,150,545,26,369,12,1,14.1923,0.00128
flat50-90.cnf,flat50-115,ok,SAT,150,545,22,412,14,1,18.7273,0.001238
flat50-900.cnf,flat50-115,ok,SAT,150,545,18,237,5,1,13.1667,0.001261
flat50-901.cnf,flat50-115,ok,SAT,150,545,13,118,2,1,9.0769,0.001249
flat50-902.cnf,flat50-115,ok,SAT,150,545,15,131,3,1,8.7333,0.001397
flat50-903.cnf,flat50-115,ok,SAT,150,545,26,314,11,1,12.0769,0.001374
flat50-904.cnf,flat50-115,ok,SAT,150,545,11,111,2,1,10.0909,0.001262
flat50-905.cnf,flat50-115,ok,SAT,150,545,21,364,11,1,17.3333,0.001335
flat50-906.cnf,flat50-115,ok,SAT,150,545,10,75,0,1,7.5000,0.001255
flat50-907.cnf,flat50-115,ok,SAT,150,545,28,417,15,1,14.8929,0.001323
flat50-908.cnf,flat50-115,ok,SAT,150,545,15,345,8,1,23.0000,0.001269
flat50-909.cnf,flat50-115,ok,SAT,150,545,21,124,2,1,5.9048,0.001314
flat50-91.cnf,flat50-115,ok,SAT,150,545,13,106,1,1,8.1538,0.001262
flat50-910.cnf,flat50-115,ok,SAT,150,545,15,308,9,1,20.5333,0.001254
flat50-911.cnf,flat50-115,ok,SAT,150,545,17,161,5,1,9.4706,0.001291
flat50-912.cnf,flat50-115,ok,SAT,150,545,15,122,2,1,8.1333,0.001219
flat50-913.cnf,flat50-115,ok,SAT,150,545,26,407,12,1,15.6538,0.001276
flat50-914.cnf,flat50-115,ok,SAT,150,545,14,115,2,1,8.2143,0.001301
flat50-915.cnf,flat50-115,ok,SAT,150,545,16,190,7,1,11.8750,0.001286
flat50-916.cnf,flat50-115,ok,SAT,150,545,12,213,4,1,17.7500,0.001327
flat50-917.cnf,flat50-115,ok,SAT,150,545,13,286,6,1,22.0000,0.001242
flat50-918.cnf,flat50-115,ok,SAT,150,545,17,206,7,1,12.1176,0.001264
flat50-919.cnf,flat50-115,ok,SAT,150,545,19,210,5,1,11.0526,0.00121
flat50-92.cnf,flat50-115,ok,SAT,150,545,24,229,8,1,9.5417,0.001311
flat50-920.cnf,flat50-115,ok,SAT,150,545,18,113,1,1,6.2778,0.001231
flat50-921.cnf,flat50-115,ok,SAT,150,545,19,149,6,1,7.8421,0.001204
flat50-922.cnf,flat50-115,ok,SAT,150,545,23,249,8,1,10.8261,0.00131
flat50-923.cnf,flat50-115,ok,SAT,150,545,21,302,9,1,14.3810,0.001237
flat50-924.cnf,flat50-115,ok,SAT,150,545,13,150,4,1,11.5385,0.001278
flat50-925.cnf,flat50-115,ok,SAT,150,545,18,145,3,1,8.0556,0.001246
flat50-926.cnf,flat50-115,ok,SAT,150,545,13,272,5,1,20.9231,0.001239
flat50-927.cnf,flat50-115,ok,SAT,150,545,22,355,11,1,16.1364,0.001264
flat50-928.cnf,flat50-115,ok,SAT,150,545,24,364,13,1,15.1667,0.0013
flat50-929.cnf,flat50-115,ok,SAT,150,545,15,244,6,1,16.2667,0.001372
flat50-93.cnf,flat50-115,ok,SAT,150,545,27,223,10,1,8.2593,0.00127
flat50-930.cnf,flat50-115,ok,SAT,150,545,15,131,2,1,8.7333,0.001223
flat50-931.cnf,flat50-115,ok,SAT,150,545,13,79,0,1,6.0769,0.001297
flat50-932.cnf,flat50-115,ok,SAT,150,545,15,120,2,1,8.0000,0.001286
flat50-933.cnf,flat50-115,ok,SAT,150,545,16,179,5,1,11.1875,0.001248
flat50-934.cnf,flat50-115,ok,SAT,150,545,15,128,1,1,8.5333,0.001243
flat50-935.cnf,flat50-115,ok,SAT,150,545,26,377,13,1,14.5000,0.001329
flat50-936.cnf,flat50-115,ok,SAT,150,545,27,462,15,1,17.1111,0.001255
flat50-937.cnf,flat50-115,ok,SAT,150,545,17,103,2,1,6.0588,0.001307
flat50-938.cnf,flat50-115,ok,SAT,150,545,12,146,2,1,12.1667,0.00123
flat50-939.cnf,flat50-115,ok,SAT,150,545,15,139,2,1,9.2667,0.00122
flat50-94.cnf,flat50-115,ok,SAT,150,545,17,379,11,1,22.2941,0.001232
flat50-940.cnf,flat50-115,ok,SAT,150,545,46,968,31,1,21.0435,0.00133
flat50-941.cnf,flat50-115,ok,SAT,150,545,16,290,8,1,18.1250,0.001229
flat50-942.cnf,flat50-115,ok,SAT,150,545,28,178,5,1,6.3571,0.00127
flat50-943.cnf,flat50-115,ok,SAT,150,545,18,82,1,1,4.5556,0.001239
flat50-944.cnf,flat50-115,ok,SAT,150,545,12,135,2,1,11.2500,0.001238
flat50-945.cnf,flat50-115,ok,SAT,150,545,21,181,3,1,8.6190,0.001267
flat50-946.cnf,flat50-115,ok,SAT,150,545,13,82,1,1,6.3077,0.001228
flat50-947.cnf,flat50-115,ok,SAT,150,545,11,156,3,1,14.1818,0.001239
flat50-948.cnf,flat50-115,ok,SAT,150,545,11,90,1,1,8.1818,0.001203
flat50-949.cnf,flat50-115,ok,SAT,150,545,21,197,7,1,9.3810,0.001232
flat50-95.cnf,flat50-115,ok,SAT,150,545,13,155,3,1,11.9231,0.001234
flat50-950.cnf,flat50-115,ok,SAT,150,545,12,85,1,1,7.0833,0.001226
flat50-951.cnf,flat50-115,ok,SAT,150,545,21,305,7,1,14.5238,0.001257
flat50-952.cnf,flat50-115,ok,SAT,150,545,18,262,6,1,14.5556,0.001234
flat50-953.cnf,flat50-115,ok,SAT,150,545,13,74,0,1,5.6923,0.001226
flat50-954.cnf,flat50-115,ok,SAT,150,545,23,243,4,1,10.5652,0.001221
flat50-955.cnf,flat50-115,ok,SAT,150,545,17,261,5,1,15.3529,0.001271
flat50-956.cnf,flat50-115,ok,SAT,150,545,18,184,4,1,10.2222,0.001243
flat50-957.cnf,flat50-115,ok,SAT,150,545,18,229,8,1,12.7222,0.001309
flat50-958.cnf,flat50-115,ok,SAT,150,545,14,250,7,1,17.8571,0.001305
flat50-959.cnf,flat50-115,ok,SAT,150,545,29,576,19,1,19.8621,0.001349
flat50-96.cnf,flat50-115,ok,SAT,150,545,12,103,1,1,8.5833,0.001247
flat50-960.cnf,flat50-115,ok,SAT,150,545,18,205,7,1,11.3889,0.001249
flat50-961.cnf,flat50-115,ok,SAT,150,545,26,442,17,1,17.0000,0.001434
flat50-962.cnf,flat50-115,ok,SAT,150,545,9,77,0,1,8.5556,0.001296
flat50-963.cnf,flat50-115,ok,SAT,150,545,14,131,2,1,9.3571,0.001377
flat50-964.cnf,flat50-115,ok,SAT,150,545,27,579,19,1,21.4444,0.001363
flat50-965.cnf,flat50-115,ok,SAT,150,545,10,76,0,1,7.6000,0.001259
flat50-966.cnf,flat50-115,ok,SAT,150,545,18,239,9,1,13.2778,0.001311
flat50-967.cnf,flat50-115,ok,SAT,150,545,21,244,9,1,11.6190,0.001361
flat50-968.cnf,flat50-115,ok,SAT,150,545,14,110,1,1,7.8571,0.001253
flat50-969.cnf,flat50-115,ok,SAT,150,545,25,286,9,1,11.4400,0.001378
flat50-97.cnf,flat50-115,ok,SAT,150,545,18,79,1,1,4.3889,0.001286
flat50-970.cnf,flat50-115,ok,SAT,150,545,20,100,2,1,5.0000,0.001316
flat50-971.cnf,flat50-115,ok,SAT,150,545,23,401,12,1,17.4348,0.001266
flat50-972.cnf,flat50-115,ok,SAT,150,545,9,221,3,1,24.5556,0.001362
flat50-973.cnf,flat50-115,ok,SAT,150,545,26,416,12,1,16.0000,0.001463
flat50-974.cnf,flat50-115,ok,SAT,150,545,15,96,1,1,6.4000,0.001249
flat50-975.cnf,flat50-115,ok,SAT,150,545,14,103,3,1,7.3571,0.001269
flat50-976.cnf,flat50-115,ok,SAT,150,545,16,77,0,1,4.8125,0.001309
flat50-977.cnf,flat50-115,ok,SAT,150,545,24,240,9,1,10.0000,0.001299
flat50-978.cnf,flat50-115,ok,SAT,150,545,13,143,4,1,11.0000,0.001345
flat50-979.cnf,flat50-115,ok,SAT,150,545,19,183,4,1,9.6316,0.001271
flat50-98.cnf,flat50-115,ok,SAT,150,545,14,103,2,1,7.3571,0.001257
flat50-980.cnf,flat50-115,ok,SAT,150,545,18,311,8,1,17.2778,0.001317
flat50-981.cnf,flat50-115,ok,SAT,150,545,16,153,2,1,9.5625,0.001228
flat50-982.cnf,flat50-115,ok,SAT,150,545,16,207,5,1,12.9375,0.001208
flat50-983.cnf,flat50-115,ok,SAT,150,545,23,155,2,1,6.7391,0.001242
flat50-984.cnf,flat50-115,ok,SAT,150,545,22,324,10,1,14.7273,0.00121
flat50-985.cnf,flat50-115,ok,SAT,150,545,17,82,1,1,4.8235,0.001327
flat50-986.cnf,flat50-115,ok,SAT,150,545,16,195,6,1,12.1875,0.001253
flat50-987.cnf,flat50-115,ok,SAT,150,545,35,521,17,1,14.8857,0.001237
flat50-988.cnf,flat50-115,ok,SAT,150,545,20,242,8,1,12.1000,0.001234
flat50-989.cnf,flat50-115,ok,SAT,150,545,18,289,7,1,16.0556,0.00129
flat50-99.cnf,flat50-115,ok,SAT,150,545,13,80,0,1,6.1538,0.001229
flat50-990.cnf,flat50-115,ok,SAT,150,545,14,82,0,1,5.8571,0.00123
flat50-991.cnf,flat50-115,ok,SAT,150,545,15,83,0,1,5.5333,0.001207
flat50-992.cnf,flat50-115,ok,SAT,150,545,22,288,8,1,13.0909,0.001302
flat50-993.cnf,flat50-115,ok,SAT,150,545,11,210,4,1,19.0909,0.001228
flat50-994.cnf,flat50-115,ok,SAT,150,545,17,183,3,1,10.7647,0.001284
flat50-995.cnf,flat50-115,ok,SAT,150,545,26,432,14,1,16.6154,0.001259
flat50-996.cnf,flat50-115,ok,SAT,150,545,28,211,4,1,7.5357,0.001216
flat50-997.cnf,flat50-115,ok,SAT,150,545,16,105,2,1,6.5625,0.001201
flat50-998.cnf,flat50-115,ok,SAT,150,545,12,82,0,1,6.8333,0.001276
flat50-999.cnf,flat50-115,ok,SAT,150,545,16,116,1,1,7.2500,0.001313
uf100-01.cnf,uf100-430,ok,SAT,100,430,347,6638,292,3,19.1297,0.001697
uf100-010.cnf,uf100-430,ok,SAT,100,430,194,3411,143,2,17.5825,0.001332
uf100-0100.cnf,uf100-430,ok,SAT,100,430,41,402,12,1,9.8049,0.001077
uf100-01000.cnf,uf100-430,ok,SAT,100,430,201,4254,164,2,21.1642,0.001448
uf100-0101.cnf,uf100-430,ok,SAT,100,430,318,5874,251,3,18.4717,0.001595
uf100-0102.cnf,uf100-430,ok,SAT,100,430,289,5412,241,3,18.7266,0.001617
uf100-0103.cnf,uf100-430,ok,SAT,100,430,64,950,34,1,14.8438,0.001172
uf100-0104.cnf,uf100-430,ok,SAT,100,430,220,3974,175,2,18.0636,0.001474
uf100-0105.cnf,uf100-430,ok,SAT,100,430,141,2622,98,1,18.5957,0.001274
uf100-0106.cnf,uf100-430,ok,SAT,100,430,247,4472,190,2,18.1053,0.001476
uf100-0107.cnf,uf100-430,ok,SAT,100,430,305,5115,216,3,16.7705,0.00148
uf100-0108.cnf,uf100-430,ok,SAT,100,430,449,8224,355,3,18.3163,0.001811
uf100-0109.cnf,uf100-430,ok,SAT,100,430,413,7312,323,3,17.7046,0.001838
uf100-011.cnf,uf100-430,ok,SAT,100,430,341,6576,280,3,19.2845,0.001764
uf100-0110.cnf,uf100-430,ok,SAT,100,430,383,6912,308,3,18.0470,0.001852
uf100-0111.cnf,uf100-430,ok,SAT,100,430,149,2399,104,2,16.1007,0.001288
uf100-0112.cnf,uf100-430,ok,SAT,100,430,32,259,7,1,8.0938,0.001069
uf100-0113.cnf,uf100-430,ok,SAT,100,430,818,15515,662,6,18.9670,0.002485
uf100-0114.cnf,uf100-430,ok,SAT,100,430,297,5721,234,3,19.2626,0.001617
uf100-0115.cnf,uf100-430,ok,SAT,100,430,369,6400,276,3,17.3442,0.001677
uf100-0116.cnf,uf100-430,ok,SAT,100,430,64,816,35,1,12.7500,0.001115
uf100-0117.cnf,uf100-430,ok,SAT,100,430,263,4565,208,3,17.3574,0.00149
uf100-0118.cnf,uf100-430,ok,SAT,100,430,93,1550,60,1,16.6667,0.001238
uf100-0119.cnf,uf100-430,ok,SAT,100,430,120,2159,81,1,17.9917,0.001259
uf100-012.cnf,uf100-430,ok,SAT,100,430,94,1630,75,1,17.3404,0.001241
uf100-0120.cnf,uf100-430,ok,SAT,100,430,174,3023,124,2,17.3736,0.001294
uf100-0121.cnf,uf100-430,ok,SAT,100,430,446,8346,348,3,18.7130,0.001825
uf100-0122.cnf,uf100-430,ok,SAT,100,430,256,4925,210,3,19.2383,0.001565
uf100-0123.cnf,uf100-430,ok,SAT,100,430,558,9735,452,4,17.4462,0.00206
uf100-0124.cnf,uf100-430,ok,SAT,100,430,419,7887,323,3,18.8234,0.001741
uf100-0125.cnf,uf100-430,ok,SAT,100,430,382,7731,310,3,20.2382,0.001795
uf100-0126.cnf,uf100-430,ok,SAT,100,430,237,4486,180,2,18.9283,0.001471
uf100-0127.cnf,uf100-430,ok,SAT,100,430,143,2604,104,2,18.2098,0.001316
uf100-0128.cnf,uf100-430,ok,SAT,100,430,614,12807,516,5,20.8583,0.002287
uf100-0129.cnf,uf100-430,ok,SAT,100,430,148,2677,114,2,18.0878,0.001414
uf100-013.cnf,uf100-430,ok,SAT,100,430,274,4753,201,3,17.3467,0.001457
uf100-0130.cnf,uf100-430,ok,SAT,100,430,315,5409,242,3,17.1714,0.001553
uf100-0131.cnf,uf100-430,ok,SAT,100,430,150,2573,107,2,17.1533,0.001322
uf100-0132.cnf,uf100-430,ok,SAT,100,430,69,1077,41,1,15.6087,0.001165
uf100-0133.cnf,uf100-430,ok,SAT,100,430,295,5600,224,3,18.9831,0.001557
uf100-0134.cnf,uf100-430,ok,SAT,100,430,375,7112,293,3,18.9653,0.001682
uf100-0135.cnf,uf100-430,ok,SAT,100,430,495,9417,397,3,19.0242,0.001917
uf100-0136.cnf,uf100-430,ok,SAT,100,430,57,697,22,1,12.2281,0.001102
uf100-0137.cnf,uf100-430,ok,SAT,100,430,73,1048,44,1,14.3562,0.001199
uf100-0138.cnf,uf100-430,ok,SAT,100,430,185,3045,131,2,16.4595,0.001313
uf100-0139.cnf,uf100-430,ok,SAT,100,430,151,2586,110,2,17.1258,0.001292
uf100-014.cnf,uf100-430,ok,SAT,100,430,153,2857,121,2,18.6732,0.001336
uf100-0140.cnf,uf100-430,ok,SAT,100,430,417,8287,342,3,19.8729,0.001821
uf100-0141.cnf,uf100-430,ok,SAT,100,430,432,8454,342,3,19.5694,0.00187
uf100-0142.cnf,uf100-430,ok,SAT,100,430,437,8241,345,3,18.8581,0.001851
uf100-0143.cnf,uf100-430,ok,SAT,100,430,245,4309,184,2,17.5878,0.001546
uf100-0144.cnf,uf100-430,ok,SAT,100,430,430,8227,349,3,19.1326,0.0018
uf100-0145.cnf,uf100-430,ok,SAT,100,430,62,730,26,1,11.7742,0.001282
uf100-0146.cnf,uf100-430,ok,SAT,100,430,53,600,22,1,11.3208,0.00116
uf100-0147.cnf,uf100-430,ok,SAT,100,430,172,2720,116,2,15.8140,0.001355
uf100-0148.cnf,uf100-430,ok,SAT,100,430,372,7831,308,3,21.0511,0.001809
uf100-0149.cnf,uf100-430,ok,SAT,100,430,92,1471,56,1,15.9891,0.00138
uf100-015.cnf,uf100-430,ok,SAT,100,430,669,12928,542,5,19.3244,0.002301
uf100-0150.cnf,uf100-430,ok,SAT,100,430,252,4648,199,2,18.4444,0.001506
uf100-0151.cnf,uf100-430,ok,SAT,100,430,210,3623,156,2,17.2524,0.001406
uf100-0152.cnf,uf100-430,ok,SAT,100,430,526,10167,411,4,19.3289,0.002098
uf100-0153.cnf,uf100-430,ok,SAT,100,430,204,3871,159,2,18.9755,0.001463
uf100-0154.cnf,uf100-430,ok,SAT,100,430,75,1140,47,1,15.2000,0.001148
uf100-0155.cnf,uf100-430,ok,SAT,100,430,338,6335,268,3,18.7426,0.001654
uf100-0156.cnf,uf100-430,ok,SAT,100,430,52,621,25,1,11.9423,0.001182
uf100-0157.cnf,uf100-430,ok,SAT,100,430,192,3265,137,2,17.0052,0.001413
uf100-0158.cnf,uf100-430,ok,SAT,100,430,286,4549,224,3,15.9056,0.001545
uf100-0159.cnf,uf100-430,ok,SAT,100,430,370,7896,315,3,21.3405,0.00175
