solver,instance,family,result,propagations,decisions,props_per_decision,status
cadical,uf50-0411.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0792.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0503.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0109.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0875.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0475.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0135.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0350.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0425.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0738.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0408.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0985.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0558.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0804.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0608.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0450.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0153.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0916.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0674.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0298.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-033.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0521.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0401.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0366.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0435.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0725.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0747.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-098.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0881.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0759.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0997.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0525.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0455.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0156.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-067.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0673.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0591.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0956.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0766.cnf,uf50-218,SAT,,,,parse_error
cadical,uf50-0913.cnf,uf50-218,SAT,,,,parse_error
cadical,uuf50-0979.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0392.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0284.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0547.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0361.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0321.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0439.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0862.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0983.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0555.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0416.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0294.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0146.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-03.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0818.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0690.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0178.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0863.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0311.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0239.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0620.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0942.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0479.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0251.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0366.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0999.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-038.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0577.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0876.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0981.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0832.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0925.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0434.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0909.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0328.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0642.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-079.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0245.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0206.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0368.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0315.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0398.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0737.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0820.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0815.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0792.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0352.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0232.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0895.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0438.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0606.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0242.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0579.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0369.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0934.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0986.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0746.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0346.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0350.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-074.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0583.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0585.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0562.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0766.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0589.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0537.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0112.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0671.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0423.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0731.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0113.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0923.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0785.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0931.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0436.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0907.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0728.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0153.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0594.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0543.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0165.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0740.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0654.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0234.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0684.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0320.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0558.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0419.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0855.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-067.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0333.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0692.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0716.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0456.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0290.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0640.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0462.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0322.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0183.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0132.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0668.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0683.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0864.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0314.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0522.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0816.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0207.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0679.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0199.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0530.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0202.cnf,uuf50-218,UNSAT,304,21,14.4762,ok
cadical,uuf50-0204.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0614.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0788.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0365.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0117.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-070.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0265.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-0729.cnf,uuf50-218,UNSAT,,,,parse_error
cadical,uuf50-04.cnf,uuf50-218,UNSAT,,,,parse_error
kissat,flat30-3.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-16.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-19.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-15.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-52.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-20.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-10.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-91.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-94.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-58.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-23.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-66.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-56.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-46.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-81.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-100.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-51.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-88.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-8.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-69.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-26.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-14.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-30.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-18.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-62.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-36.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-29.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-35.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-84.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-42.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-93.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-82.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-48.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-99.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-87.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-34.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-4.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-89.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-49.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-21.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-85.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-72.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-12.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-27.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-22.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-28.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-37.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-78.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-60.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-7.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-75.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-54.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-71.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-31.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-98.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-50.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-96.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-1.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-74.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-40.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-61.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-92.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-11.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-95.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-6.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-90.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-32.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-45.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-59.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-9.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-77.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-73.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-63.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-47.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-17.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-83.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-44.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-25.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-79.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-70.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-38.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-80.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-2.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-86.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-41.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-24.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-67.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-33.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-76.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-5.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-64.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-43.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-55.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-65.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-68.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-39.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-13.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-57.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-97.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat30-53.cnf,flat30-60,SAT,90,0,,zero_decisions
kissat,flat50-419.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-487.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-688.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-488.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-523.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-197.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-153.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-36.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-141.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-25.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-588.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-861.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-372.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-651.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-874.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-787.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-906.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-187.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-283.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-856.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-466.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-209.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-354.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-128.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-178.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-534.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-756.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-317.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-681.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-80.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-698.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-330.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-346.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-201.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-415.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-650.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-221.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-343.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-161.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-463.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-867.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-443.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-7.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-82.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-816.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-336.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-551.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-569.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-833.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-475.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-2.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-661.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-16.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-31.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-624.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-216.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-479.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-961.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-432.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-740.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-224.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-839.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-202.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-99.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-152.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-78.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-397.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-519.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-685.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-492.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-987.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-226.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-393.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-139.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-526.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-93.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-108.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-478.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-527.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-840.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-477.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-104.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-349.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-918.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-572.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-602.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-817.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-76.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-230.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-228.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-985.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-43.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-433.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-120.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-727.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-919.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-518.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-654.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-147.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-468.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-983.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-512.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-536.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-556.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-528.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-647.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-910.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-777.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-35.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-345.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-342.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-604.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-912.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-821.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-891.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-326.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-614.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-694.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-706.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,flat50-545.cnf,flat50-115,SAT,150,0,,zero_decisions
kissat,uf100-0233.cnf,uf100-430,SAT,29353,1506,19.4907,ok
kissat,uf100-0322.cnf,uf100-430,SAT,11711,599,19.5509,ok
kissat,uf100-0235.cnf,uf100-430,SAT,1952,86,22.6977,ok
kissat,uf100-0595.cnf,uf100-430,SAT,7462,342,21.8187,ok
kissat,uf100-0534.cnf,uf100-430,SAT,26690,1482,18.0094,ok
kissat,uf100-089.cnf,uf100-430,SAT,9130,451,20.2439,ok
kissat,uf100-0885.cnf,uf100-430,SAT,16094,770,20.9013,ok
