hash,family,instance,solver,result,completed,variables,clauses,decisions,propagations,props_per_decision,cpu_time,status
497e516c4d926d82596e88fb263a0b87,hardware-verification,497e516c4d926d82596e88fb263a0b87-manol-pipe-c7_i.cnf,kissat,UNSAT,True,,,210334,13709110,65.1778,1.11,ok
193060ecba8e768744195ef72f9751fd,hardware-verification,193060ecba8e768744195ef72f9751fd-c8bidw_s.cnf,minisat,UNSAT,True,171486,508464,158284,5712992,36.0933,0.733552,ok
193060ecba8e768744195ef72f9751fd,hardware-verification,193060ecba8e768744195ef72f9751fd-c8bidw_s.cnf,cadical,UNSAT,True,,,178380,2870478,16.0919,2.08,ok
193060ecba8e768744195ef72f9751fd,hardware-verification,193060ecba8e768744195ef72f9751fd-c8bidw_s.cnf,kissat,UNSAT,True,,,82196,21014930,255.6685,1.35,ok
29bbe29cc785a954ce4c60f3266948e9,hardware-verification,29bbe29cc785a954ce4c60f3266948e9-g7nidw.cnf,minisat,UNSAT,True,75496,222378,1662512,63476915,38.1813,5.17664,ok
29bbe29cc785a954ce4c60f3266948e9,hardware-verification,29bbe29cc785a954ce4c60f3266948e9-g7nidw.cnf,cadical,UNSAT,True,,,653327,8362304,12.7996,2.07,ok
29bbe29cc785a954ce4c60f3266948e9,hardware-verification,29bbe29cc785a954ce4c60f3266948e9-g7nidw.cnf,kissat,UNSAT,True,,,908475,39561404,43.5470,3.15,ok
bae8f46988f3f06fb8f4f42be1b8c6c5,hardware-verification,bae8f46988f3f06fb8f4f42be1b8c6c5-edn_5371_8.cnf_0.39000000.unsat.cnf,minisat,UNSAT,True,686766,1994673,0,271770,,0.424963,no_decisions
bae8f46988f3f06fb8f4f42be1b8c6c5,hardware-verification,bae8f46988f3f06fb8f4f42be1b8c6c5-edn_5371_8.cnf_0.39000000.unsat.cnf,cadical,UNSAT,True,,,,,,0.43,no_decisions
bae8f46988f3f06fb8f4f42be1b8c6c5,hardware-verification,bae8f46988f3f06fb8f4f42be1b8c6c5-edn_5371_8.cnf_0.39000000.unsat.cnf,kissat,UNSAT,True,,,0,271770,,0.23,no_decisions
c3dfabc07a14354de3e71457dc6632cb,planning,c3dfabc07a14354de3e71457dc6632cb-shuffling-2-s1466302401-of-bench-sat04-427.used-as.sat04-704.cnf,minisat,SAT,True,4758,43694,2481646,219532057,88.4623,33.8846,ok
c3dfabc07a14354de3e71457dc6632cb,planning,c3dfabc07a14354de3e71457dc6632cb-shuffling-2-s1466302401-of-bench-sat04-427.used-as.sat04-704.cnf,cadical,SAT,True,,,1162789,102049901,87.7630,8.85,ok
c3dfabc07a14354de3e71457dc6632cb,planning,c3dfabc07a14354de3e71457dc6632cb-shuffling-2-s1466302401-of-bench-sat04-427.used-as.sat04-704.cnf,kissat,SAT,True,,,2654814,206459040,77.7678,15.50,ok
4777e305e53a46a97e784abae072c204,planning,4777e305e53a46a97e784abae072c204-mrpp_4x4#4_5.cnf,minisat,SAT,True,963,4981,539,3534,6.5566,0.010328,ok
4777e305e53a46a97e784abae072c204,planning,4777e305e53a46a97e784abae072c204-mrpp_4x4#4_5.cnf,cadical,SAT,True,,,1542,3471,2.2510,0.02,ok
4777e305e53a46a97e784abae072c204,planning,4777e305e53a46a97e784abae072c204-mrpp_4x4#4_5.cnf,kissat,SAT,True,,,4392,35679,8.1236,0.02,ok
b2d89917d97f65150eef03cf1db3c03d,planning,b2d89917d97f65150eef03cf1db3c03d-grid-strips-grid-y-4.035-NOTKNOWN.cnf,minisat,SAT,True,394366,2774534,89495,90972840,1016.5131,8.27455,ok
b2d89917d97f65150eef03cf1db3c03d,planning,b2d89917d97f65150eef03cf1db3c03d-grid-strips-grid-y-4.035-NOTKNOWN.cnf,cadical,SAT,True,,,184561,419149849,2271.0640,24.05,ok
b2d89917d97f65150eef03cf1db3c03d,planning,b2d89917d97f65150eef03cf1db3c03d-grid-strips-grid-y-4.035-NOTKNOWN.cnf,kissat,SAT,True,,,1205108,617435374,512.3486,15.66,ok
24706f6663f0524f28b62e0c8b6abf1e,planning,24706f6663f0524f28b62e0c8b6abf1e-ferry9.shuffled-as.sat03-386.cnf,minisat,SAT,True,2410,15860,10589,259387,24.4959,0.043607,ok
24706f6663f0524f28b62e0c8b6abf1e,planning,24706f6663f0524f28b62e0c8b6abf1e-ferry9.shuffled-as.sat03-386.cnf,cadical,SAT,True,,,10391,445972,42.9191,0.08,ok
24706f6663f0524f28b62e0c8b6abf1e,planning,24706f6663f0524f28b62e0c8b6abf1e-ferry9.shuffled-as.sat03-386.cnf,kissat,SAT,True,,,392,79335,202.3852,0.03,ok
022dc7e9935f3570c088db58bd84b2c6,planning,022dc7e9935f3570c088db58bd84b2c6-mrpp_6x6#12_8.cnf,minisat,UNSAT,True,3893,25257,273,1282,4.6960,0.029892,ok
022dc7e9935f3570c088db58bd84b2c6,planning,022dc7e9935f3570c088db58bd84b2c6-mrpp_6x6#12_8.cnf,cadical,UNSAT,True,,,1571,5674,3.6117,0.04,ok
022dc7e9935f3570c088db58bd84b2c6,planning,022dc7e9935f3570c088db58bd84b2c6-mrpp_6x6#12_8.cnf,kissat,UNSAT,True,,,64,39023,609.7344,0.03,ok
11dcd55f9d6ce8873cd8150ce5ca6c4e,planning,11dcd55f9d6ce8873cd8150ce5ca6c4e-logistics-rotate-09t6.shuffled-as.sat05-1133.cnf,minisat,SAT,True,8186,887207,120086,5215425,43.4307,1.41561,ok
11dcd55f9d6ce8873cd8150ce5ca6c4e,planning,11dcd55f9d6ce8873cd8150ce5ca6c4e-logistics-rotate-09t6.shuffled-as.sat05-1133.cnf,cadical,SAT,True,,,123576,27524525,222.7336,3.34,ok
11dcd55f9d6ce8873cd8150ce5ca6c4e,planning,11dcd55f9d6ce8873cd8150ce5ca6c4e-logistics-rotate-09t6.shuffled-as.sat05-1133.cnf,kissat,SAT,True,,,219283,66300848,302.3529,2.84,ok
7edf55fdf6dc152493b5e2aaa86977e5,planning,7edf55fdf6dc152493b5e2aaa86977e5-strips-gripper-20t39.shuffled-as.sat05-1148.cnf,minisat,SAT,True,14020,433927,423831,69939407,165.0172,7.46921,ok
7edf55fdf6dc152493b5e2aaa86977e5,planning,7edf55fdf6dc152493b5e2aaa86977e5-strips-gripper-20t39.shuffled-as.sat05-1148.cnf,cadical,SAT,True,,,1192660,244784569,205.2425,17.85,ok
7edf55fdf6dc152493b5e2aaa86977e5,planning,7edf55fdf6dc152493b5e2aaa86977e5-strips-gripper-20t39.shuffled-as.sat05-1148.cnf,kissat,rc0,False,,,7235043,995128423,137.5428,60.00,ok
57f34c7f226121206e07b7219879838d,planning,57f34c7f226121206e07b7219879838d-satellite1_v01a.shuffled-as.sat05-4052.cnf,minisat,SAT,True,158,3086,12,197,16.4167,0.008798,ok
57f34c7f226121206e07b7219879838d,planning,57f34c7f226121206e07b7219879838d-satellite1_v01a.shuffled-as.sat05-4052.cnf,cadical,SAT,True,,,,,,0.00,no_decisions
57f34c7f226121206e07b7219879838d,planning,57f34c7f226121206e07b7219879838d-satellite1_v01a.shuffled-as.sat05-4052.cnf,kissat,SAT,True,,,0,1003,,0.00,no_decisions
a7f58b183abd97e19ae5d77b6450fcc6,planning,a7f58b183abd97e19ae5d77b6450fcc6-logistics-rotate-06t6.shuffled-as.sat05-1130.cnf,minisat,SAT,True,3337,161797,7032,289830,41.2159,0.212136,ok
a7f58b183abd97e19ae5d77b6450fcc6,planning,a7f58b183abd97e19ae5d77b6450fcc6-logistics-rotate-06t6.shuffled-as.sat05-1130.cnf,cadical,SAT,True,,,7859,403886,51.3915,0.31,ok
a7f58b183abd97e19ae5d77b6450fcc6,planning,a7f58b183abd97e19ae5d77b6450fcc6-logistics-rotate-06t6.shuffled-as.sat05-1130.cnf,kissat,SAT,True,,,10346,973440,94.0885,0.14,ok
43c2a4e1db24cc4ae0859da7e038d070,planning,43c2a4e1db24cc4ae0859da7e038d070-uts-l06-ipc5-h34-unknown.cnf,minisat,SAT,True,187667,874688,69134,32250638,466.4946,3.38876,ok
43c2a4e1db24cc4ae0859da7e038d070,planning,43c2a4e1db24cc4ae0859da7e038d070-uts-l06-ipc5-h34-unknown.cnf,cadical,SAT,True,,,84342,15093130,178.9515,5.33,ok
43c2a4e1db24cc4ae0859da7e038d070,planning,43c2a4e1db24cc4ae0859da7e038d070-uts-l06-ipc5-h34-unknown.cnf,kissat,SAT,True,,,213307,221818810,1039.9040,8.29,ok
9555e601f3faa7ba666378d2b2678c49,planning,9555e601f3faa7ba666378d2b2678c49-strips-gripper-10t18.shuffled-as.sat05-1150.cnf,minisat,UNSAT,True,3192,49051,266898,33887822,126.9692,4.35893,ok
9555e601f3faa7ba666378d2b2678c49,planning,9555e601f3faa7ba666378d2b2678c49-strips-gripper-10t18.shuffled-as.sat05-1150.cnf,cadical,UNSAT,True,,,187892,31264784,166.3976,2.47,ok
9555e601f3faa7ba666378d2b2678c49,planning,9555e601f3faa7ba666378d2b2678c49-strips-gripper-10t18.shuffled-as.sat05-1150.cnf,kissat,UNSAT,True,,,232616,37301022,160.3545,2.13,ok
08469bbccc41da0c124d69c61ce7dc58,planning,08469bbccc41da0c124d69c61ce7dc58-barman-pfile07-027.sas.cr.37.cnf,minisat,UNSAT,True,119130,4906547,507218,568233335,1120.2941,24.6186,ok
08469bbccc41da0c124d69c61ce7dc58,planning,08469bbccc41da0c124d69c61ce7dc58-barman-pfile07-027.sas.cr.37.cnf,cadical,UNSAT,True,,,313487,436373733,1391.9995,26.53,ok
08469bbccc41da0c124d69c61ce7dc58,planning,08469bbccc41da0c124d69c61ce7dc58-barman-pfile07-027.sas.cr.37.cnf,kissat,UNSAT,True,,,1315946,728684614,553.7344,21.08,ok
bd45768806383cd306b10e026790594f,planning,bd45768806383cd306b10e026790594f-ferry10_ks99a.shuffled-as.sat05-4059.cnf,minisat,SAT,True,1977,29000,1679,93155,55.4824,0.027218,ok
bd45768806383cd306b10e026790594f,planning,bd45768806383cd306b10e026790594f-ferry10_ks99a.shuffled-as.sat05-4059.cnf,cadical,SAT,True,,,8241,662794,80.4264,0.09,ok
bd45768806383cd306b10e026790594f,planning,bd45768806383cd306b10e026790594f-ferry10_ks99a.shuffled-as.sat05-4059.cnf,kissat,SAT,True,,,13657,2000115,146.4535,0.12,ok
151a12771ab52c3b85df72a3d1f7f32d,planning,151a12771ab52c3b85df72a3d1f7f32d-ferry7_v01i.renamed-as.sat05-4003.cnf,minisat,SAT,True,1329,21688,4221,168457,39.9093,0.028754,ok
151a12771ab52c3b85df72a3d1f7f32d,planning,151a12771ab52c3b85df72a3d1f7f32d-ferry7_v01i.renamed-as.sat05-4003.cnf,cadical,SAT,True,,,23688,1231430,51.9854,0.13,ok
151a12771ab52c3b85df72a3d1f7f32d,planning,151a12771ab52c3b85df72a3d1f7f32d-ferry7_v01i.renamed-as.sat05-4003.cnf,kissat,SAT,True,,,51724,2968370,57.3886,0.18,ok
1169b7c01112d97a6835d259052284ba,planning,1169b7c01112d97a6835d259052284ba-driverlog3_v01a.shuffled-as.sat05-4030.cnf,minisat,SAT,True,170,1559,2,45,22.5000,0.005807,ok
1169b7c01112d97a6835d259052284ba,planning,1169b7c01112d97a6835d259052284ba-driverlog3_v01a.shuffled-as.sat05-4030.cnf,cadical,SAT,True,,,,,,0.00,no_decisions
1169b7c01112d97a6835d259052284ba,planning,1169b7c01112d97a6835d259052284ba-driverlog3_v01a.shuffled-as.sat05-4030.cnf,kissat,SAT,True,,,0,235,,0.00,no_decisions
8d384ee7598d39a0a2dada9cc6f411d9,coloring,8d384ee7598d39a0a2dada9cc6f411d9-3col140_5_9.shuffled.cnf,minisat,SAT,True,280,1170,2321,130599,56.2684,0.022646,ok
8d384ee7598d39a0a2dada9cc6f411d9,coloring,8d384ee7598d39a0a2dada9cc6f411d9-3col140_5_9.shuffled.cnf,cadical,SAT,True,,,5127,249202,48.6058,0.05,ok
8d384ee7598d39a0a2dada9cc6f411d9,coloring,8d384ee7598d39a0a2dada9cc6f411d9-3col140_5_9.shuffled.cnf,kissat,SAT,True,,,22492,180114,8.0079,0.03,ok
c0ee301a9bae7b5ff51d87854d89d549,coloring,c0ee301a9bae7b5ff51d87854d89d549-clqcolor-12-08-08.shuffled-as.sat05-1243.cnf,minisat,SAT,True,258,4580,295,3942,13.3627,0.007545,ok
c0ee301a9bae7b5ff51d87854d89d549,coloring,c0ee301a9bae7b5ff51d87854d89d549-clqcolor-12-08-08.shuffled-as.sat05-1243.cnf,cadical,SAT,True,,,472,5606,11.8771,0.02,ok
c0ee301a9bae7b5ff51d87854d89d549,coloring,c0ee301a9bae7b5ff51d87854d89d549-clqcolor-12-08-08.shuffled-as.sat05-1243.cnf,kissat,SAT,True,,,2400,18871,7.8629,0.02,ok
28f29fe949422ec88892e18073de065c,coloring,28f29fe949422ec88892e18073de065c-5col100_15_6.shuffled.cnf,minisat,UNSAT,True,300,3973,941576,35102564,37.2806,6.40822,ok
28f29fe949422ec88892e18073de065c,coloring,28f29fe949422ec88892e18073de065c-5col100_15_6.shuffled.cnf,cadical,UNSAT,True,,,205734,7230397,35.1444,2.32,ok
28f29fe949422ec88892e18073de065c,coloring,28f29fe949422ec88892e18073de065c-5col100_15_6.shuffled.cnf,kissat,UNSAT,True,,,272501,7210595,26.4608,2.34,ok
9c34300615109a8f111055a9b48c13d6,coloring,9c34300615109a8f111055a9b48c13d6-rope_0009.shuffled.cnf,minisat,UNSAT,True,324,756,19993,192719,9.6393,0.042079,ok
9c34300615109a8f111055a9b48c13d6,coloring,9c34300615109a8f111055a9b48c13d6-rope_0009.shuffled.cnf,cadical,UNSAT,True,,,6115,59543,9.7372,0.02,ok
9c34300615109a8f111055a9b48c13d6,coloring,9c34300615109a8f111055a9b48c13d6-rope_0009.shuffled.cnf,kissat,UNSAT,True,,,5177,70159,13.5521,0.01,ok
9361e49a823baf899f11706cbd9b5e72,coloring,9361e49a823baf899f11706cbd9b5e72-3col220_5_1.shuffled.cnf,minisat,SAT,True,440,1848,50659,4010363,79.1639,0.442729,ok
9361e49a823baf899f11706cbd9b5e72,coloring,9361e49a823baf899f11706cbd9b5e72-3col220_5_1.shuffled.cnf,cadical,SAT,True,,,7581,554769,73.1789,0.09,ok
9361e49a823baf899f11706cbd9b5e72,coloring,9361e49a823baf899f11706cbd9b5e72-3col220_5_1.shuffled.cnf,kissat,SAT,True,,,156257,2866852,18.3470,0.48,ok
f92890120255523d223c4d234688d0f2,coloring,f92890120255523d223c4d234688d0f2-3col20_5_9.shuffled.cnf,minisat,UNSAT,True,40,151,0,33,,0.003377,no_decisions
f92890120255523d223c4d234688d0f2,coloring,f92890120255523d223c4d234688d0f2-3col20_5_9.shuffled.cnf,cadical,UNSAT,True,,,,,,0.00,no_decisions
f92890120255523d223c4d234688d0f2,coloring,f92890120255523d223c4d234688d0f2-3col20_5_9.shuffled.cnf,kissat,UNSAT,True,,,0,148,,0.00,no_decisions
cdd5a62c5d3dffa917b0e7a9d8211994,coloring,cdd5a62c5d3dffa917b0e7a9d8211994-5col100_15_9.shuffled.cnf,minisat,UNSAT,True,300,3950,637509,23456307,36.7937,4.05732,ok
cdd5a62c5d3dffa917b0e7a9d8211994,coloring,cdd5a62c5d3dffa917b0e7a9d8211994-5col100_15_9.shuffled.cnf,cadical,UNSAT,True,,,277660,10114444,36.4274,3.39,ok
cdd5a62c5d3dffa917b0e7a9d8211994,coloring,cdd5a62c5d3dffa917b0e7a9d8211994-5col100_15_9.shuffled.cnf,kissat,UNSAT,True,,,315477,8089720,25.6428,2.74,ok
cf381961b164085caa6c67b547f872ab,coloring,cf381961b164085caa6c67b547f872ab-3col240_5_3.shuffled.cnf,minisat,SAT,True,480,2023,129118,11149983,86.3550,1.28686,ok
cf381961b164085caa6c67b547f872ab,coloring,cf381961b164085caa6c67b547f872ab-3col240_5_3.shuffled.cnf,cadical,SAT,True,,,9765,717639,73.4909,0.12,ok
cf381961b164085caa6c67b547f872ab,coloring,cf381961b164085caa6c67b547f872ab-3col240_5_3.shuffled.cnf,kissat,SAT,True,,,326557,7332230,22.4531,1.41,ok
ee2931af7bf1246b68c70a04767f7407,coloring,ee2931af7bf1246b68c70a04767f7407-5col100_15_2.shuffled.cnf,minisat,UNSAT,True,300,3965,483349,17517306,36.2415,2.98791,ok
ee2931af7bf1246b68c70a04767f7407,coloring,ee2931af7bf1246b68c70a04767f7407-5col100_15_2.shuffled.cnf,cadical,UNSAT,True,,,321126,12389434,38.5812,3.96,ok
ee2931af7bf1246b68c70a04767f7407,coloring,ee2931af7bf1246b68c70a04767f7407-5col100_15_2.shuffled.cnf,kissat,UNSAT,True,,,305938,8170553,26.7066,2.71,ok
b3e069e1df11c02f22093b6ebd52345f,coloring,b3e069e1df11c02f22093b6ebd52345f-3col260_5_4.shuffled.cnf,minisat,SAT,True,520,2190,112972,9808512,86.8225,1.13241,ok
b3e069e1df11c02f22093b6ebd52345f,coloring,b3e069e1df11c02f22093b6ebd52345f-3col260_5_4.shuffled.cnf,cadical,SAT,True,,,150826,9343276,61.9474,2.03,ok
b3e069e1df11c02f22093b6ebd52345f,coloring,b3e069e1df11c02f22093b6ebd52345f-3col260_5_4.shuffled.cnf,kissat,SAT,True,,,118251,1316650,11.1344,0.20,ok
e7ee9430abd1307b7fb47b378cfa834a,coloring,e7ee9430abd1307b7fb47b378cfa834a-3col20_5_10.shuffled.cnf,minisat,UNSAT,True,40,149,0,32,,0.003136,no_decisions
e7ee9430abd1307b7fb47b378cfa834a,coloring,e7ee9430abd1307b7fb47b378cfa834a-3col20_5_10.shuffled.cnf,cadical,UNSAT,True,,,,,,0.00,no_decisions
e7ee9430abd1307b7fb47b378cfa834a,coloring,e7ee9430abd1307b7fb47b378cfa834a-3col20_5_10.shuffled.cnf,kissat,UNSAT,True,,,0,171,,0.00,no_decisions
c6b615af5704716d42c23307e4f62c94,coloring,c6b615af5704716d42c23307e4f62c94-3col100_5_3.shuffled.cnf,minisat,SAT,True,200,836,1422,62788,44.1547,0.016492,ok
c6b615af5704716d42c23307e4f62c94,coloring,c6b615af5704716d42c23307e4f62c94-3col100_5_3.shuffled.cnf,cadical,SAT,True,,,1192,42551,35.6971,0.02,ok
c6b615af5704716d42c23307e4f62c94,coloring,c6b615af5704716d42c23307e4f62c94-3col100_5_3.shuffled.cnf,kissat,SAT,True,,,8611,50711,5.8891,0.01,ok
a966c820655e43166b9e83b5b8327f97,coloring,a966c820655e43166b9e83b5b8327f97-3col140_5_6.shuffled.cnf,minisat,SAT,True,280,1166,1809,95266,52.6622,0.021956,ok
a966c820655e43166b9e83b5b8327f97,coloring,a966c820655e43166b9e83b5b8327f97-3col140_5_6.shuffled.cnf,cadical,SAT,True,,,4248,240037,56.5059,0.05,ok
a966c820655e43166b9e83b5b8327f97,coloring,a966c820655e43166b9e83b5b8327f97-3col140_5_6.shuffled.cnf,kissat,SAT,True,,,20400,201951,9.8996,0.03,ok
b246b2b371bc766de2d1f5eb13ea9672,coloring,b246b2b371bc766de2d1f5eb13ea9672-3col160_5_4.shuffled.cnf,minisat,SAT,True,320,1350,3278,203027,61.9362,0.031792,ok
b246b2b371bc766de2d1f5eb13ea9672,coloring,b246b2b371bc766de2d1f5eb13ea9672-3col160_5_4.shuffled.cnf,cadical,SAT,True,,,5918,386585,65.3236,0.07,ok
b246b2b371bc766de2d1f5eb13ea9672,coloring,b246b2b371bc766de2d1f5eb13ea9672-3col160_5_4.shuffled.cnf,kissat,SAT,True,,,45151,566524,12.5473,0.10,ok
6da135e88d08796e1fbc7c8378fcc785,coloring,6da135e88d08796e1fbc7c8378fcc785-3col180_5_4.shuffled.cnf,minisat,SAT,True,360,1505,6593,428414,64.9801,0.058158,ok
6da135e88d08796e1fbc7c8378fcc785,coloring,6da135e88d08796e1fbc7c8378fcc785-3col180_5_4.shuffled.cnf,cadical,SAT,True,,,9687,540235,55.7691,0.09,ok
6da135e88d08796e1fbc7c8378fcc785,coloring,6da135e88d08796e1fbc7c8378fcc785-3col180_5_4.shuffled.cnf,kissat,SAT,True,,,80215,1334656,16.6385,0.25,ok
3f8635f474f26eed1c88c81c49f8a93a,cryptography,3f8635f474f26eed1c88c81c49f8a93a-md5__zeroOut_03__freeIn_07__seed_2.cnf,minisat,SAT,True,15233,138643,537226,6032986,11.2299,0.634901,ok
3f8635f474f26eed1c88c81c49f8a93a,cryptography,3f8635f474f26eed1c88c81c49f8a93a-md5__zeroOut_03__freeIn_07__seed_2.cnf,cadical,SAT,True,,,1033411,20947387,20.2701,4.20,ok
3f8635f474f26eed1c88c81c49f8a93a,cryptography,3f8635f474f26eed1c88c81c49f8a93a-md5__zeroOut_03__freeIn_07__seed_2.cnf,kissat,SAT,True,,,1227404,18685756,15.2238,2.41,ok
dd5eb1bc337be11ab832e945a0c6cb6d,cryptography,dd5eb1bc337be11ab832e945a0c6cb6d-gss-15-s100.cnf,minisat,SAT,True,31238,93678,6457,43926400,6802.9116,2.06511,ok
dd5eb1bc337be11ab832e945a0c6cb6d,cryptography,dd5eb1bc337be11ab832e945a0c6cb6d-gss-15-s100.cnf,cadical,SAT,True,,,21639,192983256,8918.3075,14.76,ok
dd5eb1bc337be11ab832e945a0c6cb6d,cryptography,dd5eb1bc337be11ab832e945a0c6cb6d-gss-15-s100.cnf,kissat,SAT,True,,,28951,269662905,9314.4591,11.08,ok
9ef46b401df36e4110d09c4f60a13ad4,cryptography,9ef46b401df36e4110d09c4f60a13ad4-vmpc_25.shuffled-as.sat05-1945.cnf,minisat,SAT,True,625,76775,444255,27039094,60.8639,7.5636,ok
9ef46b401df36e4110d09c4f60a13ad4,cryptography,9ef46b401df36e4110d09c4f60a13ad4-vmpc_25.shuffled-as.sat05-1945.cnf,cadical,SAT,True,,,642976,51104344,79.4810,11.38,ok
9ef46b401df36e4110d09c4f60a13ad4,cryptography,9ef46b401df36e4110d09c4f60a13ad4-vmpc_25.shuffled-as.sat05-1945.cnf,kissat,SAT,True,,,2044338,128959801,63.0814,28.54,ok
a48c6bde272ae96f0fe01271777a22d3,cryptography,a48c6bde272ae96f0fe01271777a22d3-grieu-vmpc-s05-05s.cnf,minisat,SAT,True,625,76775,444255,27039094,60.8639,7.73344,ok
a48c6bde272ae96f0fe01271777a22d3,cryptography,a48c6bde272ae96f0fe01271777a22d3-grieu-vmpc-s05-05s.cnf,cadical,SAT,True,,,122431,10471323,85.5284,2.07,ok
a48c6bde272ae96f0fe01271777a22d3,cryptography,a48c6bde272ae96f0fe01271777a22d3-grieu-vmpc-s05-05s.cnf,kissat,SAT,True,,,1306407,82119440,62.8590,15.87,ok
652bc63d7054bd9e06da4adfbd2fc397,cryptography,652bc63d7054bd9e06da4adfbd2fc397-md5__zeroOut_09__freeIn_13__seed_1.cnf,minisat,SAT,True,15233,138643,924478,41208431,44.5748,5.63722,ok
652bc63d7054bd9e06da4adfbd2fc397,cryptography,652bc63d7054bd9e06da4adfbd2fc397-md5__zeroOut_09__freeIn_13__seed_1.cnf,cadical,SAT,True,,,3453402,104792673,30.3448,19.90,ok
652bc63d7054bd9e06da4adfbd2fc397,cryptography,652bc63d7054bd9e06da4adfbd2fc397-md5__zeroOut_09__freeIn_13__seed_1.cnf,kissat,SAT,True,,,5250859,111146376,21.1673,14.83,ok
3e8a93289f23c6384b4373981d241b03,cryptography,3e8a93289f23c6384b4373981d241b03-mp1-22.8.cnf,minisat,SAT,True,4128,72259,2056478,22441067,10.9124,3.96124,ok
