hash,family,instance,solver,result,completed,variables,clauses,decisions,propagations,props_per_decision,cpu_time,status
a0b76f95482dd0f2d575b8859c7bc549,miter,a0b76f95482dd0f2d575b8859c7bc549-hwb-n20-02-S1178225014.shuffled-as.sat03-1608.cnf,cadical,UNSAT,True,,,692158,13261495,19.1596,7.44,ok
a0b76f95482dd0f2d575b8859c7bc549,miter,a0b76f95482dd0f2d575b8859c7bc549-hwb-n20-02-S1178225014.shuffled-as.sat03-1608.cnf,kissat,UNSAT,True,,,596875,12031684,20.1578,5.36,ok
c49255402c653d2c90478b4e8f88381c,miter,c49255402c653d2c90478b4e8f88381c-rand_net60-25-1.shuffled.cnf,minisat,UNSAT,True,3000,8881,24996,4476630,179.0939,0.329264,ok
c49255402c653d2c90478b4e8f88381c,miter,c49255402c653d2c90478b4e8f88381c-rand_net60-25-1.shuffled.cnf,cadical,UNSAT,True,,,,,,0.01,no_decisions
c49255402c653d2c90478b4e8f88381c,miter,c49255402c653d2c90478b4e8f88381c-rand_net60-25-1.shuffled.cnf,kissat,UNSAT,True,,,0,8492,,0.00,no_decisions
8fa68e4ae4dc0395c853cb7d4dafdb35,miter,8fa68e4ae4dc0395c853cb7d4dafdb35-hwmcc10-timeframe-expansion-k45-nusmvtcastp2-tseitin.cnf,minisat,UNSAT,True,116886,331026,11460,1792237,156.3907,0.532225,ok
8fa68e4ae4dc0395c853cb7d4dafdb35,miter,8fa68e4ae4dc0395c853cb7d4dafdb35-hwmcc10-timeframe-expansion-k45-nusmvtcastp2-tseitin.cnf,cadical,UNSAT,True,,,783212,2722464,3.4760,0.88,ok
8fa68e4ae4dc0395c853cb7d4dafdb35,miter,8fa68e4ae4dc0395c853cb7d4dafdb35-hwmcc10-timeframe-expansion-k45-nusmvtcastp2-tseitin.cnf,kissat,UNSAT,True,,,254520,32818130,128.9413,1.10,ok
5ed0bbcb957ecc8ef2a049620f91385a,miter,5ed0bbcb957ecc8ef2a049620f91385a-c3540-s.shuffled.cnf,minisat,UNSAT,True,3499,9509,99201,5994981,60.4327,0.574516,ok
5ed0bbcb957ecc8ef2a049620f91385a,miter,5ed0bbcb957ecc8ef2a049620f91385a-c3540-s.shuffled.cnf,cadical,UNSAT,True,,,,,,0.01,no_decisions
5ed0bbcb957ecc8ef2a049620f91385a,miter,5ed0bbcb957ecc8ef2a049620f91385a-c3540-s.shuffled.cnf,kissat,UNSAT,True,,,0,13242,,0.00,no_decisions
78bb5dc48b6b5cd47feb6c5eab421d9b,miter,78bb5dc48b6b5cd47feb6c5eab421d9b-hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,minisat,UNSAT,True,116405,346848,202556,23454681,115.7936,1.72889,ok
78bb5dc48b6b5cd47feb6c5eab421d9b,miter,78bb5dc48b6b5cd47feb6c5eab421d9b-hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,cadical,UNSAT,True,,,2176950,22094649,10.1494,3.61,ok
78bb5dc48b6b5cd47feb6c5eab421d9b,miter,78bb5dc48b6b5cd47feb6c5eab421d9b-hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,kissat,UNSAT,True,,,609279,76415270,125.4192,6.12,ok
fe2c6df3250d04882d7d253f488d60b9,miter,fe2c6df3250d04882d7d253f488d60b9-c3540-s.cnf,minisat,UNSAT,True,3499,9525,64479,3686558,57.1746,0.337472,ok
fe2c6df3250d04882d7d253f488d60b9,miter,fe2c6df3250d04882d7d253f488d60b9-c3540-s.cnf,cadical,UNSAT,True,,,,,,0.00,no_decisions
fe2c6df3250d04882d7d253f488d60b9,miter,fe2c6df3250d04882d7d253f488d60b9-c3540-s.cnf,kissat,UNSAT,True,,,0,10672,,0.00,no_decisions
cd9a6767f4605213966294c59a569b52,miter,cd9a6767f4605213966294c59a569b52-ls11-normalized.cnf.gz.CP3-cnfmiter.cnf,minisat,UNSAT,True,15872,61264,30899051,124816792,4.0395,12.006,ok
cd9a6767f4605213966294c59a569b52,miter,cd9a6767f4605213966294c59a569b52-ls11-normalized.cnf.gz.CP3-cnfmiter.cnf,cadical,UNSAT,True,,,,,,0.51,no_decisions
cd9a6767f4605213966294c59a569b52,miter,cd9a6767f4605213966294c59a569b52-ls11-normalized.cnf.gz.CP3-cnfmiter.cnf,kissat,UNSAT,True,,,0,45905,,0.47,no_decisions
4afe58f1411a91caffdaf28eb24db279,miter,4afe58f1411a91caffdaf28eb24db279-g2-ak128modbtbg1asaig.cnf,minisat,SAT,True,426328,1276688,99917,16309832,163.2338,1.97886,ok
4afe58f1411a91caffdaf28eb24db279,miter,4afe58f1411a91caffdaf28eb24db279-g2-ak128modbtbg1asaig.cnf,cadical,SAT,True,,,,,,0.31,no_decisions
4afe58f1411a91caffdaf28eb24db279,miter,4afe58f1411a91caffdaf28eb24db279-g2-ak128modbtbg1asaig.cnf,kissat,SAT,True,,,0,426328,,0.23,no_decisions
5156e5983365d1c3e4c10be1ab9404e8,miter,5156e5983365d1c3e4c10be1ab9404e8-hwb-n20-01-S208144465.shuffled-as.sat03-1607.cnf,minisat,UNSAT,True,134,630,2855575,65593473,22.9703,8.81975,ok
5156e5983365d1c3e4c10be1ab9404e8,miter,5156e5983365d1c3e4c10be1ab9404e8-hwb-n20-01-S208144465.shuffled-as.sat03-1607.cnf,cadical,UNSAT,True,,,361093,6350891,17.5880,3.17,ok
5156e5983365d1c3e4c10be1ab9404e8,miter,5156e5983365d1c3e4c10be1ab9404e8-hwb-n20-01-S208144465.shuffled-as.sat03-1607.cnf,kissat,UNSAT,True,,,352926,7236754,20.5050,3.27,ok
4928fcd2037af940ef3bbeb9fad2754d,bitvector,4928fcd2037af940ef3bbeb9fad2754d-shift1add.25952.cnf,minisat,UNSAT,True,570935,1012108,55317042,213115734,3.8526,9.22414,ok
4928fcd2037af940ef3bbeb9fad2754d,bitvector,4928fcd2037af940ef3bbeb9fad2754d-shift1add.25952.cnf,cadical,rc0,False,,,,,,60.01,no_decisions
4928fcd2037af940ef3bbeb9fad2754d,bitvector,4928fcd2037af940ef3bbeb9fad2754d-shift1add.25952.cnf,kissat,UNSAT,True,,,2863230,3059621917,1068.5910,33.93,ok
49538efad8a86131663aff9cd8e6d891,bitvector,49538efad8a86131663aff9cd8e6d891-ndist.b.26487.cnf,minisat,SAT,True,344323,476751,1,9,9.0000,0.631952,ok
49538efad8a86131663aff9cd8e6d891,bitvector,49538efad8a86131663aff9cd8e6d891-ndist.b.26487.cnf,cadical,SAT,True,,,,,,0.13,no_decisions
49538efad8a86131663aff9cd8e6d891,bitvector,49538efad8a86131663aff9cd8e6d891-ndist.b.26487.cnf,kissat,SAT,True,,,0,529734,,0.12,no_decisions
975cddad1afb6694e2a4ef252b1f2109,bitvector,975cddad1afb6694e2a4ef252b1f2109-icbrt1_32.cnf,minisat,UNSAT,True,11309,33831,69091,35905364,519.6822,2.6847,ok
975cddad1afb6694e2a4ef252b1f2109,bitvector,975cddad1afb6694e2a4ef252b1f2109-icbrt1_32.cnf,cadical,UNSAT,True,,,88258,25928838,293.7846,3.39,ok
975cddad1afb6694e2a4ef252b1f2109,bitvector,975cddad1afb6694e2a4ef252b1f2109-icbrt1_32.cnf,kissat,UNSAT,True,,,112854,38776756,343.6011,3.17,ok
9608f92659d36a5bb90370662a1cb761,bitvector,9608f92659d36a5bb90370662a1cb761-lfsr_004_031_128.smt2.cnf,minisat,UNSAT,True,66262,166656,352648,25895712,73.4322,5.02338,ok
9608f92659d36a5bb90370662a1cb761,bitvector,9608f92659d36a5bb90370662a1cb761-lfsr_004_031_128.smt2.cnf,cadical,UNSAT,True,,,871144,89079155,102.2554,14.12,ok
9608f92659d36a5bb90370662a1cb761,bitvector,9608f92659d36a5bb90370662a1cb761-lfsr_004_031_128.smt2.cnf,kissat,UNSAT,True,,,510610,138663612,271.5646,14.53,ok
a0bfed3e5f7b31720029e8b42a3865ac,bitvector,a0bfed3e5f7b31720029e8b42a3865ac-smtlib-qfbv-aigs-innfeed_innfeed_vc36608-tseitin.cnf,minisat,SAT,True,103279,302919,9272,1009895,108.9188,0.250836,ok
a0bfed3e5f7b31720029e8b42a3865ac,bitvector,a0bfed3e5f7b31720029e8b42a3865ac-smtlib-qfbv-aigs-innfeed_innfeed_vc36608-tseitin.cnf,cadical,SAT,True,,,,,,0.07,no_decisions
a0bfed3e5f7b31720029e8b42a3865ac,bitvector,a0bfed3e5f7b31720029e8b42a3865ac-smtlib-qfbv-aigs-innfeed_innfeed_vc36608-tseitin.cnf,kissat,SAT,True,,,0,136382,,0.05,no_decisions
7217bd62528cf71d639224eecca2da86,bitvector,7217bd62528cf71d639224eecca2da86-icbrt2_32.cnf,minisat,UNSAT,True,11516,34452,60153,30546409,507.8119,2.34742,ok
7217bd62528cf71d639224eecca2da86,bitvector,7217bd62528cf71d639224eecca2da86-icbrt2_32.cnf,cadical,UNSAT,True,,,138067,37288961,270.0787,4.57,ok
7217bd62528cf71d639224eecca2da86,bitvector,7217bd62528cf71d639224eecca2da86-icbrt2_32.cnf,kissat,UNSAT,True,,,123211,47337749,384.2007,3.64,ok
469aff5a43a9257e35f9c6742222d75d,bitvector,469aff5a43a9257e35f9c6742222d75d-shift1add.19970.cnf,minisat,UNSAT,True,439331,778810,32469838,113820518,3.5054,6.1212,ok
469aff5a43a9257e35f9c6742222d75d,bitvector,469aff5a43a9257e35f9c6742222d75d-shift1add.19970.cnf,cadical,UNSAT,True,,,91555,1087554,11.8787,31.60,ok
469aff5a43a9257e35f9c6742222d75d,bitvector,469aff5a43a9257e35f9c6742222d75d-shift1add.19970.cnf,kissat,UNSAT,True,,,14405156,1882487370,130.6815,19.61,ok
ad202768293c1e8d4581a00d13adcd31,bitvector,ad202768293c1e8d4581a00d13adcd31-countbitswegner064.cnf,minisat,UNSAT,True,24448,73149,694559,88599881,127.5628,14.6486,ok
ad202768293c1e8d4581a00d13adcd31,bitvector,ad202768293c1e8d4581a00d13adcd31-countbitswegner064.cnf,cadical,UNSAT,True,,,1719920,214272922,124.5831,26.61,ok
ad202768293c1e8d4581a00d13adcd31,bitvector,ad202768293c1e8d4581a00d13adcd31-countbitswegner064.cnf,kissat,UNSAT,True,,,1629844,162423256,99.6557,17.68,ok
0a7f0ceb23af7028dc9a46f3da3bb027,bitvector,0a7f0ceb23af7028dc9a46f3da3bb027-maxor032.cnf,minisat,UNSAT,True,13204,39033,183097,15380731,84.0032,1.23913,ok
0a7f0ceb23af7028dc9a46f3da3bb027,bitvector,0a7f0ceb23af7028dc9a46f3da3bb027-maxor032.cnf,cadical,UNSAT,True,,,155287,7535465,48.5261,0.94,ok
0a7f0ceb23af7028dc9a46f3da3bb027,bitvector,0a7f0ceb23af7028dc9a46f3da3bb027-maxor032.cnf,kissat,UNSAT,True,,,543335,37655997,69.3053,3.38,ok
6ddb1d74448f67dbc7f9ce40023125df,bitvector,6ddb1d74448f67dbc7f9ce40023125df-smtlib-qfbv-aigs-bin_libsmbsharemodes_vc4322-tseitin.cnf,minisat,SAT,True,400093,1149789,75332,3651830,48.4765,1.36663,ok
6ddb1d74448f67dbc7f9ce40023125df,bitvector,6ddb1d74448f67dbc7f9ce40023125df-smtlib-qfbv-aigs-bin_libsmbsharemodes_vc4322-tseitin.cnf,cadical,SAT,True,,,578822,5736957,9.9114,3.85,ok
6ddb1d74448f67dbc7f9ce40023125df,bitvector,6ddb1d74448f67dbc7f9ce40023125df-smtlib-qfbv-aigs-bin_libsmbsharemodes_vc4322-tseitin.cnf,kissat,SAT,True,,,114970,20677107,179.8478,2.05,ok
11eb35e15cc12c52b20174da5b71f039,bitvector,11eb35e15cc12c52b20174da5b71f039-lfsr_008_063_112.smt2.cnf,minisat,UNSAT,True,235836,596290,1649744,74567936,45.1997,15.5124,ok
11eb35e15cc12c52b20174da5b71f039,bitvector,11eb35e15cc12c52b20174da5b71f039-lfsr_008_063_112.smt2.cnf,cadical,UNSAT,True,,,1172596,148626992,126.7504,17.73,ok
11eb35e15cc12c52b20174da5b71f039,bitvector,11eb35e15cc12c52b20174da5b71f039-lfsr_008_063_112.smt2.cnf,kissat,UNSAT,True,,,2067944,172920287,83.6194,21.52,ok
7499847c9ffc5b7f60e8ee68573ecc2d,bitvector,7499847c9ffc5b7f60e8ee68573ecc2d-maxand128.cnf,minisat,UNSAT,True,53746,158931,1656879,73400932,44.3007,16.649,ok
7499847c9ffc5b7f60e8ee68573ecc2d,bitvector,7499847c9ffc5b7f60e8ee68573ecc2d-maxand128.cnf,cadical,UNSAT,True,,,3303946,54636791,16.5368,19.63,ok
7499847c9ffc5b7f60e8ee68573ecc2d,bitvector,7499847c9ffc5b7f60e8ee68573ecc2d-maxand128.cnf,kissat,UNSAT,True,,,1665269,44454798,26.6953,4.85,ok
c2758faefec5e7abcc6c077106214581,bitvector,c2758faefec5e7abcc6c077106214581-lfsr_004_063_128.smt2.cnf,minisat,UNSAT,True,132310,332032,283907,11343912,39.9564,2.56251,ok
c2758faefec5e7abcc6c077106214581,bitvector,c2758faefec5e7abcc6c077106214581-lfsr_004_063_128.smt2.cnf,cadical,UNSAT,True,,,442394,32408739,73.2576,6.13,ok
c2758faefec5e7abcc6c077106214581,bitvector,c2758faefec5e7abcc6c077106214581-lfsr_004_063_128.smt2.cnf,kissat,UNSAT,True,,,863091,96636447,111.9655,8.32,ok
3eee3f5f89db21beef9393597fa8a107,bitvector,3eee3f5f89db21beef9393597fa8a107-lfsr_004_063_112.smt2.cnf,minisat,UNSAT,True,116022,291280,137229,5506215,40.1243,1.06698,ok
3eee3f5f89db21beef9393597fa8a107,bitvector,3eee3f5f89db21beef9393597fa8a107-lfsr_004_063_112.smt2.cnf,cadical,UNSAT,True,,,287815,7099627,24.6673,1.98,ok
3eee3f5f89db21beef9393597fa8a107,bitvector,3eee3f5f89db21beef9393597fa8a107-lfsr_004_063_112.smt2.cnf,kissat,UNSAT,True,,,273297,47636404,174.3027,6.16,ok
9f418fa793e7b1e57a6d56e5aa6d7145,bitvector,9f418fa793e7b1e57a6d56e5aa6d7145-smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,minisat,UNSAT,True,448370,1130523,857749,31402927,36.6109,5.85871,ok
9f418fa793e7b1e57a6d56e5aa6d7145,bitvector,9f418fa793e7b1e57a6d56e5aa6d7145-smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,cadical,UNSAT,True,,,11780858,54625227,4.6368,7.26,ok
9f418fa793e7b1e57a6d56e5aa6d7145,bitvector,9f418fa793e7b1e57a6d56e5aa6d7145-smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,kissat,UNSAT,True,,,1602911,435416805,271.6413,24.58,ok
0c5263783d198a377e8f8c0146737c52,design-debugging,0c5263783d198a377e8f8c0146737c52-dividers1.dimacs.filtered.cnf,minisat,UNSAT,True,45552,106216,0,24077,,0.027744,no_decisions
0c5263783d198a377e8f8c0146737c52,design-debugging,0c5263783d198a377e8f8c0146737c52-dividers1.dimacs.filtered.cnf,cadical,UNSAT,True,,,,,,0.03,no_decisions
0c5263783d198a377e8f8c0146737c52,design-debugging,0c5263783d198a377e8f8c0146737c52-dividers1.dimacs.filtered.cnf,kissat,UNSAT,True,,,0,24077,,0.02,no_decisions
033bdaf71d51a1645014a54ea614312f,design-debugging,033bdaf71d51a1645014a54ea614312f-s15850-bug-fourvec-gate-0.dimacs.seq.filtered.cnf,minisat,UNSAT,True,88536,198280,0,14147,,0.037439,no_decisions
033bdaf71d51a1645014a54ea614312f,design-debugging,033bdaf71d51a1645014a54ea614312f-s15850-bug-fourvec-gate-0.dimacs.seq.filtered.cnf,cadical,UNSAT,True,,,,,,0.04,no_decisions
033bdaf71d51a1645014a54ea614312f,design-debugging,033bdaf71d51a1645014a54ea614312f-s15850-bug-fourvec-gate-0.dimacs.seq.filtered.cnf,kissat,UNSAT,True,,,0,14147,,0.02,no_decisions
37450147d1a972829b0e6b3cf9d6ccaa,design-debugging,37450147d1a972829b0e6b3cf9d6ccaa-rsdecoder_fsm1.dimacs.filtered.cnf,minisat,UNSAT,True,238290,836085,42,165654,3944.1429,0.497018,ok
37450147d1a972829b0e6b3cf9d6ccaa,design-debugging,37450147d1a972829b0e6b3cf9d6ccaa-rsdecoder_fsm1.dimacs.filtered.cnf,cadical,UNSAT,True,,,,,,0.22,no_decisions
37450147d1a972829b0e6b3cf9d6ccaa,design-debugging,37450147d1a972829b0e6b3cf9d6ccaa-rsdecoder_fsm1.dimacs.filtered.cnf,kissat,UNSAT,True,,,0,549881,,0.13,no_decisions
5f8d22684f7e5b98493ee9daa609b47f,design-debugging,5f8d22684f7e5b98493ee9daa609b47f-c6_DD_s3_f1_e1_v1-bug-onevec-gate-0.dimacs.seq.filtered.cnf,minisat,UNSAT,True,44058,112434,0,42637,,0.027915,no_decisions
5f8d22684f7e5b98493ee9daa609b47f,design-debugging,5f8d22684f7e5b98493ee9daa609b47f-c6_DD_s3_f1_e1_v1-bug-onevec-gate-0.dimacs.seq.filtered.cnf,cadical,UNSAT,True,,,,,,0.02,no_decisions
5f8d22684f7e5b98493ee9daa609b47f,design-debugging,5f8d22684f7e5b98493ee9daa609b47f-c6_DD_s3_f1_e1_v1-bug-onevec-gate-0.dimacs.seq.filtered.cnf,kissat,UNSAT,True,,,0,42637,,0.01,no_decisions
a23f3b202a742f5b799e7d26eced13e2,design-debugging,a23f3b202a742f5b799e7d26eced13e2-dividers8.dimacs.filtered.cnf,minisat,UNSAT,True,45552,105089,0,24317,,0.024447,no_decisions
a23f3b202a742f5b799e7d26eced13e2,design-debugging,a23f3b202a742f5b799e7d26eced13e2-dividers8.dimacs.filtered.cnf,cadical,UNSAT,True,,,,,,0.03,no_decisions
a23f3b202a742f5b799e7d26eced13e2,design-debugging,a23f3b202a742f5b799e7d26eced13e2-dividers8.dimacs.filtered.cnf,kissat,UNSAT,True,,,0,24317,,0.02,no_decisions
fc01f674fda3a5cb65a83bc2fd29cb8b,design-debugging,fc01f674fda3a5cb65a83bc2fd29cb8b-fpu6-problem.dimacs_21.filtered.cnf,minisat,SAT,True,160120,350096,7147,267069,37.3680,0.244384,ok
fc01f674fda3a5cb65a83bc2fd29cb8b,design-debugging,fc01f674fda3a5cb65a83bc2fd29cb8b-fpu6-problem.dimacs_21.filtered.cnf,cadical,SAT,True,,,,,,0.63,no_decisions
fc01f674fda3a5cb65a83bc2fd29cb8b,design-debugging,fc01f674fda3a5cb65a83bc2fd29cb8b-fpu6-problem.dimacs_21.filtered.cnf,kissat,SAT,True,,,29614,1578653,53.3077,0.28,ok
b70f5a669ffaca43c1355d8855557f45,design-debugging,b70f5a669ffaca43c1355d8855557f45-fpu3_hack-problem.dimacs_17.filtered.cnf,minisat,UNSAT,True,96270,138961,0,28641,,0.038864,no_decisions
b70f5a669ffaca43c1355d8855557f45,design-debugging,b70f5a669ffaca43c1355d8855557f45-fpu3_hack-problem.dimacs_17.filtered.cnf,cadical,UNSAT,True,,,,,,0.05,no_decisions
b70f5a669ffaca43c1355d8855557f45,design-debugging,b70f5a669ffaca43c1355d8855557f45-fpu3_hack-problem.dimacs_17.filtered.cnf,kissat,UNSAT,True,,,0,28641,,0.03,no_decisions
d54b51193153ac84867b960b360c22e0,design-debugging,d54b51193153ac84867b960b360c22e0-SM_AS_TOP_buggy1.dimacs.filtered.cnf,minisat,UNSAT,True,145899,28137,0,7649,,0.046727,no_decisions
d54b51193153ac84867b960b360c22e0,design-debugging,d54b51193153ac84867b960b360c22e0-SM_AS_TOP_buggy1.dimacs.filtered.cnf,cadical,UNSAT,True,,,,,,0.08,no_decisions
d54b51193153ac84867b960b360c22e0,design-debugging,d54b51193153ac84867b960b360c22e0-SM_AS_TOP_buggy1.dimacs.filtered.cnf,kissat,UNSAT,True,,,0,7649,,0.05,no_decisions
20d3259fc425105fcf74375f6f421f0f,design-debugging,20d3259fc425105fcf74375f6f421f0f-c4_DD_s3_f1_e1_v1-bug-gate-0.dimacs.seq.filtered.cnf,minisat,UNSAT,True,794624,1710304,0,133664,,0.423912,no_decisions
20d3259fc425105fcf74375f6f421f0f,design-debugging,20d3259fc425105fcf74375f6f421f0f-c4_DD_s3_f1_e1_v1-bug-gate-0.dimacs.seq.filtered.cnf,cadical,UNSAT,True,,,,,,0.43,no_decisions
20d3259fc425105fcf74375f6f421f0f,design-debugging,20d3259fc425105fcf74375f6f421f0f-c4_DD_s3_f1_e1_v1-bug-gate-0.dimacs.seq.filtered.cnf,kissat,UNSAT,True,,,0,133664,,0.18,no_decisions
2f9ce6a257b9736f3ac791e8e62f32c5,design-debugging,2f9ce6a257b9736f3ac791e8e62f32c5-rsdecoder5.dimacs.filtered.cnf,minisat,UNSAT,True,238290,836085,200,197968,989.8400,0.507379,ok
2f9ce6a257b9736f3ac791e8e62f32c5,design-debugging,2f9ce6a257b9736f3ac791e8e62f32c5-rsdecoder5.dimacs.filtered.cnf,cadical,UNSAT,True,,,,,,0.21,no_decisions
2f9ce6a257b9736f3ac791e8e62f32c5,design-debugging,2f9ce6a257b9736f3ac791e8e62f32c5-rsdecoder5.dimacs.filtered.cnf,kissat,UNSAT,True,,,0,542403,,0.13,no_decisions
1379af7e96769d1e8397bee0c59c9918,design-debugging,1379af7e96769d1e8397bee0c59c9918-dividers11.dimacs.filtered.cnf,minisat,UNSAT,True,45552,105118,0,24274,,0.02694,no_decisions
1379af7e96769d1e8397bee0c59c9918,design-debugging,1379af7e96769d1e8397bee0c59c9918-dividers11.dimacs.filtered.cnf,cadical,UNSAT,True,,,,,,0.03,no_decisions
1379af7e96769d1e8397bee0c59c9918,design-debugging,1379af7e96769d1e8397bee0c59c9918-dividers11.dimacs.filtered.cnf,kissat,UNSAT,True,,,0,24274,,0.02,no_decisions
988056a8ffbb5811046b4f7c6455057d,design-debugging,988056a8ffbb5811046b4f7c6455057d-c6_DD_s3_f1_e1_v1-bug-gate-0.dimacs.seq.filtered.cnf,minisat,UNSAT,True,297916,760268,0,75791,,0.137906,no_decisions
988056a8ffbb5811046b4f7c6455057d,design-debugging,988056a8ffbb5811046b4f7c6455057d-c6_DD_s3_f1_e1_v1-bug-gate-0.dimacs.seq.filtered.cnf,cadical,UNSAT,True,,,,,,0.15,no_decisions
988056a8ffbb5811046b4f7c6455057d,design-debugging,988056a8ffbb5811046b4f7c6455057d-c6_DD_s3_f1_e1_v1-bug-gate-0.dimacs.seq.filtered.cnf,kissat,UNSAT,True,,,0,75791,,0.07,no_decisions
391975b3e1b5afacf474ef9bd4fde049,design-debugging,391975b3e1b5afacf474ef9bd4fde049-rsdecoder_multivec1.dimacs.filtered.cnf,minisat,UNSAT,True,394446,531907,0,193673,,0.17087,no_decisions
391975b3e1b5afacf474ef9bd4fde049,design-debugging,391975b3e1b5afacf474ef9bd4fde049-rsdecoder_multivec1.dimacs.filtered.cnf,cadical,UNSAT,True,,,,,,0.25,no_decisions
391975b3e1b5afacf474ef9bd4fde049,design-debugging,391975b3e1b5afacf474ef9bd4fde049-rsdecoder_multivec1.dimacs.filtered.cnf,kissat,UNSAT,True,,,0,193673,,0.15,no_decisions
321c2c54364ef2c3cd15beab6de42ca8,design-debugging,321c2c54364ef2c3cd15beab6de42ca8-rsdecoder2.dimacs.filtered.cnf,minisat,UNSAT,True,415480,1520475,5,152784,30556.8000,1.05879,ok
321c2c54364ef2c3cd15beab6de42ca8,design-debugging,321c2c54364ef2c3cd15beab6de42ca8-rsdecoder2.dimacs.filtered.cnf,cadical,UNSAT,True,,,,,,0.38,no_decisions
321c2c54364ef2c3cd15beab6de42ca8,design-debugging,321c2c54364ef2c3cd15beab6de42ca8-rsdecoder2.dimacs.filtered.cnf,kissat,UNSAT,True,,,0,731121,,0.23,no_decisions
a9bd9256044850b3c406250bcb8760f0,design-debugging,a9bd9256044850b3c406250bcb8760f0-rsdecoder-problem.dimacs_36.filtered.cnf,minisat,UNSAT,True,1220611,1923841,0,1188096,,0.499952,no_decisions
a9bd9256044850b3c406250bcb8760f0,design-debugging,a9bd9256044850b3c406250bcb8760f0-rsdecoder-problem.dimacs_36.filtered.cnf,cadical,UNSAT,True,,,,,,0.68,no_decisions
a9bd9256044850b3c406250bcb8760f0,design-debugging,a9bd9256044850b3c406250bcb8760f0-rsdecoder-problem.dimacs_36.filtered.cnf,kissat,UNSAT,True,,,0,1188096,,0.39,no_decisions
43e492bccfd57029b758897b17d7f04f,scheduling,43e492bccfd57029b758897b17d7f04f-pb_300_09_lb_07.cnf,minisat,SAT,True,145943,625454,698234,304840553,436.5880,15.8072,ok
43e492bccfd57029b758897b17d7f04f,scheduling,43e492bccfd57029b758897b17d7f04f-pb_300_09_lb_07.cnf,cadical,SAT,True,,,426368,178252842,418.0727,15.55,ok
43e492bccfd57029b758897b17d7f04f,scheduling,43e492bccfd57029b758897b17d7f04f-pb_300_09_lb_07.cnf,kissat,SAT,True,,,559709,234938865,419.7518,7.85,ok
3988a60c6e93167763c6fd2a347d5859,scheduling,3988a60c6e93167763c6fd2a347d5859-Break_08_24.xml.cnf,minisat,SAT,True,3890,14187,8178,665025,81.3188,0.051917,ok
3988a60c6e93167763c6fd2a347d5859,scheduling,3988a60c6e93167763c6fd2a347d5859-Break_08_24.xml.cnf,cadical,SAT,True,,,32515,1807243,55.5818,0.17,ok
3988a60c6e93167763c6fd2a347d5859,scheduling,3988a60c6e93167763c6fd2a347d5859-Break_08_24.xml.cnf,kissat,SAT,True,,,30455,977400,32.0933,0.05,ok
13cff41e276654c44b1a23d118bd698e,scheduling,13cff41e276654c44b1a23d118bd698e-ITC2021_Early_8.xml.cnf,minisat,SAT,True,23487,113870,5682,139893,24.6204,0.049052,ok
13cff41e276654c44b1a23d118bd698e,scheduling,13cff41e276654c44b1a23d118bd698e-ITC2021_Early_8.xml.cnf,cadical,SAT,True,,,168413,5637138,33.4721,0.37,ok
13cff41e276654c44b1a23d118bd698e,scheduling,13cff41e276654c44b1a23d118bd698e-ITC2021_Early_8.xml.cnf,kissat,SAT,True,,,318039,12445030,39.1305,0.34,ok
64ac2fa4336178304e4a1d45f3893f4c,scheduling,64ac2fa4336178304e4a1d45f3893f4c-ITC2021_Late_9.xml.cnf,minisat,SAT,True,138297,414006,2036816,218376266,107.2145,12.2691,ok
64ac2fa4336178304e4a1d45f3893f4c,scheduling,64ac2fa4336178304e4a1d45f3893f4c-ITC2021_Late_9.xml.cnf,cadical,SAT,True,,,1932591,165327641,85.5471,17.35,ok
64ac2fa4336178304e4a1d45f3893f4c,scheduling,64ac2fa4336178304e4a1d45f3893f4c-ITC2021_Late_9.xml.cnf,kissat,SAT,True,,,762102,111833542,146.7435,3.98,ok
c589cd14f61278a0c0e507dde649704f,scheduling,c589cd14f61278a0c0e507dde649704f-Break_04_08.xml.cnf,minisat,SAT,True,256,1156,41,730,17.8049,0.004039,ok
c589cd14f61278a0c0e507dde649704f,scheduling,c589cd14f61278a0c0e507dde649704f-Break_04_08.xml.cnf,cadical,SAT,True,,,130,302,2.3231,0.01,ok
c589cd14f61278a0c0e507dde649704f,scheduling,c589cd14f61278a0c0e507dde649704f-Break_04_08.xml.cnf,kissat,SAT,True,,,78,3216,41.2308,0.01,ok
69f6dd335626a9b71bfc6f2332f52b9d,scheduling,69f6dd335626a9b71bfc6f2332f52b9d-Break_04_04.xml.cnf,minisat,SAT,True,227,1105,98,4498,45.8980,0.004282,ok
69f6dd335626a9b71bfc6f2332f52b9d,scheduling,69f6dd335626a9b71bfc6f2332f52b9d-Break_04_04.xml.cnf,cadical,SAT,True,,,170,1138,6.6941,0.01,ok
69f6dd335626a9b71bfc6f2332f52b9d,scheduling,69f6dd335626a9b71bfc6f2332f52b9d-Break_04_04.xml.cnf,kissat,SAT,True,,,82,4560,55.6098,0.01,ok
