instance,family,status,result,completed,variables,clauses,decisions,propagations,conflicts,restarts,props_per_decision,cpu_time,download_bytes,wall_total,error
ed76b075cdf07435c6e4f6203dd10cb7-SCPC-700-88.cnf,sc2023-main,ok,INDET,False,700,27527,244266,4837083,95130,255,19.8025,9.97789,241792,11.66,
eec821f866557886a5b0352332943fa2-SCPC-700-81.cnf,sc2023-main,ok,INDET,False,700,27278,244463,4950568,97134,255,20.2508,9.97976,224816,11.64,
eecdcc36d35f06224cc972cbb08de804-SCPC-1000-18.cnf,sc2023-main,ok,INDET,False,1000,51003,260186,6043239,87469,254,23.2266,9.97465,121448,11.51,
f02379d63678798e38dcc52b043cc51d-asconhashv12_opt64_H13_M2-axxJh7DAq767y_m4_5.c.cnf,sc2023-main,ok,INDET,False,158745,372495,980160,67830334,203728,510,69.2033,9.97569,628244,11.92,
f0895a5904fb97278b7b54733ee1dabb-brent_63_0.22.cnf,sc2023-main,ok,INDET,False,74982,201500,1764949,114360049,423112,1021,64.7951,9.96526,756636,11.97,
f08b3567642ea029452fff2c1d10c132-brent_15_0.25.cnf,sc2023-main,ok,INDET,False,17565,49918,840396,98812497,509114,1023,117.5785,9.97621,176380,11.49,
f090d0d6eaff3b92c817f5db6fa47544-intervals718.cnf,sc2023-main,ok,INDET,False,2867,71029,1365444,35201531,407393,998,25.7803,9.95068,96336,11.33,
f20c2aa0f9cced05a74031e0a3afaa1a-SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,sc2023-main,ok,INDET,False,250094,811693,9515275,90436215,180437,506,9.5043,9.96531,1385900,12.12,
f26f199564d6ffac7e700c2e66470ec0-TableSymModel_output_6_4_6.bul_.dimacs.cnf,sc2023-main,ok,INDET,False,5976,52664,1748187,71653686,489072,1023,40.9874,9.9598,43488,11.30,
f35ed23733431177436a1e7797c07dfe-SCPC-900-31.cnf,sc2023-main,ok,INDET,False,900,41714,250032,5632205,85675,254,22.5259,9.97701,144892,11.45,
f4064d73fd6e69caf154046e61fea7b8-cliquecoloring_n18_k7_c6.cnf,sc2023-main,ok,INDET,False,387,9088,7128004,50116143,2362962,4095,7.0309,9.98479,8812,10.98,
f448874997bae64bd455fb00309dc738-asconhashv12_opt64_H7_M2-OrF8zEw_m2_4.c.cnf,sc2023-main,ok,INDET,False,127096,296703,510968,104342821,97560,255,204.2062,9.9882,502000,12.01,
f55acea8f0d207becbbbd26a11d97841-grs-48-160.cnf,sc2023-main,ok,INDET,False,410624,1176432,473842,115618239,104413,267,244.0017,9.96181,2224992,12.34,
f57aba96bfed8f8a8b860eba1a8f1ea5-TableModel_output_6_4_6.bul_.dimacs.cnf,sc2023-main,ok,INDET,False,5976,60588,2263259,68464024,510213,1023,30.2502,9.95905,43396,11.31,
f88afbcd8b4c29a8c1b3518caa4e949c-cliquecoloring_n16_k7_c6.cnf,sc2023-main,ok,INDET,False,328,7199,5897447,49923948,2520937,4284,8.4653,9.99069,6956,10.95,
f959755d7c68ea8b64d900e589fbe21f-g2-slp-synthesis-aes-top29.cnf,sc2023-main,ok,INDET,False,94998,284752,428978,149306268,169156,460,348.0511,9.97956,697000,11.91,
fab0db1ab0dd5baa3215aab51ab69355-brent_63_0.2.cnf,sc2023-main,ok,INDET,False,75001,210297,1646139,108915759,374374,893,66.1644,9.95631,781632,11.90,
faeb113864d97ea4cb3f01f95d2fe92f-SCPC-800-44.cnf,sc2023-main,ok,INDET,False,800,33695,251935,5459636,94982,255,21.6708,9.9754,165616,11.48,
fb5d0254bc4b8d258eb84ea1dbcdda13-mchess22-mixed-25percent-blocked.cnf,sc2023-main,ok,INDET,False,58317,1839,5030387,61537085,2621224,4536,12.2331,9.98962,5692,10.99,
fd1fbc1b090c14746a883b3a17259743-9vliw_bp_mc.shuffled.cnf,sc2023-main,ok,UNSAT,True,20093,179481,1376416,46327309,192658,510,33.6579,4.0384,1099856,6.05,
fd2af7622798171f23a4b8d2616df55e-StreamReader_readline_13.cnf,sc2023-main,ok,INDET,False,299,3182,842653,18418065,628561,1337,21.8572,9.99325,4812,10.98,
fdc5aa7c150fd1c49ad3b50433277528-PRP_100_300.cnf,sc2023-main,no_decisions,INDET,False,4715655,28295344,0,104798,0,1,,10.7061,83174648,21.60,
fdfcd52a21824b7181d66672f283ba04-instance_n6_i6_pp_ci_ce.cnf,sc2023-main,ok,SAT,True,7278,63935,46189,3752343,14892,62,81.2389,0.289819,190532,1.78,
fe19a31b76cbba5901e16ce36c7578ed-C208_FA_UT_3254.cnf,sc2023-main,no_decisions,UNSAT,True,1805,6135,0,1219,0,0,,0.015335,11844,1.10,
fe8b1ef742724947620a419d0180a640-mchess18-mixed-35percent-blocked.cnf,sc2023-main,ok,INDET,False,26095,1252,5311704,68713232,2941388,5118,12.9362,9.99285,4208,10.95,
fee70cede2b5b55bfbdb6e48fbe7ce4f-DLTM_twitter690_74_16.cnf,sc2023-main,ok,INDET,False,34886,217178,146636,253881888,79875,252,1731.3749,9.98728,375988,11.69,
ff5170c690129f8c94658e82b6aab05c-Urquhart-s5-b4.shuffled.cnf,sc2023-main,ok,INDET,False,114,888,8878559,39053823,5468895,8572,4.3987,9.98171,6508,10.94,
ff867fd35aa52058382a8b0c21cd1f38-mchess20-mixed-35percent-blocked.cnf,sc2023-main,ok,INDET,False,39805,1549,5030117,64865773,2739878,4751,12.8955,9.99473,4400,10.95,
